ts_code,name,industry,market,close,pct_chg,open,high,low,volume,amount,turnover_rate,ma5,ma10,ma20,ma60,ma120,ma250,ma20_slope,ma60_slope,high_20d,low_20d,high_60d,low_60d,close_vs_20d_high,close_vs_60d_high,price_percentile_1y,volatility_20d,main_net_inflow_1d,main_net_inflow_3d,main_net_inflow_5d,main_net_inflow_10d,northbound_flow,rsi_14,macd_hist,trend_strength_score,price_above_ma20_days,price_above_ma60_days,pe_ttm,pb,roe,net_profit_yoy,debt_ratio,pe_percentile_5y,pb_percentile_5y,value_score,growth_score,capital_score,sector_score,final_score,score_market_regime,score_weight_value,score_weight_growth,score_weight_capital,score_weight_sector,future_return_10,future_return_30,future_return_60
600601.SH,方正科技,元件,上交所,14.4,0.3484,14.41,14.61,14.2,250699254.0,3608218701.0,4.1605,13.838,12.965,12.9195,11.7902,11.6867,10.1715,3.1827,2.5202,14.4,11.72,14.4,9.35,0.0,0.0,99.6032,69.0178,,,,,1423138.34,58.0165,0.3597,100.0,5.0,41.0,90.82544839,11.6412619,4.88,195.16,54.12,57.5428,83.3506,-31.7023,91.6232,58.4161,93.7338,52.8066,neutral,0.25,0.35,0.25,0.15,,,
300558.SZ,贝达药业,化学制药,创业板,54.98,8.335,49.99,57.13,48.29,34353829.0,1840667923.0,6.1341,52.696,51.583,50.378,48.05,47.4088,54.2638,1.6875,1.5924,54.98,47.8,54.98,40.3,0.0,0.0,59.9206,60.4148,,,,,6833530.79,55.814,0.5866,100.0,8.0,38.0,56.21142093,3.64953258,3.52,135.71,35.79,36.8595,28.0165,-8.0934,86.6652,64.0827,51.3648,52.0349,neutral,0.25,0.35,0.25,0.15,,,
600460.SH,士兰微,半导体,上交所,41.83,2.4492,40.5,42.62,40.45,144192061.0,5978511055.0,10.1962,37.692,35.597,35.0345,30.3118,30.0986,29.0954,4.5634,2.6916,41.83,32.13,41.83,24.72,0.0,0.0,99.6032,88.8628,,,,,20668397.56,66.1745,1.2329,100.0,4.0,33.0,181.3779634,6.8230529,,,,74.0223,69.4215,-38.2632,77.8,68.9588,96.9038,49.4395,neutral,0.25,0.35,0.25,0.15,,,
600563.SH,法拉电子,元件,上交所,168.19,-1.0938,169.98,175.39,167.77,10105414.0,1723324767.0,7.3566,161.366,160.433,163.9755,139.539,125.3329,119.5216,2.1925,2.4647,176.77,143.0,176.77,114.49,-4.8538,-4.8538,96.4286,96.196,,,,,30184452.98,50.9895,-1.5331,100.0,3.0,32.0,33.64014674,6.38674479,,,,64.7934,56.5289,-31.8099,74.9,67.248,93.7338,49.1346,neutral,0.25,0.35,0.25,0.15,,,
688536.SH,思瑞浦,半导体,科创板,341.0,0.1233,339.2,348.35,332.27,4567981.0,1548345508.0,3.6155,330.686,307.703,306.6315,250.6668,212.5442,180.0396,2.5952,5.324,341.0,277.5,341.0,162.58,0.0,0.0,99.6032,79.6888,,,,,3230125.05,60.3307,4.9102,100.0,5.0,49.0,187.02198271,7.72716101,,,,58.7065,63.8017,-31.4977,78.0,58.0266,96.9038,48.4678,neutral,0.25,0.35,0.25,0.15,,,
300613.SZ,富瀚微,半导体,创业板,68.61,0.2777,68.21,69.48,67.4,13144125.0,900153702.0,7.7437,64.71,61.374,61.4195,54.1863,50.2371,49.2565,0.6176,3.4775,68.61,56.3,68.61,39.5,0.0,0.0,99.6032,57.7474,,,,,22673675.52,73.374,1.3841,100.0,4.0,39.0,79.18430784,5.84886554,,,,93.3058,61.4876,-43.0289,77.8,67.3276,96.9038,47.8402,neutral,0.25,0.35,0.25,0.15,,,
301029.SZ,怡合达,自动化设备,深交所,32.81,1.1718,32.47,33.18,31.75,26326919.0,851854930.0,3.9887,31.684,30.69,29.973,27.8712,27.7062,26.8754,1.0962,1.7332,32.81,27.42,32.81,22.82,0.0,0.0,99.2063,55.2769,,,,,-3340639.97,70.9486,0.6513,100.0,4.0,36.0,35.72085344,4.12700838,,,,39.4958,30.5882,-16.4706,77.8,47.0214,85.7584,47.7315,neutral,0.25,0.35,0.25,0.15,,,
002842.SZ,翔鹭钨业,小金属,深交所,47.72,10.0046,41.8,47.72,40.88,87645954.0,3870358328.0,20.069,44.112,39.594,36.313,34.6857,30.6703,20.1178,7.4429,2.6983,47.72,32.05,47.72,30.12,0.0,0.0,99.6032,75.767,,,,,,80.6709,2.9491,100.0,8.0,8.0,39.62563196,10.47528559,,,,7.2144,98.9256,-22.2564,78.6,59.6,70.6575,47.4445,neutral,0.25,0.35,0.25,0.15,,,
600360.SH,华微电子,半导体,上交所,12.4,1.8062,12.07,12.6,12.0,77569303.0,958046850.0,16.4971,11.636,11.835,11.935,10.548,9.6067,8.9092,0.2183,1.982,13.71,10.58,13.71,8.46,-9.5551,-9.5551,97.619,93.089,,,,,0.0,52.3474,-0.1754,100.0,2.0,55.0,72.96075501,3.65069819,,,,56.0331,99.6694,-39.5289,74.7,64.6088,96.9038,46.9505,neutral,0.25,0.35,0.25,0.15,,,
002876.SZ,三利谱,光学光电子,深交所,33.1,1.6897,32.3,33.15,31.82,10671006.0,349424947.0,13.5875,31.728,31.566,30.6105,29.2635,27.6186,26.2854,1.85,1.339,33.1,27.22,33.1,23.97,0.0,0.0,99.6032,58.5494,,,,,10326462.86,74.1379,0.4139,100.0,4.0,13.0,120.76084512,2.53478178,,,,99.9174,61.9835,-45.467,77.8,69.6091,88.4356,46.5309,neutral,0.25,0.35,0.25,0.15,,,
688138.SH,清溢光电,半导体,科创板,39.26,-4.0801,40.53,40.61,39.03,17995092.0,711645868.0,4.8435,38.02,35.627,34.1465,31.0305,30.3897,29.6251,3.1928,2.678,40.93,30.49,40.93,25.71,-4.0801,-4.0801,99.2063,79.7937,,,,,1389726.35,71.5499,1.4268,100.0,7.0,39.0,66.06851512,4.45826814,,,,70.0826,73.5537,-37.9173,75.7,59.6389,96.9038,46.461,neutral,0.25,0.35,0.25,0.15,,,
301297.SZ,富乐德,半导体,深交所,51.28,4.2276,49.96,52.34,48.08,35187124.0,1764937624.0,8.6082,47.14,44.792,44.7475,41.7827,39.9306,40.1093,-2.6403,2.4357,51.28,39.78,54.18,32.7,0.0,-5.3525,98.0159,71.577,,,,,1954350.0,73.779,1.2895,75.0,4.0,8.0,94.25210529,7.53119714,,,,45.7143,70.8333,-28.7083,65.1,64.9226,96.9038,46.3741,neutral,0.25,0.35,0.25,0.15,,,
002409.SZ,雅克科技,半导体,深交所,150.16,1.5143,146.44,151.6,143.85,31776006.0,4693928728.0,10.2038,141.532,129.705,122.6275,100.7747,94.2258,78.5627,5.8521,4.7015,150.16,104.99,150.16,77.23,0.0,0.0,99.6032,87.1294,,,,,6417752.82,77.2547,5.638,100.0,7.0,32.0,81.80831856,10.16630475,,,,88.9256,99.8347,-51.0826,78.4,67.7883,96.9038,46.152,neutral,0.25,0.35,0.25,0.15,,,
