ts_code,name,industry,market,close,pct_chg,open,high,low,volume,amount,turnover_rate,ma5,ma10,ma20,ma60,ma120,ma250,ma20_slope,ma60_slope,high_20d,low_20d,high_60d,low_60d,close_vs_20d_high,close_vs_60d_high,price_percentile_1y,volatility_20d,main_net_inflow_1d,main_net_inflow_3d,main_net_inflow_5d,main_net_inflow_10d,northbound_flow,rsi_14,macd_hist,trend_strength_score,price_above_ma20_days,price_above_ma60_days,pe_ttm,pb,roe,net_profit_yoy,debt_ratio,pe_percentile_5y,pb_percentile_5y,value_score,growth_score,capital_score,sector_score,final_score,score_market_regime,score_weight_value,score_weight_growth,score_weight_capital,score_weight_sector,future_return_10,future_return_20,future_return_30,future_return_60
002975.SZ,博杰股份,自动化设备,深交所,77.96,1.6163,75.54,77.96,75.3,3622100.0,278777595.0,14.182,78.202,79.415,78.544,74.0243,63.1627,47.4594,1.8854,2.617,82.25,73.36,83.0,54.95,-5.2158,-6.0723,93.254,49.6438,,,,,6738516.96,41.2822,-0.9746,75.0,0.0,141.0,139.58339962,13.81214531,2.84,419.12,27.36,89.0147,99.9174,21.8637,83.3353,80.1931,61.5184,63.9093,neutral,0.25,0.35,0.25,0.15,,6.5033,,
002409.SZ,雅克科技,半导体,深交所,92.68,6.6268,86.12,92.69,86.0,25157024.0,2258330364.0,12.7949,88.85,85.3,79.148,75.768,69.2914,62.8394,5.8355,1.4564,92.68,69.95,92.68,66.89,0.0,0.0,99.6032,50.5079,,,,,6417752.82,77.3416,2.8762,100.0,17.0,9.0,85.58081427,10.6351121,,,,92.3967,99.9174,0.5941,74.225,79.4599,65.5606,55.8263,neutral,0.25,0.35,0.25,0.15,,-1.435,,
600338.SH,西藏珠峰,工业金属,上交所,19.22,1.2645,18.94,19.94,18.86,91218029.0,1771676990.0,10.3712,18.348,17.01,15.664,14.8055,13.7101,11.8903,8.3264,2.9542,19.22,13.46,19.22,12.96,0.0,0.0,99.6032,40.8876,,,,,-309580.04,90.5473,0.9229,100.0,17.0,17.0,26.31800831,3.29700376,,,,4.9587,41.8182,12.7787,74.225,74.3584,52.6065,55.654,neutral,0.25,0.35,0.25,0.15,,-6.2435,,
002957.SZ,科瑞技术,自动化设备,深交所,24.01,2.7825,23.66,24.28,23.2,25018047.0,598074421.0,12.9107,23.06,22.815,21.9185,21.0503,19.6178,17.7552,4.1135,1.292,24.01,18.95,24.01,18.85,0.0,0.0,99.6032,49.435,,,,,7019539.08,63.2417,0.2501,100.0,17.0,16.0,85.13682192,7.67100774,,,,79.6694,99.4215,1.8303,74.225,79.5456,61.5184,55.5505,neutral,0.25,0.35,0.25,0.15,,31.1953,,
300505.SZ,川金诺,农化制品,创业板,27.82,4.902,26.52,29.92,26.26,55031459.0,1549156923.0,22.1972,26.27,25.038,23.702,22.932,21.9021,19.3162,5.223,1.6279,27.82,21.67,27.82,20.76,0.0,0.0,99.6032,47.0391,,,,,0.0,80.2863,0.9467,100.0,16.0,9.0,16.24061091,2.32571955,,,,26.6798,51.0744,10.1012,74.225,79.7903,47.2528,55.5395,neutral,0.25,0.35,0.25,0.15,,0.683,,
002842.SZ,翔鹭钨业,小金属,深交所,19.14,10.0,17.38,19.14,17.38,61799639.0,1130541632.0,19.7653,17.052,16.139,14.9445,12.5948,11.6037,9.4522,9.8093,4.5735,19.14,12.06,19.14,10.44,0.0,0.0,99.6032,85.8543,,,,,,75.5556,0.6054,100.0,28.0,31.0,43.584804,11.52191768,,,,8.2164,99.5041,8.577,74.225,76.6811,51.4557,55.0116,neutral,0.25,0.35,0.25,0.15,,101.2017,,
003043.SZ,华亚智能,半导体,深交所,53.69,2.1305,51.01,54.03,51.01,4069500.0,216094168.0,12.9866,50.974,49.436,47.7305,48.5675,48.5183,47.8945,1.9207,0.3281,53.69,45.54,53.69,45.54,0.0,0.0,89.2857,24.9222,,,,,0.0,91.0675,1.5582,100.0,9.0,7.0,156.12614663,6.64875328,,,,99.8347,88.843,0.6387,73.1714,77.3602,65.5606,54.9438,neutral,0.25,0.35,0.25,0.15,,-2.2164,,
301566.SZ,达利凯普,元件,深交所,22.45,3.5517,21.64,22.85,21.25,26835720.0,592597219.0,23.8573,21.936,21.142,20.3685,19.0075,18.3255,17.2387,3.375,2.4571,22.87,19.0,22.87,16.58,-1.8365,-1.8365,99.2063,52.0259,,,,,-765948.67,66.539,0.3777,100.0,15.0,28.0,99.86279087,10.59575302,,,,99.3322,99.6661,-0.0444,74.225,78.9291,60.6597,54.7989,neutral,0.25,0.35,0.25,0.15,,1.6481,,
688372.SH,伟测科技,半导体,科创板,131.51,5.6136,126.0,132.66,126.0,5624280.0,732297626.0,8.1265,123.87,117.578,110.597,99.9573,86.5767,78.7333,5.4766,3.9594,131.51,97.06,131.51,80.97,0.0,0.0,99.6032,47.1557,,,,,9358799.18,80.1196,3.5511,100.0,33.0,37.0,82.87613635,6.90800096,,,,92.7928,92.1171,1.0832,74.225,74.5426,65.5606,54.7193,neutral,0.25,0.35,0.25,0.15,,-5.414,,
002119.SZ,康强电子,半导体,深交所,19.86,10.0277,17.9,19.86,17.85,51765770.0,985314304.0,21.0827,18.688,17.884,17.166,17.3907,17.2448,16.98,3.7816,0.3655,19.86,15.85,21.08,15.71,0.0,-5.7875,98.8095,44.347,,,,,,78.8497,0.5815,100.0,17.0,7.0,108.84660426,8.9770486,,,,99.6694,99.6694,-0.0764,73.2518,76.8468,65.5606,54.6648,neutral,0.25,0.35,0.25,0.15,,15.6596,,
