ts_code,name,industry,market,close,pct_chg,open,high,low,volume,amount,turnover_rate,ma5,ma10,ma20,ma60,ma120,ma250,ma20_slope,ma60_slope,high_20d,low_20d,high_60d,low_60d,close_vs_20d_high,close_vs_60d_high,price_percentile_1y,volatility_20d,main_net_inflow_1d,main_net_inflow_3d,main_net_inflow_5d,main_net_inflow_10d,northbound_flow,rsi_14,macd_hist,trend_strength_score,price_above_ma20_days,price_above_ma60_days,pe_ttm,pb,roe,net_profit_yoy,debt_ratio,pe_percentile_5y,pb_percentile_5y,value_score,growth_score,capital_score,sector_score,final_score,score_market_regime,score_weight_value,score_weight_growth,score_weight_capital,score_weight_sector,future_return_10,future_return_20,future_return_30,future_return_60
300042.SZ,朗科科技,计算机设备,创业板,37.07,5.0142,35.8,38.38,35.8,35980329.0,1334957357.0,12.3594,35.374,33.434,30.9255,28.8753,28.2644,26.3759,8.167,1.46,37.07,26.97,37.07,25.13,0.0,0.0,98.8095,40.7407,4517000.0,-293000000.0,-235000000.0,-18754400.0,19291809.99,84.6154,1.3864,100.0,20.0,12.0,117.65855978,12.6182366,7.47,744.43,34.18,80.1948,99.3388,31.8297,98.0907,84.2905,47.3767,70.4683,neutral,0.25,0.35,0.25,0.15,,4.532,,
000506.SZ,招金黄金,贵金属,深交所,25.67,-9.993,25.67,25.67,25.67,30252900.0,776591943.0,4.1636,25.024,21.697,17.788,14.3408,12.6665,9.8304,19.7361,8.1388,28.52,13.22,28.52,11.48,-9.993,-9.993,98.8095,87.6015,-14971199.999999998,-92952200.0,-190000000.0,-402000000.0,0.0,82.6063,2.2575,100.0,36.0,39.0,31.67030604,12.44480631,23.6,6136.21,37.09,34.4615,77.0248,38.4556,97.5812,67.877,57.2407,69.3227,neutral,0.25,0.35,0.25,0.15,,-21.0362,,
300970.SZ,华绿生物,种植业,创业板,23.33,7.0183,21.99,23.53,21.51,11155462.0,254901433.0,4.8701,22.42,22.455,21.7585,19.0413,17.1347,15.2319,2.775,2.3838,23.33,19.54,23.33,16.28,0.0,0.0,99.6032,49.2197,-777000.0,-11686099.999999998,-25632400.0,-48047500.0,,70.7174,-0.1737,100.0,29.0,31.0,13.45050621,1.68523359,6.49,7014.32,29.72,5.2009,74.0496,41.3627,99.8473,61.9703,50.0,68.2798,neutral,0.25,0.35,0.25,0.15,,4.5435,,
002842.SZ,翔鹭钨业,小金属,深交所,26.12,-6.1782,25.55,28.9,25.06,69697011.0,1809399360.0,20.5752,26.706,24.123,20.373,14.8527,12.9093,10.2109,17.729,9.0638,28.84,14.31,28.84,10.69,-9.4313,-9.4313,98.4127,87.3737,-200000000.0,-171000000.0,-720000000.0,-735000000.0,,78.2534,1.3437,100.0,39.0,42.0,41.91466076,11.08040478,18.79,2917.13,62.44,8.2164,99.0083,28.2112,95.5961,79.6922,50.1126,67.9514,neutral,0.25,0.35,0.25,0.15,,58.4609,,
300223.SZ,北京君正,半导体,创业板,143.8,4.757,138.1,148.08,138.1,39169546.0,5619529193.0,14.8137,139.706,134.439,126.965,104.5363,92.5493,81.183,5.9976,4.187,147.5,115.13,147.5,77.4,-2.5085,-2.5085,99.2063,66.0253,-144000000.0,-768000000.0,-211000000.0,3705000000.0,-11637405.5,70.1903,2.1462,100.0,43.0,43.0,188.42893031,9.20695838,2.54,331.61,7.74,94.0496,99.5041,20.2551,93.9154,75.0654,64.4106,66.3621,neutral,0.25,0.35,0.25,0.15,,-17.0515,,
300139.SZ,晓程科技,贵金属,创业板,67.5,-20.0047,68.0,76.89,67.5,37124698.0,2577931870.0,7.2676,66.842,54.998,45.0425,33.2968,28.6466,23.3914,23.8929,11.919,84.38,31.66,84.38,23.44,-20.0047,-20.0047,98.8095,151.1642,-15095800.0,-25489300.0,-167000000.0,-63516200.0,,71.7465,7.1293,75.0,20.0,39.0,53.55156535,8.32899739,3.76,307.96,19.98,9.466,90.9091,34.2629,84.4276,76.1281,57.2407,65.7335,neutral,0.25,0.35,0.25,0.15,,9.6296,,
301662.SZ,宏工科技,电池,深交所,174.74,3.7402,167.99,175.97,163.9,1386438.0,237748131.0,5.382,173.588,168.122,157.1785,135.7148,129.9952,,9.4783,2.4879,179.2,134.98,179.2,110.07,-2.4888,-2.4888,97.9487,82.1457,21686600.0,37175400.0,25714000.0,64906700.0,,66.4814,1.9393,100.0,21.0,20.0,93.71297644,7.17372278,5.03,338.62,67.0,72.069,51.7241,17.2049,94.1445,78.9958,57.673,65.6517,neutral,0.25,0.35,0.25,0.15,,-8.0348,,
000807.SZ,云铝股份,工业金属,深交所,33.64,-9.0811,35.61,35.74,33.3,130027710.0,4425534907.0,2.4398,34.718,33.808,33.5985,29.007,24.4341,20.0509,2.965,3.3307,37.0,32.46,37.0,22.95,-9.0811,-9.0811,97.619,57.1354,183000000.0,-243000000.00000003,-583000000.0,-1540000000.0,-11791911.74,51.6556,-0.0396,100.0,45.0,123.0,9.25300985,2.25280905,10.64,269.45,17.74,10.0826,70.2479,47.9539,89.4106,51.9783,61.7817,65.544,neutral,0.25,0.35,0.25,0.15,,-0.1189,,
002155.SZ,湖南黄金,贵金属,深交所,37.0,9.9881,37.0,37.0,36.0,364409808.0,13414327743.0,3.4129,30.858,26.558,23.978,22.2857,21.5476,21.0128,11.4763,3.4706,37.0,21.07,37.0,19.95,0.0,0.0,99.6032,71.0457,5421500.0,-61712400.0,-569000000.0,352000000.0,-70682675.17,95.8022,3.1401,100.0,10.0,10.0,21.72809267,4.36752256,7.08,79.21,12.83,0.5785,86.4463,47.8872,86.2918,56.8857,57.2407,64.9815,neutral,0.25,0.35,0.25,0.15,,-0.027,,
002440.SZ,闰土股份,化学制品,深交所,12.59,6.4243,11.52,13.01,11.31,215109982.0,2631513913.0,6.6775,10.958,9.873,8.7955,7.9657,7.6314,7.4434,10.4615,3.803,12.59,7.48,12.59,6.99,0.0,0.0,99.6032,59.2241,-49870400.0,-166000000.0,-94411500.0,-104000000.0,-3482084.48,94.6869,0.8663,100.0,19.0,19.0,14.73930945,1.17237983,1.83,284.41,12.28,38.4298,90.1653,15.3561,95.4178,75.7856,56.5841,64.6693,neutral,0.25,0.35,0.25,0.15,,10.5639,,
