ts_code,name,industry,market,close,pct_chg,open,high,low,volume,amount,turnover_rate,ma5,ma10,ma20,ma60,ma120,ma250,ma20_slope,ma60_slope,high_20d,low_20d,high_60d,low_60d,close_vs_20d_high,close_vs_60d_high,price_percentile_1y,volatility_20d,main_net_inflow_1d,main_net_inflow_3d,main_net_inflow_5d,main_net_inflow_10d,northbound_flow,rsi_14,macd_hist,trend_strength_score,price_above_ma20_days,price_above_ma60_days,pe_ttm,pb,roe,net_profit_yoy,debt_ratio,pe_percentile_5y,pb_percentile_5y,value_score,growth_score,capital_score,sector_score,final_score,score_market_regime,score_weight_value,score_weight_growth,score_weight_capital,score_weight_sector,future_return_10,future_return_20,future_return_30,future_return_60
600338.SH,西藏珠峰,工业金属,上交所,15.12,-1.3699,14.71,15.36,14.62,63143219.0,945813248.0,10.3712,14.798,14.318,14.041,14.2188,13.219,11.6474,0.8294,1.2846,15.33,13.0,16.64,12.95,-1.3699,-9.1346,96.8254,40.6853,,,,,-309580.04,64.0777,0.3819,100.0,7.0,7.0,26.31800831,3.29700376,,,,4.9587,41.8182,12.7787,71.847,74.6713,50.0,54.509,neutral,0.25,0.35,0.25,0.15,,35.582,,
002201.SZ,九鼎新材,玻璃玻纤,深交所,11.94,6.512,10.4,12.33,10.1,205358045.0,2317616000.0,11.3113,11.442,10.001,9.057,8.494,8.3019,7.0427,10.6334,3.7731,12.45,7.79,12.45,7.72,-4.0964,-4.0964,99.2063,81.8261,,,,,-152422.08,76.105,0.8131,100.0,15.0,15.0,89.20157153,6.7585448,,,,17.8512,61.9008,10.2048,72.0353,75.6057,50.0,54.165,neutral,0.25,0.35,0.25,0.15,,22.2781,,
002842.SZ,翔鹭钨业,小金属,深交所,14.7,-1.1432,14.51,15.06,14.3,40589254.0,596782688.0,19.7653,14.358,13.75,12.68,11.6897,10.9839,9.0628,6.7655,2.8914,15.08,11.17,15.08,10.14,-2.5199,-2.5199,98.8095,65.2536,,,,,,72.3741,0.503,100.0,18.0,21.0,43.584804,11.52191768,,,,8.2164,99.5041,8.577,72.0353,76.7363,50.0,54.0407,neutral,0.25,0.35,0.25,0.15,,89.3878,,
002297.SZ,博云新材,航空装备Ⅱ,深交所,11.72,-4.9473,12.05,12.28,11.63,121887167.0,1447209895.0,18.0517,12.018,11.106,10.592,9.5257,9.162,8.0105,6.828,3.4106,12.39,9.76,12.39,8.42,-5.4076,-5.4076,98.4127,60.3742,,,,,0.0,69.2982,0.367,100.0,23.0,27.0,98.22814259,8.39755396,,,,11.525,99.8347,8.242,70.2793,79.1766,50.0,53.9524,neutral,0.25,0.35,0.25,0.15,,3.3276,,
300136.SZ,信维通信,消费电子,创业板,53.0,3.2132,52.92,56.53,51.88,186961815.0,10047448119.0,18.896,50.216,43.806,39.027,33.7527,29.3182,26.0943,13.7283,6.3484,53.0,31.02,53.0,25.8,0.0,0.0,99.6032,83.2761,,,,,7849624.93,87.1622,3.483,100.0,19.0,26.0,153.43955882,14.07732742,,,,99.7521,99.7521,-0.0898,74.225,81.6315,50.0,53.8642,neutral,0.25,0.35,0.25,0.15,,52.9811,,
920100.BJ,三协电机,电气机械和器材制造业,北交所,77.59,9.128,69.0,84.88,68.0,5719376.0,428854120.0,10.1372,70.848,67.683,66.1225,67.2177,,,4.3411,-0.434,77.59,57.89,77.59,57.89,0.0,0.0,82.8947,87.4739,,,,,,74.3857,2.8403,100.0,8.0,4.0,68.61552401,8.59223596,,,,20.0,17.3684,13.0076,70.3618,72.4836,50.0,53.4994,neutral,0.25,0.35,0.25,0.15,,-16.4583,,
002897.SZ,意华股份,通信设备,深交所,52.69,1.7771,51.48,53.84,51.08,15481999.0,815838244.0,11.016,50.498,48.812,47.624,46.9182,44.8567,43.0814,2.5473,0.3272,52.69,44.8,52.69,42.12,0.0,0.0,99.6032,38.1891,,,,,3658832.77,65.9718,1.2353,100.0,7.0,7.0,60.45164762,6.25093833,,,,74.0496,93.4711,2.763,72.8202,77.6264,50.0,53.0844,neutral,0.25,0.35,0.25,0.15,,-3.1695,,
000751.SZ,锌业股份,工业金属,深交所,4.07,-0.2451,4.0,4.11,3.98,45963124.0,185644944.0,15.6863,4.06,4.009,3.9685,3.9862,3.7374,3.3104,0.8257,1.1332,4.13,3.69,4.3,3.69,-1.4528,-5.3488,92.8571,37.4056,,,,,-1615170.81,56.5217,0.043,100.0,9.0,9.0,85.21203474,2.6147009,,,,55.3719,96.6942,4.3105,72.1982,76.9053,50.0,53.0733,neutral,0.25,0.35,0.25,0.15,,87.715,,
300446.SZ,航天智造,汽车零部件,创业板,24.56,-2.6941,24.79,25.78,24.36,62115005.0,1544490303.0,7.868,25.348,24.541,23.0605,20.566,19.0805,18.3345,6.3946,3.6349,26.36,20.29,26.36,16.81,-6.8285,-6.8285,97.619,78.1591,,,,,-4688386.16,58.0158,0.3271,100.0,19.0,50.0,16.80592152,2.31263732,,,,3.4513,7.7686,15.2195,70.2793,67.5034,50.0,52.7785,neutral,0.25,0.35,0.25,0.15,,-2.9723,,
300602.SZ,飞荣达,消费电子,创业板,34.01,0.8899,33.0,34.6,32.72,33625642.0,1144170272.0,8.989,33.866,31.94,29.982,30.4755,29.5143,24.636,5.1447,0.0963,34.31,27.02,36.84,26.52,-0.8744,-7.6819,94.8413,51.1818,,,,,13853123.91,72.6809,1.286,100.0,10.0,6.0,75.09704506,6.95170435,,,,63.8124,99.9174,3.2953,72.3738,76.0605,50.0,52.6698,neutral,0.25,0.35,0.25,0.15,,-1.8818,,
