ts_code,name,industry,market,close,pct_chg,open,high,low,volume,amount,turnover_rate,ma5,ma10,ma20,ma60,ma120,ma250,ma20_slope,ma60_slope,high_20d,low_20d,high_60d,low_60d,close_vs_20d_high,close_vs_60d_high,price_percentile_1y,volatility_20d,main_net_inflow_1d,main_net_inflow_3d,main_net_inflow_5d,main_net_inflow_10d,northbound_flow,rsi_14,macd_hist,trend_strength_score,price_above_ma20_days,price_above_ma60_days,pe_ttm,pb,roe,net_profit_yoy,debt_ratio,pe_percentile_5y,pb_percentile_5y,value_score,growth_score,capital_score,sector_score,final_score,score_market_regime,score_weight_value,score_weight_growth,score_weight_capital,score_weight_sector,future_return_10,future_return_30,future_return_60
605020.SH,永和股份,化学制品,上交所,34.46,1.0854,33.55,35.4,32.58,29001227.0,992331639.0,8.7478,34.828,34.244,32.723,28.2912,27.9381,26.9139,6.3039,1.6796,35.6,28.15,35.6,23.37,-3.2022,-3.2022,98.4127,48.866,148000000.0,204000000.0,-77600400.0,64959600.0,-1615189.8,63.8609,-0.0607,100.0,36.0,21.0,31.05234154,3.37329174,,,,26.0833,47.6667,-16.0458,75.3,69.9074,50.0,47.3204,neutral,0.25,0.35,0.25,0.15,,,
300566.SZ,激智科技,光学光电子,创业板,26.96,0.0,26.5,27.99,26.0,31747000.0,859235842.0,11.6653,25.358,24.4,22.6355,20.0997,19.7041,19.2597,6.7133,2.3535,26.96,19.89,26.96,17.3,0.0,0.0,99.2063,69.2056,23416000.0,-49280200.00000001,-231999999.99999997,-3783300.0,0.0,76.8006,0.8302,100.0,36.0,23.0,40.52437568,3.67216428,,,,61.4876,78.7603,-36.2107,80.0,72.8362,50.0,44.6564,neutral,0.25,0.35,0.25,0.15,,,
600750.SH,华润江中,中药Ⅱ,上交所,25.92,1.6072,25.77,26.5,25.6,3859340.0,100846302.0,0.7372,25.886,24.835,24.003,25.3017,24.7021,23.3256,1.9755,0.3112,26.1,22.52,27.69,22.52,-0.6897,-6.3922,90.873,33.6175,12801300.000000002,31575500.0,34050000.0,35705300.0,-1939669.8,78.9116,0.7917,100.0,8.0,5.0,16.13107663,3.40035726,,,,17.686,49.8347,-13.6488,77.4,53.174,50.0,44.4713,neutral,0.25,0.35,0.25,0.15,,,
601838.SH,成都银行,银行Ⅱ,上交所,19.04,1.1152,18.9,19.32,18.89,26926527.0,514597146.0,0.5887,19.084,18.763,18.756,17.9622,17.1321,17.8508,0.0774,1.0615,19.31,18.34,19.31,16.64,-1.3982,-1.3982,80.9524,18.9045,-94237900.00000001,-123000000.0,-206999999.99999997,-10440600.0,49853157.07,61.9926,0.0068,100.0,5.0,66.0,5.67510151,0.8284542,,,,56.1157,23.0579,-20.405,76.0,61.8821,50.0,44.4693,neutral,0.25,0.35,0.25,0.15,,,
688690.SH,纳微科技,化学制药,科创板,42.03,0.9124,41.45,44.5,41.07,22158620.0,949734962.0,5.2651,40.566,39.533,37.409,31.5373,29.3143,27.6898,5.0062,4.0813,42.03,34.31,42.03,22.81,0.0,0.0,99.6032,68.5422,43217000.0,49043200.0,117000000.0,111000000.00000001,-7758163.73,66.1603,0.5758,100.0,44.0,38.0,104.82703562,8.96925739,,,,53.3058,57.0248,-27.9132,80.0,59.2317,50.0,43.3296,neutral,0.25,0.35,0.25,0.15,,,
002823.SZ,凯中精密,电机Ⅱ,深交所,20.0,-4.0767,20.3,21.35,19.6,33292078.0,675213979.0,4.7749,19.508,18.765,17.705,16.3125,16.231,15.9387,4.405,1.7898,20.85,16.08,20.85,14.29,-4.0767,-4.0767,99.2063,59.5213,-4739400.0,-50159100.0,-135000000.0,-274000000.0,,69.6388,0.5715,100.0,11.0,26.0,21.3937255,2.40350561,,,,1.3321,49.9174,-7.9456,76.5,43.1056,50.0,43.065,neutral,0.25,0.35,0.25,0.15,,,
603032.SH,德新科技,电池,上交所,25.25,4.5116,23.97,26.44,23.33,23617453.0,588921542.0,7.0666,24.834,24.764,24.113,21.3047,20.2265,19.9073,1.1154,2.8292,27.69,22.35,27.69,16.83,-8.8118,-8.8118,98.0159,81.9932,16445700.0,-32817399.999999996,-34690300.0,-28043600.0,-1685731.32,59.5537,-0.0712,100.0,8.0,36.0,89.40241414,5.2544127,,,,51.8571,58.4298,-27.7574,75.9,62.5209,50.0,42.7559,neutral,0.25,0.35,0.25,0.15,,,
605566.SH,福莱蒽特,化学制品,上交所,43.01,7.364,39.66,43.07,39.11,11156386.0,464061562.0,6.5518,41.564,40.468,38.2095,32.5758,31.6109,28.1866,6.325,3.6193,43.01,34.8,43.01,24.31,0.0,0.0,99.6032,70.863,-27770800.0,-47180200.00000001,-14046500.0,17577200.0,,64.9952,0.4308,100.0,21.0,41.0,103.97213201,2.87414431,,,,52.7851,94.7834,-37.1706,80.0,65.0325,50.0,42.4655,neutral,0.25,0.35,0.25,0.15,,,
300319.SZ,麦捷科技,元件,创业板,22.28,14.4325,19.45,23.36,19.44,269255989.0,5888923639.0,21.1371,18.302,16.549,15.06,13.2787,12.8753,12.3138,10.0395,2.8238,22.28,13.13,22.28,10.9,0.0,0.0,99.6032,78.0503,-304000000.0,-288000000.0,23997000.0,47555000.0,3325151.79,86.3599,1.4271,100.0,37.0,23.0,91.7274819,5.60298135,,,,96.0331,99.7521,-53.5496,80.0,81.3825,50.0,42.4582,neutral,0.25,0.35,0.25,0.15,,,
605186.SH,健麾信息,自动化设备,上交所,28.89,2.157,28.27,28.89,27.45,7163583.0,201983176.0,7.5699,27.91,26.984,25.8985,21.9095,21.4902,21.3311,8.1425,2.7216,28.89,22.39,28.89,18.25,0.0,0.0,99.6032,53.1958,-25936600.0,-73483300.0,-57802400.0,-44289200.0,-962289.51,66.1745,0.3539,100.0,35.0,20.0,155.00879995,4.31105155,,,,80.2479,50.0,-35.5868,80.0,63.1472,50.0,42.3901,neutral,0.25,0.35,0.25,0.15,,,
