ts_code,name,industry,market,close,pct_chg,open,high,low,volume,amount,turnover_rate,ma5,ma10,ma20,ma60,ma120,ma250,ma20_slope,ma60_slope,high_20d,low_20d,high_60d,low_60d,close_vs_20d_high,close_vs_60d_high,price_percentile_1y,volatility_20d,main_net_inflow_1d,main_net_inflow_3d,main_net_inflow_5d,main_net_inflow_10d,northbound_flow,rsi_14,macd_hist,trend_strength_score,price_above_ma20_days,price_above_ma60_days,pe_ttm,pb,roe,net_profit_yoy,debt_ratio,pe_percentile_5y,pb_percentile_5y,value_score,growth_score,capital_score,sector_score,final_score,score_market_regime,score_weight_value,score_weight_growth,score_weight_capital,score_weight_sector,future_return_10,future_return_30,future_return_60
600900.SH,长江电力,电力,上交所,28.28,1.3984,27.77,28.29,27.67,149424523.0,4191923900.0,0.4637,27.8,27.795,27.4115,27.0723,27.0033,27.8498,0.7313,0.1399,28.28,26.56,28.28,26.38,0.0,0.0,76.1905,13.9677,-730000000.0,,,,174509694.9,81.5686,0.1097,100.0,14.0,14.0,18.03769203,2.85583211,3.01,30.5,57.33,10.4132,31.405,-4.7686,78.6636,53.1,50.0,47.1151,neutral,0.25,0.35,0.25,0.15,,,
300221.SZ,银禧科技,塑料,创业板,15.33,-4.9007,16.18,16.76,15.29,68382065.0,1079692511.0,9.9565,15.888,15.068,14.087,11.8113,11.3259,10.0435,7.4646,3.8085,16.95,11.67,16.95,9.27,-9.5575,-9.5575,98.4127,102.7409,-77042900.0,,,,0.0,60.7183,0.282,100.0,42.0,39.0,62.56301441,5.45214191,2.59,114.45,36.72,51.9174,99.5041,-33.4108,87.3,62.8487,50.0,45.4145,neutral,0.25,0.35,0.25,0.15,,,
600573.SH,惠泉啤酒,非白酒,上交所,13.59,2.1037,12.91,13.8,12.83,41327018.0,553721498.0,6.031,12.85,12.851,12.67,12.6572,12.3943,12.2435,-1.7144,0.3276,13.59,11.8,14.05,10.9,0.0,-3.274,95.2381,67.3596,-37037500.0,,,,,61.563,0.1588,75.0,3.0,3.0,29.61002002,1.77550364,,,,0.0,3.8843,4.0289,64.9,53.56,50.0,44.6122,neutral,0.25,0.35,0.25,0.15,,,
002125.SZ,湘潭电化,电池,深交所,18.06,-1.4192,18.37,19.1,17.86,86022536.0,1580030091.0,10.5769,17.614,16.809,15.6005,14.5245,14.4415,14.149,4.6768,1.4541,18.78,14.03,18.78,12.44,-3.8339,-3.8339,98.8095,72.7647,11215100.0,,,,-5760647.04,70.607,0.659,100.0,12.0,12.0,37.16319855,2.9208334,2.71,88.78,35.06,72.1488,51.9835,-27.157,85.7909,51.8782,50.0,43.7071,neutral,0.25,0.35,0.25,0.15,,,
601838.SH,成都银行,银行Ⅱ,上交所,20.07,1.5688,19.64,20.14,19.54,32573966.0,651097802.0,0.5887,19.578,19.331,18.931,18.1628,17.2464,17.859,0.933,1.1172,20.07,18.34,20.07,16.64,0.0,0.0,91.6667,21.5268,-94237900.00000001,,,,49853157.07,78.1759,0.1877,100.0,10.0,71.0,5.67510151,0.8284542,,,,56.1157,23.0579,-20.405,79.0,53.3042,50.0,43.3748,neutral,0.25,0.35,0.25,0.15,,,
605020.SH,永和股份,化学制品,上交所,33.69,1.2928,33.6,34.44,32.9,22090344.0,742409048.0,8.7478,32.864,33.846,33.4905,28.6305,28.2221,27.1584,2.3454,1.1994,35.6,31.43,35.6,23.37,-5.3652,-5.3652,96.0317,45.4945,148000000.0,,,,-1615189.8,52.735,-0.7115,100.0,1.0,26.0,31.05234154,3.37329174,,,,26.0833,47.6667,-16.0458,72.5,57.0544,50.0,43.1272,neutral,0.25,0.35,0.25,0.15,,,
300558.SZ,贝达药业,化学制药,创业板,53.86,2.0076,52.33,53.86,51.15,21443998.0,1120126279.0,6.1341,51.466,50.164,49.7075,47.4588,47.2278,54.4232,-0.0784,1.3497,53.86,47.8,53.86,40.3,0.0,0.0,54.3651,50.7006,103000000.0,,,,6833530.79,64.5963,0.668,75.0,4.0,34.0,56.21142093,3.64953258,,,,36.8595,28.0165,-14.905,64.8,64.3525,50.0,42.5419,neutral,0.25,0.35,0.25,0.15,,,
300566.SZ,激智科技,光学光电子,创业板,32.26,11.2414,30.0,33.37,28.81,48253697.0,1484847841.0,11.6653,28.168,26.763,24.5825,20.7373,20.0971,19.4675,8.6015,3.1725,32.26,19.89,32.26,17.3,0.0,0.0,99.6032,79.6574,23416000.0,,,,0.0,76.143,1.1761,100.0,41.0,28.0,40.52437568,3.67216428,,,,61.4876,78.7603,-36.2107,80.0,63.6287,50.0,42.3545,neutral,0.25,0.35,0.25,0.15,,,
002948.SZ,青岛银行,银行Ⅱ,深交所,5.99,1.6978,5.84,6.0,5.76,43106883.0,255195278.0,1.0162,5.786,5.654,5.6305,5.481,5.1833,5.0937,0.1245,0.7444,5.99,5.39,6.08,4.87,0.0,-1.4803,98.8095,29.7444,-26077500.0,,,,11042643.7,63.4328,0.078,100.0,4.0,5.0,5.73082473,0.73458984,,,,31.5702,70.9091,-23.7768,77.8,53.5373,50.0,42.1701,neutral,0.25,0.35,0.25,0.15,,,
600674.SH,川投能源,电力,上交所,15.6,0.5803,15.5,15.75,15.43,50264494.0,784429579.0,0.4831,15.264,15.368,15.232,15.1515,14.749,15.0196,0.046,-0.3224,15.74,14.8,15.74,14.41,-0.8895,-0.8895,78.5714,27.0707,-29945600.0,,,,-15570740.63,62.069,0.0333,100.0,2.0,2.0,14.71214985,1.49977422,,,,3.719,0.3306,3.6157,72.9,30.735,50.0,41.6027,neutral,0.25,0.35,0.25,0.15,,,
