ts_code,name,industry,market,close,pct_chg,open,high,low,volume,amount,turnover_rate,ma5,ma10,ma20,ma60,ma120,ma250,ma20_slope,ma60_slope,high_20d,low_20d,high_60d,low_60d,close_vs_20d_high,close_vs_60d_high,price_percentile_1y,volatility_20d,main_net_inflow_1d,main_net_inflow_3d,main_net_inflow_5d,main_net_inflow_10d,northbound_flow,rsi_14,macd_hist,trend_strength_score,price_above_ma20_days,price_above_ma60_days,pe_ttm,pb,roe,net_profit_yoy,debt_ratio,pe_percentile_5y,pb_percentile_5y,value_score,growth_score,capital_score,sector_score,final_score,score_market_regime,score_weight_value,score_weight_growth,score_weight_capital,score_weight_sector,future_return_10,future_return_30,future_return_60,future_return_20
300970.SZ,华绿生物,种植业,创业板,29.45,-1.964,29.98,32.49,29.31,11141502.0,336138358.0,4.0151,29.12,26.321,25.3165,23.6765,20.4518,17.2368,4.4432,3.1671,30.7,22.11,30.7,19.54,-4.0717,-4.0717,98.8095,80.3932,-13527400.0,-11064300.0,-35208700.0,-37159700.0,,66.712,1.3196,100.0,5.0,11.0,14.96758975,1.8753112,6.49,7014.32,29.72,13.0024,81.6529,-4.8143,95.3,57.6697,50.0,54.0688,neutral,0.25,0.35,0.25,0.15,,,,21.9694
301536.SZ,星宸科技,半导体,深交所,72.81,8.0267,68.87,72.84,68.87,6956749.0,497019244.0,6.5396,68.856,69.048,72.336,71.1545,64.6931,62.1703,-3.3167,0.9575,79.5,67.02,83.76,62.07,-8.4151,-13.0731,92.0635,62.6619,89843900.0,242000000.0,382000000.0,1150000000.0,-1332209.39,39.3004,-0.7917,75.0,1.0,1.0,99.07672477,14.6716067,6.81,330.29,41.06,62.2222,99.4444,-29.8973,77.9551,83.5113,77.8828,52.3702,neutral,0.25,0.35,0.25,0.15,,,,25.3949
002437.SZ,誉衡药业,化学制药,深交所,3.71,-0.5362,3.77,3.81,3.64,173479146.0,643607577.0,3.3154,3.706,3.52,3.3975,3.3735,3.3008,3.1617,3.0014,1.5197,3.82,2.97,3.82,2.97,-2.8796,-2.8796,95.2381,54.8743,59123100.00000001,55551600.0,-27616200.0,-60802900.0,2405181.76,60.4027,0.1136,100.0,8.0,8.0,14.73651875,2.53989023,,,,1.4634,8.7603,2.2977,75.9,53.8814,74.7898,51.8282,neutral,0.25,0.35,0.25,0.15,,,,-9.7035
300975.SZ,商络电子,元件,创业板,20.05,10.896,19.0,20.2,18.42,65017114.0,1252412748.0,22.1731,18.1,18.136,17.85,15.8545,14.5235,13.0405,3.8153,2.9268,20.05,16.42,20.05,13.29,0.0,0.0,99.6032,83.0735,-47527000.0,-912000000.0,-728000000.0,-101000000.0,-5699200.81,55.9932,0.0277,100.0,2.0,60.0,52.63736832,10.36541051,10.1,600.35,72.67,41.405,99.0083,-29.2626,95.3026,64.8742,63.7845,51.8265,neutral,0.25,0.35,0.25,0.15,,,,18.005
603239.SH,浙江仙通,汽车零部件,上交所,25.63,-2.1382,26.47,26.54,24.81,13055800.0,333018915.0,1.4517,24.862,23.532,22.7305,23.2297,21.4708,18.3803,2.6926,1.5016,26.19,20.48,26.41,20.14,-2.1382,-2.9534,98.4127,59.9004,-2959200.0,5356799.999999999,7300.0,24020900.0,0.0,66.6286,0.9923,100.0,7.0,7.0,21.29413501,3.16147252,,,,16.0331,12.314,-3.6901,75.7,63.9544,67.193,51.64,neutral,0.25,0.35,0.25,0.15,,,,-1.9508
601002.SH,晋亿实业,通用设备,上交所,5.82,10.0189,5.39,5.82,5.34,56017578.0,318612148.0,1.4847,5.48,5.547,5.456,5.4527,5.3152,5.1768,0.2757,0.4668,6.03,4.87,6.03,4.87,-3.4826,-3.4826,98.4127,78.6205,-4613700.0,-6086000.0,-28682800.000000004,-44699500.0,0.0,54.1899,0.0329,100.0,1.0,1.0,17.44029585,1.01924445,,,,18.5596,19.0083,-6.2479,74.5,62.0868,77.2437,51.6213,neutral,0.25,0.35,0.25,0.15,,,,3.4364
600867.SH,通化东宝,生物制品,上交所,9.98,-0.1001,10.12,10.16,9.82,98677248.0,980602217.0,3.212,9.842,9.394,9.1125,8.894,8.8245,8.3897,2.6009,1.5026,9.99,8.11,9.99,8.11,-0.1001,-0.1001,99.2063,44.4877,24983800.0,39680100.0,-7748200.000000001,-39077200.0,-854105.16,66.782,0.2767,100.0,8.0,8.0,12.46371643,2.12903617,,,,17.4336,0.9091,-1.329,78.6,53.6085,72.6914,51.4836,neutral,0.25,0.35,0.25,0.15,,,,-7.8156
001325.SZ,元创股份,橡胶,深交所,59.99,1.7124,58.9,60.04,58.3,5026330.0,297311010.0,5.7102,58.522,56.351,55.7725,52.8235,,,2.7582,1.3715,59.99,52.92,59.99,49.87,0.0,0.0,97.1831,36.232,-1597900.0,-4658400.0,-6899500.0,-12294400.0,,72.2259,1.0187,100.0,8.0,12.0,19.46150279,1.68584351,,,,4.9587,4.9587,2.0248,78.6,62.7688,50.0,51.2084,neutral,0.25,0.35,0.25,0.15,,,,-11.0518
300142.SZ,沃森生物,生物制品,创业板,12.88,1.8182,12.8,12.97,12.7,55218002.0,708602785.0,4.0474,12.674,12.382,12.226,12.2202,11.9966,11.7058,2.391,1.0335,12.88,11.62,14.48,10.91,0.0,-11.0497,90.4762,39.5044,7329600.0,-3108700.0,-39848400.0,-128000000.0,-5736032.84,57.3892,0.1729,100.0,8.0,8.0,70.06922753,2.70282681,1.41,4082.41,29.79,24.1322,41.3223,-13.9267,96.1004,39.5516,72.6914,50.9451,neutral,0.25,0.35,0.25,0.15,,,,24.2236
688536.SH,思瑞浦,半导体,科创板,186.24,10.5282,174.7,186.6,173.0,7149147.0,1307504433.0,3.4359,171.432,177.909,178.2705,179.5482,169.4096,155.743,0.5837,0.5137,190.3,162.58,209.07,156.55,-2.1335,-10.9198,94.0476,70.3739,25740000.0,22267100.0,129000000.0,409000000.0,3230125.05,54.3483,-1.0681,100.0,1.0,1.0,182.2571249,7.53029205,,,,57.9602,62.9752,-31.0299,73.5,83.6921,77.8828,50.573,neutral,0.25,0.35,0.25,0.15,,,,52.921
