ts_code,name,industry,market,close,pct_chg,open,high,low,volume,amount,turnover_rate,ma5,ma10,ma20,ma60,ma120,ma250,ma20_slope,ma60_slope,high_20d,low_20d,high_60d,low_60d,close_vs_20d_high,close_vs_60d_high,price_percentile_1y,volatility_20d,main_net_inflow_1d,main_net_inflow_3d,main_net_inflow_5d,main_net_inflow_10d,northbound_flow,rsi_14,macd_hist,trend_strength_score,price_above_ma20_days,price_above_ma60_days,pe_ttm,pb,roe,net_profit_yoy,debt_ratio,pe_percentile_5y,pb_percentile_5y,value_score,growth_score,capital_score,sector_score,final_score,score_market_regime,score_weight_value,score_weight_growth,score_weight_capital,score_weight_sector,future_return_10,future_return_30,future_return_60,future_return_20
002297.SZ,博云新材,航空装备Ⅱ,深交所,24.71,4.8812,23.56,25.92,22.85,182877677.0,4583717378.0,38.3956,24.7,24.952,23.646,16.109,13.6638,10.9596,9.8384,6.608,26.15,18.99,26.15,10.17,-5.5067,-5.5067,96.8254,83.9112,,,,,0.0,57.9537,-0.8177,100.0,26.0,26.0,97.36779341,8.32400244,6.03,13362.43,32.32,10.943,99.9174,-10.238,95.3,65.7854,50.0,54.7418,neutral,0.25,0.35,0.25,0.15,,,,14.7713
601799.SH,星宇股份,汽车零部件,上交所,141.26,6.3304,131.1,146.0,131.1,10525864.0,1487131359.0,1.2033,134.422,135.293,130.8175,132.2772,130.2171,128.7547,0.9593,-0.9197,141.26,124.08,154.15,119.6,0.0,-8.362,91.6667,49.4899,,,,,52156889.33,65.0069,1.3258,100.0,5.0,2.0,19.45469021,2.78641866,,,,0.0826,0.0826,4.9504,73.8,54.4488,50.0,48.1798,neutral,0.25,0.35,0.25,0.15,,,,-19.2553
688712.SH,北芯生命,医疗器械,科创板,48.0,-2.2005,48.51,50.6,47.85,5836275.0,288253702.0,9.8502,47.676,46.271,43.8155,41.1653,,,3.5485,0.9115,49.2,39.86,49.2,35.83,-2.439,-2.439,92.4242,58.5187,,,,,,70.7363,1.0795,100.0,17.0,7.0,157.88192644,9.40425243,,,,13.6364,17.0455,-4.0341,77.3,57.22,50.0,47.8515,neutral,0.25,0.35,0.25,0.15,,,,-18.9583
605020.SH,永和股份,化学制品,上交所,32.8,-1.6197,33.33,34.18,32.73,29972261.0,1003969146.0,8.4251,32.192,30.577,28.708,27.4333,27.1214,26.3653,6.147,1.2724,33.34,26.4,33.34,23.37,-1.6197,-1.6197,99.2063,40.2483,,,,,-1615189.8,86.7718,1.1092,100.0,25.0,10.0,28.23084241,3.06678539,,,,21.2677,41.4512,-12.8065,80.0,57.8087,50.0,46.7506,neutral,0.25,0.35,0.25,0.15,,,,4.1768
301487.SZ,盟固利,电池,深交所,25.4,-0.4702,25.49,27.08,25.28,28190532.0,740392631.0,5.0164,25.288,25.284,24.568,23.0927,22.9428,22.9485,3.017,0.5399,25.74,22.78,25.74,19.55,-1.3209,-1.3209,83.7302,45.3194,,,,,-5774493.51,67.0573,-0.0253,100.0,26.0,21.0,143.01258061,5.19207773,,,,2.4123,23.088,-1.6163,80.0,46.5446,50.0,46.7321,neutral,0.25,0.35,0.25,0.15,,,,-12.6772
603195.SH,公牛集团,家居用品,上交所,43.9,1.2687,43.6,44.58,43.21,7473984.0,329977384.0,0.2792,43.228,43.451,42.826,42.4732,42.4407,46.5338,1.1574,-0.0059,44.85,41.05,44.85,40.93,-2.1182,-2.1182,50.7937,35.4675,,,,,4403120.4,64.9215,0.0586,100.0,13.0,13.0,17.11741908,3.99101782,,,,0.1653,0.1653,4.9008,72.4,50.064,50.0,46.5812,neutral,0.25,0.35,0.25,0.15,,,,-10.3645
688805.SH,健信超导,医疗器械,科创板,56.22,-2.0216,58.3,59.99,55.9,5873323.0,342123415.0,4.5673,55.37,54.774,54.024,49.2935,,,1.037,1.8534,57.38,49.95,57.38,42.41,-2.0216,-2.0216,92.6316,60.5566,,,,,,63.5071,0.241,100.0,4.0,32.0,94.12582043,6.25680058,,,,1.7094,24.7863,-1.7949,75.1,50.76,50.0,46.0263,neutral,0.25,0.35,0.25,0.15,,,,-13.7673
300657.SZ,弘信电子,元件,创业板,48.98,-5.0775,52.14,53.95,48.53,128691749.0,6598516696.0,12.5911,46.446,42.529,39.451,34.0063,31.6861,30.7213,8.4012,3.8192,52.08,34.81,52.08,27.83,-5.9524,-5.9524,98.8095,114.654,,,,,15866848.86,70.4623,2.5356,100.0,4.0,25.0,116.43183874,14.61597849,,,,15.7895,96.8595,-24.7412,75.1,70.1623,50.0,45.1403,neutral,0.25,0.35,0.25,0.15,,,,-2.9196
301589.SZ,诺瓦星云,计算机设备,深交所,179.52,-5.6102,189.96,191.5,179.0,1548500.0,288091823.0,2.8991,182.394,180.098,175.8965,172.4725,172.07,164.817,1.3246,0.0654,190.19,167.16,190.19,155.53,-5.6102,-5.6102,86.5079,36.9268,,,,,4677686.65,63.6123,1.916,100.0,14.0,12.0,23.59755836,3.57979827,2.51,-6.81,35.33,21.6169,8.0844,-6.3727,70.2429,56.7571,50.0,44.6811,neutral,0.25,0.35,0.25,0.15,,,,-12.695
300681.SZ,英搏尔,汽车零部件,创业板,33.25,-1.306,33.54,35.22,33.0,15737417.0,538408135.0,3.994,33.792,33.488,32.1205,26.4953,26.3632,28.112,4.9107,2.5255,34.38,29.77,34.38,20.43,-3.2868,-3.2868,95.6349,33.3725,,,,,-47042.82,63.7061,-0.2704,100.0,31.0,28.0,40.63804362,3.04806872,,,,13.5655,36.9421,-8.9835,73.3,54.107,50.0,44.4359,neutral,0.25,0.35,0.25,0.15,,,,-4.3609
603248.SH,锡华科技,风电设备,上交所,29.28,-9.6575,31.95,31.97,29.17,19117224.0,580071052.0,6.7431,31.118,30.331,28.3245,27.4468,,,3.7794,2.5916,32.41,24.82,34.12,22.35,-9.6575,-14.1852,78.125,78.1851,,,,,,62.8604,0.5366,100.0,12.0,12.0,53.60707354,4.49165225,,,,25.4237,7.6271,-5.8051,70.2,54.54,50.0,44.2537,neutral,0.25,0.35,0.25,0.15,,,,-20.4235
301246.SZ,宏源药业,化学制药,深交所,32.61,-5.2035,35.08,35.46,32.53,23097497.0,789373993.0,10.4561,32.876,32.312,29.47,24.4818,22.5166,18.9918,7.6707,3.9693,34.4,23.65,34.4,19.56,-5.2035,-5.2035,98.8095,80.8437,,,,,-360794.8,69.2468,0.2393,100.0,37.0,37.0,46.83498799,2.58659209,,,,18.3777,79.4677,-21.2991,75.3,61.4535,50.0,43.8936,neutral,0.25,0.35,0.25,0.15,,,,-15.2101
601975.SH,招商南油,航运港口,上交所,5.73,7.5047,5.33,5.86,5.33,612458335.0,3550180553.0,8.0298,5.152,5.045,4.783,4.6373,3.952,3.456,3.8766,2.664,5.73,4.27,5.73,3.54,0.0,0.0,99.6032,74.4064,,,,,5551071.22,70.6215,0.1673,100.0,12.0,14.0,14.95174265,1.82029274,,,,62.3967,64.4628,-32.9545,79.4,66.1482,50.0,43.5884,neutral,0.25,0.35,0.25,0.15,,,,-21.2914
300867.SZ,圣元环保,环境治理,创业板,22.5,-5.6999,23.75,23.84,22.39,9995801.0,231209244.0,2.7051,23.064,22.788,21.997,20.7697,20.6203,19.7036,3.2868,1.6079,23.86,20.57,23.86,18.85,-5.6999,-5.6999,92.0635,40.8751,,,,,0.0,60.2614,0.2048,100.0,21.0,23.0,17.37931721,1.28095777,,,,19.5868,34.876,-10.5744,73.3,52.1254,50.0,43.5428,neutral,0.25,0.35,0.25,0.15,,,,-12.5333
301026.SZ,浩通科技,小金属,深交所,33.85,0.0591,33.52,36.46,33.52,13961349.0,488561997.0,7.8401,32.424,32.205,31.5995,30.7465,30.1907,29.208,2.1035,0.045,33.85,29.77,36.81,25.5,0.0,-8.0413,94.4444,35.7284,,,,,,68.5835,0.3734,100.0,3.0,4.0,24.51452789,3.08890479,,,,22.7806,67.1692,-19.7655,76.4,55.72,50.0,43.2286,neutral,0.25,0.35,0.25,0.15,,,,-29.8375
