ts_code,name,industry,market,close,pct_chg,open,high,low,volume,amount,turnover_rate,ma5,ma10,ma20,ma60,ma120,ma250,ma20_slope,ma60_slope,high_20d,low_20d,high_60d,low_60d,close_vs_20d_high,close_vs_60d_high,price_percentile_1y,volatility_20d,main_net_inflow_1d,main_net_inflow_3d,main_net_inflow_5d,main_net_inflow_10d,northbound_flow,rsi_14,macd_hist,trend_strength_score,price_above_ma20_days,price_above_ma60_days,pe_ttm,pb,roe,net_profit_yoy,debt_ratio,pe_percentile_5y,pb_percentile_5y,value_score,growth_score,capital_score,sector_score,final_score,score_market_regime,score_weight_value,score_weight_growth,score_weight_capital,score_weight_sector,future_return_10,future_return_30,future_return_60
300558.SZ,贝达药业,化学制药,创业板,58.94,1.0111,58.91,60.75,58.71,25725790.0,1531194705.0,6.1341,56.314,54.273,51.921,48.9118,47.7048,54.2036,3.8067,2.4972,58.94,47.8,58.94,40.98,0.0,0.0,74.6032,62.666,,,,,6833530.79,78.92,1.6959,100.0,11.0,41.0,56.21142093,3.64953258,,,,36.8595,28.0165,-14.905,77.7,63.7547,50.0,46.9074,neutral,0.25,0.35,0.25,0.15,,,
301297.SZ,富乐德,半导体,深交所,54.74,4.227,52.5,56.4,52.12,31409832.0,1720875363.0,8.6082,51.728,48.048,45.3365,42.7545,40.3337,40.2416,1.114,3.5991,54.74,39.78,54.74,32.7,0.0,0.0,99.6032,70.0398,,,,,1954350.0,77.2048,2.2192,100.0,7.0,11.0,94.25210529,7.53119714,1.79,46.26,19.96,45.7143,70.8333,-26.8738,84.5871,64.6369,50.0,46.5463,neutral,0.25,0.35,0.25,0.15,,,
300390.SZ,天华新能,电池,创业板,98.83,12.781,86.8,99.39,85.43,83056739.0,7804003149.0,12.3547,91.802,92.728,88.241,85.5917,68.0834,47.6504,0.3417,4.1181,98.83,78.73,114.7,56.65,0.0,-13.8361,96.4286,78.7522,,,,,-7017425.81,67.8681,1.2363,100.0,1.0,63.0,62.69997683,6.65268667,8.19,1471.98,34.68,83.3024,73.6364,-29.4714,94.7122,51.133,50.0,46.0647,neutral,0.25,0.35,0.25,0.15,,,
002297.SZ,博云新材,航空装备Ⅱ,深交所,33.66,2.5594,31.7,34.33,30.2,140942656.0,4534248514.0,24.5928,30.364,26.348,23.6425,20.685,16.4343,12.4856,4.7426,8.6131,33.66,19.66,33.66,10.62,0.0,0.0,99.6032,89.9642,,,,,0.0,90.9987,2.5496,100.0,7.0,49.0,99.85983931,8.53704821,,,,12.1071,99.9174,-24.2168,78.4,65.2169,50.0,45.19,neutral,0.25,0.35,0.25,0.15,,,
605020.SH,永和股份,化学制品,上交所,39.18,9.9944,35.64,39.18,34.93,43994892.0,1662384224.0,8.7478,36.732,35.425,34.7165,29.8582,28.8506,27.5688,2.5099,3.3411,39.18,31.7,39.18,23.37,0.0,0.0,99.6032,76.564,,,,,-1615189.8,60.0467,0.4099,100.0,8.0,33.0,31.05234154,3.37329174,,,,26.0833,47.6667,-16.0458,78.6,56.1241,50.0,45.0296,neutral,0.25,0.35,0.25,0.15,,,
301099.SZ,雅创电子,其他电子Ⅱ,深交所,94.29,7.6001,87.09,95.0,87.09,11475043.0,1062761445.0,12.7812,92.022,84.033,78.041,63.6805,55.2801,49.5451,9.3279,6.0075,94.29,64.74,94.29,43.5,0.0,0.0,99.6032,120.3787,,,,,0.0,66.0578,2.7703,100.0,7.0,52.0,74.63368089,9.63548774,4.95,642.29,66.9,97.3897,97.2997,-51.3969,96.9612,63.7782,50.0,44.5317,neutral,0.25,0.35,0.25,0.15,,,
300821.SZ,东岳硅材,化学制品,创业板,19.4,2.2667,18.65,19.7,18.41,74252164.0,1414975071.0,6.1888,19.908,18.832,17.608,15.2758,14.0391,12.1038,7.2285,4.7701,20.9,14.88,20.9,11.0,-7.177,-7.177,98.4127,98.4371,,,,,-1191580.48,61.9855,0.3704,100.0,15.0,53.0,168.81200389,4.54145965,3.86,426.99,18.23,84.0994,91.4876,-35.9038,92.4223,53.92,50.0,44.3519,neutral,0.25,0.35,0.25,0.15,,,
000960.SZ,锡业股份,小金属,深交所,46.6,9.7762,42.03,46.69,40.81,155979193.0,6778038046.0,9.4795,43.626,40.767,40.0205,37.3655,36.9083,28.4863,3.3294,2.707,46.6,33.97,46.6,30.29,0.0,0.0,98.8095,101.4775,,,,,13773629.94,54.6553,1.4942,100.0,7.0,8.0,32.84770323,3.70069839,4.24,73.71,47.35,87.9339,99.6694,-45.7302,88.3281,67.9832,50.0,43.9781,neutral,0.25,0.35,0.25,0.15,,,
300592.SZ,华凯易佰,互联网电商,创业板,15.46,2.5199,14.8,15.69,14.69,32086158.0,492508666.0,9.1972,13.878,13.35,12.6155,13.0105,12.9437,12.0304,2.0754,1.3226,15.46,11.13,15.46,11.13,0.0,0.0,99.6032,87.8571,,,,,785373.25,73.7101,0.7482,100.0,3.0,3.0,26.79029375,2.60994421,,,,45.1996,70.0826,-28.3405,77.6,64.3192,50.0,43.6547,neutral,0.25,0.35,0.25,0.15,,,
300292.SZ,吴通控股,通信服务,创业板,6.35,-3.3486,6.36,6.51,6.09,139414300.0,872231821.0,12.4929,6.452,6.225,5.9575,5.5703,5.1602,4.9913,2.6447,2.6159,6.57,5.31,7.04,4.38,-3.3486,-9.8011,95.6349,79.8953,,,,,4804149.98,55.298,0.0929,100.0,7.0,52.0,68.94405787,5.79954003,,,,24.2815,98.595,-28.1473,73.7,68.4985,50.0,43.3828,neutral,0.25,0.35,0.25,0.15,,,
