ts_code,name,industry,market,close,pct_chg,open,high,low,volume,amount,turnover_rate,ma5,ma10,ma20,ma60,ma120,ma250,ma20_slope,ma60_slope,high_20d,low_20d,high_60d,low_60d,close_vs_20d_high,close_vs_60d_high,price_percentile_1y,volatility_20d,main_net_inflow_1d,main_net_inflow_3d,main_net_inflow_5d,main_net_inflow_10d,northbound_flow,rsi_14,macd_hist,trend_strength_score,price_above_ma20_days,price_above_ma60_days,pe_ttm,pb,roe,net_profit_yoy,debt_ratio,pe_percentile_5y,pb_percentile_5y,value_score,growth_score,capital_score,sector_score,final_score,score_market_regime,score_weight_value,score_weight_growth,score_weight_capital,score_weight_sector,future_return_10,future_return_20,future_return_30,future_return_60
300505.SZ,川金诺,农化制品,创业板,37.59,3.4682,36.4,39.36,35.6,82776737.0,3084392104.0,9.9854,36.27,35.458,33.6815,28.2337,25.0594,21.6991,6.6545,4.318,38.9,27.28,38.9,20.8,-3.3676,-3.3676,99.2063,115.0447,,,,,0.0,50.6558,0.2592,100.0,16.0,46.0,14.91484675,2.1358649,,,,18.8735,41.157,11.5084,72.0353,75.3318,50.0,54.4224,neutral,0.25,0.35,0.25,0.15,,,,
300042.SZ,朗科科技,计算机设备,创业板,50.9,11.6228,46.39,52.49,46.3,56076964.0,2828611415.0,18.0461,42.406,39.83,37.0945,32.0755,30.5439,27.7996,6.2195,4.13,50.9,31.6,50.9,25.13,0.0,0.0,99.6032,100.1293,,,,,19291809.99,78.9802,2.3045,100.0,9.0,38.0,125.37846248,13.44615392,,,,85.8766,99.9174,1.2102,73.1714,82.1686,50.0,53.9547,neutral,0.25,0.35,0.25,0.15,,,,
301555.SZ,惠柏新材,塑料,深交所,41.49,1.741,40.61,43.68,40.61,7678537.0,324519161.0,13.6183,40.908,39.363,38.178,35.6905,33.698,30.4362,4.6962,2.3105,41.49,34.88,41.49,29.9,0.0,0.0,99.6032,52.7493,,,,,,62.3022,0.7357,100.0,9.0,24.0,53.98671158,3.70764429,,,,35.969,92.5581,6.4233,73.1714,74.6928,50.0,53.389,neutral,0.25,0.35,0.25,0.15,,,,
601975.SH,-,航运港口,上交所,4.93,2.4948,4.8,5.14,4.7,624080336.0,3100333211.0,6.585,4.598,4.643,4.3395,3.6372,3.4139,3.1433,5.8931,3.6525,5.22,3.54,5.22,2.98,-5.5556,-5.5556,98.4127,92.5767,,,,,5551071.22,63.871,0.0105,100.0,16.0,43.0,11.96781118,1.45701544,,,,49.5041,25.7851,9.6514,72.0353,71.2311,50.0,52.933,neutral,0.25,0.35,0.25,0.15,,,,
300975.SZ,商络电子,元件,创业板,18.78,8.1174,17.67,19.44,17.5,102791226.0,1906765998.0,26.5224,17.222,16.349,15.831,14.4525,13.8651,12.6747,2.5822,2.6894,18.78,14.41,18.78,12.11,0.0,0.0,99.6032,52.1469,,,,,-5699200.81,72.6471,0.491,100.0,7.0,45.0,67.99759887,13.3901646,,,,53.8843,99.9174,4.2335,72.8202,75.2888,50.0,52.8676,neutral,0.25,0.35,0.25,0.15,,,,
600367.SH,红星发展,化学原料,上交所,28.64,6.8258,26.81,29.0,26.73,93153070.0,2607218429.0,13.2081,25.31,24.535,22.6415,19.7838,18.3854,16.5523,7.8706,4.1401,28.64,18.64,28.64,15.1,0.0,0.0,99.6032,75.9004,,,,,0.0,76.4023,0.8698,100.0,16.0,55.0,232.91246764,8.62378149,,,,96.2385,99.9174,0.231,74.225,77.3201,50.0,52.8665,neutral,0.25,0.35,0.25,0.15,,,,
688689.SH,-,半导体,科创板,36.49,-4.0747,37.8,39.41,36.42,6771832.0,253066912.0,15.9905,35.932,34.776,33.346,30.9032,29.0875,26.3672,3.4722,2.5894,38.04,30.91,38.04,25.42,-4.0747,-4.0747,98.8095,61.4823,,,,,,63.6661,0.7672,100.0,14.0,53.0,90.98776766,6.63718348,,,,99.9174,99.5041,-0.0887,71.8597,75.9079,50.0,51.6057,neutral,0.25,0.35,0.25,0.15,,,,
600667.SH,太极实业,工程咨询服务Ⅱ,上交所,11.59,2.9307,11.5,11.81,11.22,376611259.0,4351440155.0,19.0766,10.812,10.511,10.404,9.3603,8.8428,7.7228,2.6643,2.7141,11.59,9.44,11.59,7.44,0.0,0.0,99.6032,74.192,,,,,-6397408.9,57.1171,0.1185,100.0,6.0,38.0,132.88024523,6.98070661,,,,99.8967,99.9174,-0.1147,72.6446,74.4992,50.0,51.5217,neutral,0.25,0.35,0.25,0.15,,,,
300201.SZ,海伦哲,工程机械,创业板,11.25,4.0703,10.87,11.59,10.56,65088991.0,723669799.0,9.34,10.674,10.272,9.6085,7.986,6.7949,6.0691,6.9215,5.5511,11.25,8.17,11.25,5.26,0.0,0.0,99.6032,46.9166,,,,,,76.9821,0.2137,100.0,54.0,54.0,65.74073781,11.29105944,,,,95.9504,99.9174,0.2583,74.225,71.8209,50.0,51.4985,neutral,0.25,0.35,0.25,0.15,,,,
000823.SZ,超声电子,元件,深交所,15.49,-4.6182,16.05,16.11,15.47,31349741.0,491948639.0,22.5339,15.784,15.494,15.4635,14.5495,13.9251,12.6304,2.6043,0.3091,16.61,14.81,16.61,13.03,-6.7429,-6.7429,94.8413,46.7101,,,,,7374052.4,45.7195,0.0104,100.0,6.0,54.0,71.42074079,3.18491512,,,,99.6694,99.6694,-0.0764,66.9429,82.3048,50.0,51.4871,neutral,0.25,0.35,0.25,0.15,,,,
