ts_code,name,industry,market,close,pct_chg,open,high,low,volume,amount,turnover_rate,ma5,ma10,ma20,ma60,ma120,ma250,ma20_slope,ma60_slope,high_20d,low_20d,high_60d,low_60d,close_vs_20d_high,close_vs_60d_high,price_percentile_1y,volatility_20d,main_net_inflow_1d,main_net_inflow_3d,main_net_inflow_5d,main_net_inflow_10d,northbound_flow,rsi_14,macd_hist,trend_strength_score,price_above_ma20_days,price_above_ma60_days,pe_ttm,pb,roe,net_profit_yoy,debt_ratio,pe_percentile_5y,pb_percentile_5y,value_score,growth_score,capital_score,sector_score,final_score,score_market_regime,score_weight_value,score_weight_growth,score_weight_capital,score_weight_sector,future_return_10,future_return_30,future_return_60
600900.SH,长江电力,电力,上交所,27.63,0.4362,27.51,27.7,27.39,88253597.0,2433424842.0,0.4637,27.672,27.63,27.267,27.046,27.0022,27.877,0.5643,0.1537,27.96,26.56,27.96,26.38,-1.1803,-1.1803,43.254,13.2206,-730000000.0,,,,174509694.9,65.5319,0.0653,100.0,11.0,11.0,18.03769203,2.85583211,,,,10.4132,31.405,-6.4959,72.2,53.12,50.0,44.426,neutral,0.25,0.35,0.25,0.15,,,
688612.SH,威迈斯,汽车零部件,科创板,36.58,8.7073,33.67,37.99,32.28,14799081.0,527895964.0,2.4458,36.466,35.733,34.1995,31.9465,31.8815,32.6852,3.4405,2.1514,38.15,30.76,38.15,27.28,-4.1153,-4.1153,82.5397,77.8493,-7524800.0,,,,,59.1986,0.1906,100.0,1.0,42.0,20.96015698,3.28793176,,,,14.7727,24.0057,-6.1719,74.5,46.08,50.0,43.552,neutral,0.25,0.35,0.25,0.15,,,
002132.SZ,恒星科技,通用设备,深交所,5.7,-1.3841,5.74,5.79,5.52,108740838.0,617051912.0,10.5796,5.658,5.308,5.4375,4.6837,4.2047,3.9813,0.9656,3.191,6.25,4.84,6.25,3.55,-8.8,-8.8,97.2222,70.3369,87932800.0,,,,0.0,56.3559,0.0441,100.0,4.0,43.0,110.30947419,2.17683917,1.62,899.11,54.24,67.2727,83.8843,-51.1832,93.4333,63.3439,50.0,43.2418,neutral,0.25,0.35,0.25,0.15,,,
601838.SH,成都银行,银行Ⅱ,上交所,19.29,1.6869,18.91,19.32,18.9,23830733.0,457646744.0,0.5887,19.084,18.909,18.7695,18.0287,17.1668,17.8519,0.12,0.9774,19.31,18.34,19.31,16.64,-0.1036,-0.1036,84.5238,19.5304,-94237900.00000001,,,,49853157.07,61.3383,0.0253,100.0,7.0,68.0,5.67510151,0.8284542,,,,56.1157,23.0579,-20.405,78.4,53.4159,50.0,43.1927,neutral,0.25,0.35,0.25,0.15,,,
600563.SH,法拉电子,元件,上交所,166.57,6.5571,160.0,167.48,151.6,12982721.0,2086749170.0,7.3566,164.998,165.829,158.3735,135.0767,122.0633,117.9624,6.757,3.0654,176.77,130.87,176.77,114.49,-5.7702,-5.7702,97.2222,93.7487,-393000000.0,,,,30184452.98,51.7407,-2.0804,100.0,1.0,25.0,33.64014674,6.38674479,,,,64.7934,56.5289,-31.8099,74.5,67.3339,50.0,42.456,neutral,0.25,0.35,0.25,0.15,,,
300566.SZ,激智科技,光学光电子,创业板,26.63,2.6204,26.25,27.09,25.21,26609437.0,692958419.0,11.6653,26.338,25.034,23.214,20.289,19.8301,19.3282,6.9967,2.5085,26.96,19.89,26.96,17.3,-1.224,-1.224,98.8095,70.9815,23416000.0,,,,0.0,68.8123,0.6125,100.0,38.0,25.0,40.52437568,3.67216428,,,,61.4876,78.7603,-36.2107,80.0,63.7639,50.0,42.3883,neutral,0.25,0.35,0.25,0.15,,,
300221.SZ,银禧科技,塑料,创业板,16.93,19.9858,15.88,16.93,15.2,107769439.0,1739123122.0,9.9565,14.942,14.472,13.5055,11.5348,11.1638,9.9506,6.6575,3.0954,16.93,11.67,16.93,9.27,0.0,0.0,99.6032,101.9103,-77042900.0,,,,0.0,75.0,0.3866,100.0,39.0,36.0,62.56301441,5.45214191,,,,51.9174,99.5041,-38.0471,80.0,62.9839,50.0,41.7342,neutral,0.25,0.35,0.25,0.15,,,
000037.SZ,深南电A,电力,深交所,11.39,10.0483,10.44,11.39,10.11,38207900.0,419033132.0,7.6651,11.206,11.292,10.8575,10.767,9.9197,9.4923,-0.2206,0.8933,12.65,9.61,13.02,9.33,-9.9605,-12.5192,94.0476,85.5216,-29706900.0,,,,,61.0465,0.0468,75.0,1.0,1.0,31.08618072,3.40987867,,,,0.0,47.9339,-6.9835,62.0,55.52,50.0,41.3341,neutral,0.25,0.35,0.25,0.15,,,
603060.SH,国检集团,专业服务,上交所,7.25,-0.6849,7.22,7.32,7.08,24885366.0,178314279.0,2.8651,7.204,6.954,6.8955,6.6345,6.5428,6.6114,1.1738,0.472,7.3,6.25,7.3,5.94,-0.6849,-0.6849,96.0317,60.5334,-40748000.0,,,,-988651.82,57.6531,0.096,100.0,8.0,8.0,41.30621167,2.52284285,,,,79.0083,7.3554,-24.4918,78.6,49.4372,50.0,41.2464,neutral,0.25,0.35,0.25,0.15,,,
600750.SH,华润江中,中药Ⅱ,上交所,25.62,-1.3097,25.92,25.95,25.33,4294933.0,109609983.0,0.7372,25.822,25.376,24.196,25.304,24.7469,23.3491,1.9294,0.2006,26.1,22.52,27.69,22.52,-1.8391,-7.4756,87.3016,33.5517,12801300.000000002,,,,-1939669.8,73.2203,0.6188,100.0,10.0,7.0,16.13107663,3.40035726,,,,17.686,49.8347,-13.6488,75.8,41.9151,50.0,41.0966,neutral,0.25,0.35,0.25,0.15,,,
