ts_code,name,industry,market,close,pct_chg,open,high,low,volume,amount,turnover_rate,ma5,ma10,ma20,ma60,ma120,ma250,ma20_slope,ma60_slope,high_20d,low_20d,high_60d,low_60d,close_vs_20d_high,close_vs_60d_high,price_percentile_1y,volatility_20d,main_net_inflow_1d,main_net_inflow_3d,main_net_inflow_5d,main_net_inflow_10d,northbound_flow,rsi_14,macd_hist,trend_strength_score,price_above_ma20_days,price_above_ma60_days,pe_ttm,pb,roe,net_profit_yoy,debt_ratio,pe_percentile_5y,pb_percentile_5y,value_score,growth_score,capital_score,sector_score,final_score,score_market_regime,score_weight_value,score_weight_growth,score_weight_capital,score_weight_sector,future_return_10,future_return_30,future_return_60
600900.SH,长江电力,电力,上交所,27.69,0.2172,27.6,27.82,27.43,88750011.0,2457850309.0,0.4637,27.632,27.675,27.3015,27.0492,27.0007,27.8666,0.5636,0.1154,27.96,26.56,27.96,26.38,-0.9657,-0.9657,47.2222,13.1892,,,,,174509694.9,73.7327,0.0502,100.0,12.0,12.0,18.03769203,2.85583211,,,,10.4132,31.405,-6.4959,76.4,53.1,50.0,45.891,neutral,0.25,0.35,0.25,0.15,,,
600573.SH,惠泉啤酒,非白酒,上交所,13.01,9.9746,11.9,13.01,11.87,23020984.0,291603257.0,6.031,12.448,12.741,12.694,12.6277,12.4056,12.2366,-2.5787,0.2037,13.7,11.8,14.05,10.9,-5.0365,-7.4021,91.6667,66.515,,,,,,55.1261,-0.0511,75.0,1.0,1.0,29.61002002,1.77550364,,,,0.0,3.8843,4.0289,63.0,53.52,50.0,43.9372,neutral,0.25,0.35,0.25,0.15,,,
601838.SH,成都银行,银行Ⅱ,上交所,19.8,2.6439,19.22,19.85,19.16,36193178.0,711623829.0,0.5887,19.186,19.051,18.813,18.072,17.1917,17.8545,0.3226,0.9882,19.8,18.34,19.8,16.64,0.0,0.0,90.0794,21.4936,,,,,49853157.07,66.7732,0.1039,100.0,8.0,69.0,5.67510151,0.8284542,,,,56.1157,23.0579,-20.405,78.6,53.3326,50.0,43.2419,neutral,0.25,0.35,0.25,0.15,,,
601009.SH,南京银行,银行Ⅱ,上交所,11.65,1.6579,11.46,11.7,11.39,57402156.0,665614243.0,0.5331,11.328,11.169,11.0635,11.231,11.1448,11.324,0.095,0.1531,11.65,10.64,11.79,10.64,0.0,-1.1874,78.5714,21.9875,,,,,29056631.18,69.2308,0.169,100.0,4.0,3.0,5.84395244,0.69260733,,,,49.1736,19.6694,-17.1281,76.3,52.8371,50.0,43.1322,neutral,0.25,0.35,0.25,0.15,,,
600007.SH,中国国贸,房地产开发,上交所,22.76,1.6979,21.93,22.77,21.93,3685299.0,82671889.0,0.2958,21.94,21.691,21.4275,21.1975,20.5225,20.6785,0.1425,0.8109,22.76,20.95,22.76,19.5,0.0,0.0,99.6032,30.3929,,,,,31966.05,73.8786,0.2754,100.0,3.0,4.0,16.07356958,1.91278769,,,,37.8512,31.9835,-16.2438,77.6,47.448,50.0,42.461,neutral,0.25,0.35,0.25,0.15,,,
300566.SZ,激智科技,光学光电子,创业板,27.0,1.3894,26.11,27.55,25.69,29186251.0,781198634.0,11.6653,26.7,25.497,23.5425,20.3967,19.8983,19.364,7.2063,2.6506,27.0,19.89,27.0,17.3,0.0,0.0,99.6032,70.883,,,,,0.0,69.2366,0.5589,100.0,39.0,26.0,40.52437568,3.67216428,,,,61.4876,78.7603,-36.2107,80.0,63.763,50.0,42.3881,neutral,0.25,0.35,0.25,0.15,,,
002747.SZ,埃斯顿,自动化设备,深交所,35.8,-4.6096,39.66,39.9,35.31,194005819.0,7248661810.0,13.843,33.592,30.677,28.9905,23.7713,23.5894,23.0572,8.907,4.1742,37.53,23.74,37.53,19.41,-4.6096,-4.6096,99.2063,79.2394,,,,,-5224828.57,69.7222,1.4712,100.0,28.0,27.0,279.68105693,11.24489328,4.95,674.64,69.18,97.2323,93.6364,-48.5274,94.6913,53.8349,50.0,41.9688,neutral,0.25,0.35,0.25,0.15,,,
600285.SH,羚锐制药,中药Ⅱ,上交所,22.0,2.0882,21.54,22.05,21.38,8905778.0,194454778.0,0.9708,21.656,21.646,21.672,21.8463,21.6359,22.3224,-0.3082,0.0733,22.06,21.23,22.6,21.08,-0.272,-2.6549,38.0952,21.0155,,,,,2088810.22,56.3025,0.0584,75.0,1.0,1.0,14.22426308,3.07580504,,,,0.0,18.843,0.2892,61.5,51.2058,50.0,41.8988,neutral,0.25,0.35,0.25,0.15,,,
300221.SZ,银禧科技,塑料,创业板,16.95,0.1181,17.98,18.27,16.73,126721468.0,2198309989.0,9.9565,15.468,14.753,13.766,11.6398,11.2234,9.9834,7.5343,3.4836,16.95,11.67,16.95,9.27,0.0,0.0,99.6032,102.1267,,,,,0.0,79.2035,0.5254,100.0,40.0,37.0,62.56301441,5.45214191,,,,51.9174,99.5041,-38.0471,80.0,62.983,50.0,41.734,neutral,0.25,0.35,0.25,0.15,,,
603060.SH,国检集团,专业服务,上交所,7.49,3.3103,7.16,7.54,7.11,36329335.0,268522628.0,2.8651,7.294,7.078,6.926,6.6442,6.5528,6.6153,1.4278,0.5321,7.49,6.25,7.49,5.94,0.0,0.0,99.6032,61.2315,,,,,-988651.82,62.844,0.1186,100.0,9.0,9.0,41.30621167,2.52284285,,,,79.0083,7.3554,-24.4918,78.8,49.1556,50.0,41.246,neutral,0.25,0.35,0.25,0.15,,,
605186.SH,健麾信息,自动化设备,上交所,31.99,4.3379,30.0,32.7,29.63,12751900.0,402169048.0,7.5699,29.732,28.433,26.9645,22.351,21.737,21.4574,7.5762,3.137,31.99,24.62,31.99,18.25,0.0,0.0,99.6032,44.9997,,,,,-962289.51,90.1786,0.7154,100.0,38.0,23.0,155.00879995,4.31105155,,,,80.2479,50.0,-35.5868,80.0,57.4915,50.0,40.9762,neutral,0.25,0.35,0.25,0.15,,,
002886.SZ,沃特股份,塑料,深交所,28.7,2.5733,27.42,29.45,27.15,19498684.0,559062573.0,8.8859,28.034,28.591,28.3415,24.2012,23.33,21.879,3.1707,1.6685,31.59,25.19,31.59,19.84,-9.1485,-9.1485,96.8254,66.3707,,,,,,57.0904,-0.6213,100.0,1.0,26.0,115.92625785,4.46176699,,,,28.9256,90.3306,-27.7066,74.5,56.46,50.0,40.7634,neutral,0.25,0.35,0.25,0.15,,,
601825.SH,沪农商行,银行Ⅱ,上交所,8.93,1.7084,8.77,8.98,8.73,18582723.0,165451832.0,0.337,8.726,8.67,8.6535,8.8667,8.8277,9.0126,0.1273,0.1883,8.93,8.34,9.3,8.34,0.0,-3.9785,51.1905,20.4756,,,,,18783303.42,60.8696,0.0898,100.0,4.0,1.0,6.3000472,0.59030273,,,,53.2024,42.2716,-24.1887,75.1,51.942,50.0,40.7233,neutral,0.25,0.35,0.25,0.15,,,
