ts_code,name,industry,market,close,pct_chg,open,high,low,volume,amount,turnover_rate,ma5,ma10,ma20,ma60,ma120,ma250,ma20_slope,ma60_slope,high_20d,low_20d,high_60d,low_60d,close_vs_20d_high,close_vs_60d_high,price_percentile_1y,volatility_20d,main_net_inflow_1d,main_net_inflow_3d,main_net_inflow_5d,main_net_inflow_10d,northbound_flow,rsi_14,macd_hist,trend_strength_score,price_above_ma20_days,price_above_ma60_days,pe_ttm,pb,roe,net_profit_yoy,debt_ratio,pe_percentile_5y,pb_percentile_5y,value_score,growth_score,capital_score,sector_score,final_score,score_market_regime,score_weight_value,score_weight_growth,score_weight_capital,score_weight_sector,future_return_10,future_return_30,future_return_60
002437.SZ,誉衡药业,化学制药,深交所,3.73,0.2688,3.78,3.85,3.59,243865518.0,910078165.0,3.3154,3.66,3.46,3.38,3.3645,3.296,3.1567,2.8137,1.4269,3.82,2.97,3.82,2.97,-2.356,-2.356,96.4286,54.7329,59123100.00000001,55551600.0,-27616200.0,-60802900.0,2405181.76,62.5,0.1229,100.0,7.0,7.0,14.73651875,2.53989023,,,,1.4634,8.7603,2.2977,75.7,53.4472,73.5504,41.5661,high,0.4,0.25,0.2,0.15,,,
603239.SH,浙江仙通,汽车零部件,上交所,26.19,8.1338,24.8,26.3,24.8,12552200.0,323206450.0,2.0996,24.514,23.072,22.606,23.1495,21.4297,18.3347,2.4751,1.3462,26.19,20.48,26.41,20.14,0.0,-0.833,98.8095,60.1704,-2959200.0,5356799.999999999,7300.0,24020900.0,0.0,74.2077,0.9625,100.0,6.0,6.0,21.29413501,3.16147252,,,,16.0331,12.314,-3.6901,78.2,66.412,60.9216,40.4946,high,0.4,0.25,0.2,0.15,,,
605116.SH,奥锐特,化学制药,上交所,28.41,-0.4206,28.53,29.16,27.89,9871201.0,281274692.0,0.8116,29.604,27.649,26.7835,27.7788,25.2622,23.6117,4.3113,1.49,31.09,24.38,34.43,24.38,-8.6201,-17.4848,91.6667,61.2079,6881100.0,-7885000.0,-10878900.000000002,-41489300.0,1970804.87,56.7818,0.8753,100.0,7.0,5.0,20.49902115,2.98985375,,,,1.2397,1.2397,4.2562,72.7,47.7696,73.5504,40.464,high,0.4,0.25,0.2,0.15,,,
603076.SH,乐惠国际,专用设备,上交所,29.55,4.6759,28.68,30.45,28.17,9644094.0,283493341.0,3.4621,28.546,27.522,26.6735,25.6118,25.1397,26.2636,2.4702,1.5772,29.55,22.83,29.55,22.83,0.0,0.0,84.9206,65.5058,-12035200.0,-2928100.0,9589300.0,-7691200.0,,64.2433,0.6634,100.0,7.0,9.0,101.88733247,2.02814583,,,,17.1901,9.5868,-3.4132,78.4,64.0414,60.0086,40.0443,high,0.4,0.25,0.2,0.15,,,
001325.SZ,元创股份,橡胶,深交所,58.98,0.1698,58.88,60.5,58.02,5810856.0,343605302.0,5.7102,57.7,55.785,55.586,52.6502,,,2.9075,1.1783,58.98,52.92,58.98,49.59,0.0,0.0,97.1429,38.7679,-1597900.0,-4658400.0,-6899500.0,-12294400.0,,66.8928,0.8755,100.0,7.0,11.0,19.46150279,1.68584351,1.41,1.27,25.69,4.9587,4.9587,3.5841,72.0082,62.4604,50.0,39.4278,high,0.4,0.25,0.2,0.15,,,
301552.SZ,科力装备,汽车零部件,深交所,40.42,11.5342,39.49,41.06,38.59,5042751.0,202326592.0,4.7041,37.8,37.359,38.438,39.2875,38.7542,41.2046,-0.5742,0.014,41.19,35.03,41.24,35.03,-1.8694,-1.9884,62.3016,60.4884,2480600.0,890000.0,-2666600.0000000005,-5096600.0,,50.2331,0.2736,75.0,1.0,1.0,21.16563204,2.50821589,,,,9.4828,0.6466,1.5194,64.2,65.7574,60.9216,38.9475,high,0.4,0.25,0.2,0.15,,,
600867.SH,通化东宝,生物制品,上交所,9.99,0.9091,9.93,10.38,9.48,122298399.0,1211553953.0,1.2744,9.744,9.232,9.072,8.8673,8.8119,8.3805,2.4969,1.4182,9.99,8.11,9.99,8.11,0.0,0.0,99.6032,45.1174,24983800.0,39680100.0,-7748200.000000001,-39077200.0,-854105.16,67.4658,0.2833,100.0,7.0,7.0,12.46371643,2.12903617,,,,17.4336,0.9091,-1.329,78.4,46.6514,69.8345,38.8739,high,0.4,0.25,0.2,0.15,,,
000423.SZ,东阿阿胶,中药Ⅱ,深交所,55.32,-1.4079,56.14,56.4,54.98,6334440.0,352155112.0,1.1218,56.404,56.36,54.758,52.9373,50.5418,52.0945,1.8308,1.1722,57.5,52.07,57.5,48.95,-3.7913,-3.7913,79.7619,31.1382,8537600.0,-23562700.0,-108000000.0,-144000000.0,-895652.43,59.5827,0.0559,100.0,12.0,75.0,16.49037185,2.70293062,4.31,7.14,20.02,0.0,27.0248,12.8379,68.6227,42.9428,50.0,38.3794,high,0.4,0.25,0.2,0.15,,,
600713.SH,南京医药,医药商业,上交所,5.66,0.8913,5.58,5.74,5.45,52517411.0,295664606.0,0.8688,5.49,5.287,5.283,5.4248,5.2952,5.2046,0.7821,0.0799,5.66,4.84,5.69,4.84,0.0,-0.5272,98.8095,32.8965,30639699.999999996,28950400.0,18189900.0,24972600.000000004,3055650.72,61.0294,0.1337,100.0,5.0,3.0,10.93560742,0.92538586,,,,28.9256,14.7107,-8.8016,78.0,59.6131,62.1442,37.2236,high,0.4,0.25,0.2,0.15,,,
300142.SZ,沃森生物,生物制品,创业板,12.65,2.4291,12.45,12.7,12.2,39651014.0,497290264.0,4.0474,12.576,12.289,12.166,12.19,11.9853,11.7001,1.9013,0.9691,12.8,11.62,14.48,10.91,-1.1719,-12.6381,84.5238,39.9649,7329600.0,-3108700.0,-39848400.0,-128000000.0,-5736032.84,57.284,0.1499,100.0,7.0,7.0,70.06922753,2.70282681,1.41,4082.41,29.79,24.1322,41.3223,-13.2421,95.9938,39.444,69.8345,37.0656,high,0.4,0.25,0.2,0.15,,,
600502.SH,安徽建工,基础建设,上交所,5.38,2.2814,5.27,5.4,5.16,109855526.0,584953462.0,1.6652,5.492,5.132,4.997,4.8312,4.7916,4.7704,3.7583,1.4418,5.64,4.48,5.64,4.48,-4.6099,-4.6099,98.4127,64.9063,11296600.0,6026900.000000001,7701799.999999999,-41661700.0,-2558667.11,59.127,0.1362,100.0,6.0,6.0,5.07920975,0.64436549,,,,5.8678,0.2479,2.8843,73.5,49.6553,50.0,36.9598,high,0.4,0.25,0.2,0.15,,,
001367.SZ,海森药业,化学制药,深交所,25.82,-0.8068,26.27,26.98,25.71,7120294.0,185329145.0,1.9469,25.796,24.762,23.707,23.6592,23.3506,24.333,3.5625,1.3465,26.03,20.23,26.03,20.23,-0.8068,-0.8068,79.3651,58.8992,-3045899.9999999995,-1342900.0,-7753800.0,-19876400.0,,63.7024,0.7667,100.0,8.0,8.0,23.1875603,2.02987901,1.91,-7.38,6.54,21.4194,22.8387,-0.7838,68.1309,45.0085,73.5504,36.7535,high,0.4,0.25,0.2,0.15,,,
688805.SH,健信超导,医疗器械,科创板,47.32,-2.5335,48.55,49.0,47.0,3191786.0,152557392.0,7.156,46.988,45.869,46.2105,46.1568,,,1.7113,-0.0585,49.77,42.41,50.65,42.41,-4.9226,-6.5745,71.2121,65.4099,9490200.0,-6700800.0,-33572300.0,-53753100.00000001,,48.2436,0.7393,100.0,4.0,3.0,94.12582043,6.25680058,,,,1.7094,24.7863,-1.7949,70.6,53.3095,60.7912,36.7126,high,0.4,0.25,0.2,0.15,,,
600125.SH,铁龙物流,铁路公路,上交所,6.75,-1.3158,6.85,6.9,6.72,29243522.0,198315276.0,0.8873,6.834,6.795,6.6675,6.5245,6.4474,6.1353,1.061,0.4619,6.95,6.18,6.95,6.16,-2.8777,-2.8777,96.0317,33.5186,73300.0,-10843100.0,-28743000.0,-41956000.0,-3358712.0,56.2874,0.0298,100.0,9.0,9.0,13.22364517,0.9093772,,,,0.2479,0.3306,4.8306,72.1,46.2755,50.0,36.7123,high,0.4,0.25,0.2,0.15,,,
601007.SH,金陵饭店,酒店餐饮,上交所,8.34,5.7034,7.89,8.36,7.86,19609180.0,160212181.0,1.3427,8.286,8.134,8.062,8.0668,7.8598,7.7073,1.3387,0.4712,8.54,7.24,8.54,7.24,-2.3419,-2.3419,94.0476,53.5707,5907800.0,7245500.0,-10477100.0,-5013400.0,,52.0833,0.0717,100.0,1.0,1.0,38.99210659,1.57620593,,,,4.0496,15.3719,-0.2603,74.5,52.446,50.0,36.5101,high,0.4,0.25,0.2,0.15,,,
601083.SH,锦江航运,航运港口,上交所,12.98,-0.077,12.99,13.13,12.9,19415222.0,252472066.0,2.8759,12.762,12.393,12.2305,12.0052,11.8949,11.7119,0.3405,1.021,13.16,11.4,13.73,11.17,-1.3678,-5.4625,96.8254,45.9465,-2348100.0,-8900500.0,-34047000.0,945900.0,,59.0078,0.2248,100.0,4.0,4.0,9.95853292,1.52098789,,,,7.3171,27.4797,-4.4309,76.6,58.0294,50.0,36.4835,high,0.4,0.25,0.2,0.15,,,
600988.SH,赤峰黄金,贵金属,上交所,43.69,-3.4475,44.6,45.29,43.48,52673659.0,2324216226.0,3.7229,44.488,41.693,41.022,38.5183,34.5869,30.0846,1.7348,2.695,45.35,36.12,48.0,30.41,-3.6604,-8.9792,97.2222,65.814,7468000.0,110000000.00000001,122000000.0,139000000.0,-36489665.34,56.7215,1.0018,100.0,6.0,9.0,14.82314607,3.72127888,,,,0.0,3.8843,4.0289,73.5,53.9804,32.2937,35.6267,high,0.4,0.25,0.2,0.15,,,
300016.SZ,北陆药业,化学制药,创业板,10.13,1.0978,10.05,10.32,9.71,24776400.0,249850808.0,2.693,10.206,9.923,10.195,9.8917,9.1429,8.7732,0.054,1.8709,11.19,9.03,11.19,8.83,-9.4727,-9.4727,87.3016,64.06,-4430800.0,719900.0,1400600.0,12813900.000000002,,46.9501,0.0171,75.0,0.0,7.0,36.83612981,1.96895816,1.97,209.36,28.35,40.8219,26.1157,-11.6542,76.3361,49.7924,73.5504,35.4134,high,0.4,0.25,0.2,0.15,,,
002454.SZ,松芝股份,汽车零部件,深交所,9.28,2.7685,9.11,9.33,8.96,21339452.0,195697243.0,1.6506,9.2,8.711,8.6795,9.0007,8.8272,8.3249,1.2187,0.3829,9.28,7.65,9.83,7.65,0.0,-5.5951,91.2698,56.3377,2619700.0000000005,7337000.0,5675300.0,-768199.9999999999,0.0,59.375,0.2526,100.0,5.0,5.0,20.57461501,1.13754301,1.77,-23.43,44.67,8.843,32.2314,-7.6026,64.2227,63.7136,60.9216,34.8956,high,0.4,0.25,0.2,0.15,,,
600998.SH,九州通,医药商业,上交所,5.36,1.5152,5.27,5.37,5.18,41469394.0,220023026.0,0.5118,5.32,5.206,5.2285,5.271,5.1607,5.1632,0.4515,0.3427,5.38,4.96,5.6,4.96,-0.3717,-4.2857,84.5238,22.7834,-9298800.0,28661800.0,14177400.0,44955300.0,610816.31,51.5152,0.0523,100.0,6.0,5.0,12.06793501,0.88533003,,,,52.3967,1.3223,-13.6694,77.0,57.8666,62.1442,34.6772,high,0.4,0.25,0.2,0.15,,,
