ts_code,name,industry,market,close,pct_chg,open,high,low,volume,amount,turnover_rate,ma5,ma10,ma20,ma60,ma120,ma250,ma20_slope,ma60_slope,high_20d,low_20d,high_60d,low_60d,close_vs_20d_high,close_vs_60d_high,price_percentile_1y,volatility_20d,main_net_inflow_1d,main_net_inflow_3d,main_net_inflow_5d,main_net_inflow_10d,northbound_flow,rsi_14,macd_hist,trend_strength_score,price_above_ma20_days,price_above_ma60_days,pe_ttm,pb,roe,net_profit_yoy,debt_ratio,pe_percentile_5y,pb_percentile_5y,value_score,growth_score,capital_score,sector_score,final_score,score_market_regime,score_weight_value,score_weight_growth,score_weight_capital,score_weight_sector,future_return_10,future_return_30,future_return_60
002437.SZ,誉衡药业,化学制药,深交所,3.63,-0.2747,3.68,3.7,3.56,110944367.0,402630782.0,5.4585,3.662,3.637,3.4365,3.3963,3.3122,3.1754,2.2768,1.2773,3.82,2.97,3.82,2.97,-4.9738,-4.9738,92.8571,56.2466,,,,,2405181.76,77.0492,0.0534,100.0,11.0,11.0,14.73651875,2.53989023,4.05,57.55,23.43,1.4634,8.7603,15.0614,80.1562,62.5764,63.1379,56.9348,neutral,0.25,0.35,0.25,0.15,,,
301246.SZ,宏源药业,化学制药,深交所,24.35,-2.6,23.98,24.46,23.6,28306573.0,679679318.0,10.4561,23.3,23.224,22.077,21.7498,20.5223,17.4514,2.5097,-0.2233,25.0,19.56,25.0,19.56,-2.6,-2.6,97.619,71.9504,,,,,-360794.8,68.8138,0.4715,100.0,12.0,12.0,46.83498799,2.58659209,3.19,1524.43,26.67,18.3777,79.4677,-11.221,92.9188,62.227,63.1379,54.7438,neutral,0.25,0.35,0.25,0.15,,,
002582.SZ,好想你,休闲食品,深交所,11.72,-0.0853,11.65,11.83,11.56,16275300.0,190103566.0,3.5508,11.54,11.385,11.1265,12.1297,11.2066,10.7206,0.5604,0.0371,11.73,10.07,16.18,10.07,-0.0853,-27.5649,85.3175,41.4055,,,,,0.0,83.4008,0.263,75.0,5.0,0.0,2.11903171,0.80286978,24.46,2691.43,31.98,19.598,33.719,4.7598,83.9531,55.7227,50.0,52.0042,neutral,0.25,0.35,0.25,0.15,,,
300970.SZ,华绿生物,种植业,创业板,28.46,-1.7604,29.5,29.79,28.23,6414200.0,184107672.0,3.7826,29.244,27.975,25.826,24.1203,20.7965,17.4406,3.9715,3.2467,30.7,22.11,30.7,20.5,-7.2964,-7.2964,97.619,79.1756,,,,,,73.9623,0.7404,100.0,8.0,14.0,14.96758975,1.8753112,6.49,7014.32,29.72,13.0024,81.6529,-5.8527,93.8219,50.32,50.0,51.4545,neutral,0.25,0.35,0.25,0.15,,,
300821.SZ,东岳硅材,化学制品,创业板,14.05,4.3059,13.4,14.38,13.31,108494702.0,1503155518.0,8.3772,13.682,12.446,12.153,12.7667,12.2475,10.4533,0.264,0.6689,14.07,11.0,14.89,11.0,-0.1421,-5.6414,96.0317,86.4005,,,,,-1191580.48,73.5818,0.6428,100.0,5.0,5.0,165.07029453,4.44079843,3.86,426.99,18.23,84.0994,91.0744,-33.8831,93.8312,59.4722,73.8172,50.3108,neutral,0.25,0.35,0.25,0.15,,,
002975.SZ,博杰股份,自动化设备,深交所,88.26,-0.4175,88.8,93.0,87.03,13208852.0,1179963856.0,12.0398,82.922,76.717,73.892,78.0002,75.0683,57.0417,2.221,0.2457,88.63,65.95,88.63,65.95,-0.4175,-0.4175,99.2063,69.3675,,,,,6738516.96,83.4884,4.8134,100.0,4.0,4.0,129.23395815,12.7880408,2.84,419.12,27.36,85.7305,99.6694,-41.3244,94.7531,69.2825,67.5459,50.285,neutral,0.25,0.35,0.25,0.15,,,
300142.SZ,沃森生物,生物制品,创业板,12.53,-0.2389,12.42,12.64,12.41,30694915.0,384400828.0,5.0288,12.64,12.596,12.3285,12.2877,12.0193,11.7184,1.8674,1.018,12.88,11.62,14.48,11.28,-2.7174,-13.4669,78.5714,40.7278,,,,,-5736032.84,62.3145,0.0741,100.0,11.0,11.0,70.06922753,2.70282681,1.41,4082.41,29.79,24.1322,41.3223,-14.06,89.7656,48.2954,68.5071,50.2529,neutral,0.25,0.35,0.25,0.15,,,
002810.SZ,山东赫达,化学制品,深交所,24.63,5.6628,23.0,24.63,22.64,21838621.0,526066963.0,5.3885,23.552,23.351,21.645,19.2077,16.3563,14.3946,5.3515,3.9751,24.63,18.47,24.63,14.75,0.0,0.0,99.6032,52.9172,,,,,-676660.69,75.7757,0.322,100.0,17.0,73.0,44.14096561,3.95074648,4.57,127.38,42.73,79.4215,62.562,-29.8345,92.2656,57.3407,73.8172,50.2421,neutral,0.25,0.35,0.25,0.15,,,
600867.SH,通化东宝,生物制品,上交所,9.84,-1.2048,9.97,10.13,9.77,61337363.0,605404435.0,3.212,9.884,9.769,9.2155,8.9633,8.8561,8.4154,2.1787,1.4296,9.99,8.11,9.99,8.11,-1.5015,-1.5015,98.0159,47.3049,,,,,-854105.16,81.4545,0.1611,100.0,11.0,11.0,12.46371643,2.12903617,,,,17.4336,0.9091,-1.329,77.2,52.1639,68.5071,50.0048,neutral,0.25,0.35,0.25,0.15,,,
002132.SZ,恒星科技,通用设备,深交所,4.21,3.9506,4.03,4.22,4.0,107206760.0,445926092.0,6.6296,4.094,3.965,3.879,3.8687,3.8128,3.6966,0.6487,1.2254,4.21,3.55,4.21,3.54,0.0,0.0,98.0159,52.5277,,,,,0.0,75.3846,0.0781,100.0,5.0,5.0,104.48256208,2.06185131,1.62,899.11,54.24,65.8678,79.3388,-43.7527,96.5938,61.2427,76.8821,49.7126,neutral,0.25,0.35,0.25,0.15,,,
