industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
燃气,,,,,88.85,1,9.97,,0.7917,1.0
煤炭开采加工,,,,,88.26,2,10.04,,0.4118,1.0
综合,,,,,88.08,3,9.93,,0.875,1.0
服装家纺,,,,,82.47,4,10.82,,0.6849,1.0
环境治理,,,,,81.65,5,19.98,,0.6273,1.0
食品加工制造,,,,,81.46,6,9.22,,0.75,1.0
房地产,,,,,79.52,7,10.15,,0.6988,1.0
电子化学品,,,,,79.34,8,13.71,,0.2927,0.9956
化学制品,,,,,79.27,9,20.0,,0.5486,1.0
化学制药,,,,,78.86,10,27.9,,0.9172,0.9561
零售,,,,,78.8,11,9.96,,0.6769,1.0
石油加工贸易,,,,,78.39,12,9.99,,0.44,1.0
化学原料,,,,,78.18,13,10.87,,0.5345,1.0
美容护理,,,,,77.7,14,10.04,,0.7576,0.9915
银行,,,,,77.43,15,4.09,,0.95,0.9941
饮料制造,,,,,76.91,16,5.08,,0.6304,1.0
环保设备,,,,,76.1,17,12.03,,0.6667,1.0
医疗服务,,,,,76.1,17,19.95,,0.8,0.9644
公路铁路运输,,,,,75.98,19,5.26,,0.9032,0.9815
电池,,,,,75.76,20,10.01,,0.2212,1.0
半导体,,,,,75.36,21,15.71,,0.5311,0.9838
中药,,,,,75.16,22,9.97,,0.8507,0.9598
种植业与林业,,,,,74.93,23,5.89,,0.5,1.0
能源金属,,,,,74.93,23,-0.14,,0.0,1.0
农化制品,,,,,74.43,25,9.98,,0.4098,1.0
医药商业,,,,,74.0,26,9.99,,0.9062,0.9469
纺织制造,,,,,73.6,27,10.01,,0.7812,0.9872
医疗器械,,,,,73.48,28,11.49,,0.8561,0.9867
家居用品,,,,,73.45,29,10.04,,0.6598,0.9941
塑料制品,,,,,73.37,30,18.0,,0.4342,1.0
油气开采及服务,,,,,72.47,31,9.98,,0.3684,0.9288
建筑材料,,,,,72.3,32,8.51,,0.4648,1.0
物流,,,,,72.0,33,4.97,,0.7551,0.9948
工程机械,,,,,70.82,34,7.41,,0.5278,1.0
厨卫电器,,,,,69.6,35,5.1,,0.6667,0.9639
包装印刷,,,,,69.48,36,10.02,,0.5778,0.9937
互联网电商,,,,,69.45,37,7.03,,0.3889,1.0
证券,,,,,69.33,38,10.0,,0.6042,0.9799
专用设备,,,,,69.23,39,11.94,,0.5515,0.9916
轨交设备,,,,,69.14,40,6.86,,0.6552,0.9892
港口航运,,,,,69.03,41,5.68,,0.6571,0.9594
旅游及酒店,,,,,68.94,42,7.73,,0.8571,0.9411
通用设备,,,,,68.49,43,30.0,,0.5592,0.9764
贸易,,,,,68.43,44,3.91,,0.5385,0.99
化学纤维,,,,,68.37,45,5.6,,0.3929,1.0
汽车服务及其他,,,,,68.01,46,5.38,,0.8,0.9828
游戏,,,,,67.6,47,5.13,,0.1739,1.0
造纸,,,,,67.45,48,10.03,,0.5833,0.9872
橡胶制品,,,,,67.4,49,10.0,,0.7727,0.9679
计算机设备,,,,,66.99,50,14.74,,0.4578,0.9851
农产品加工,,,,,66.84,51,4.09,,0.775,0.9748
建筑装饰,,,,,66.54,52,10.03,,0.4964,0.9882
白色家电,,,,,66.31,53,7.18,,0.625,0.9855
自动化设备,,,,,66.28,54,13.73,,0.4632,0.9853
生物制品,,,,,66.23,55,18.44,,0.8704,0.9358
养殖业,,,,,65.79,56,10.05,,0.7143,0.9586
白酒,,,,,65.19,57,2.51,,0.2105,0.9809
文化传媒,,,,,65.06,58,9.98,,0.3875,0.9796
电机,,,,,64.55,59,10.02,,0.4167,0.9871
黑色家电,,,,,64.51,60,4.32,,0.4444,0.9848
小家电,,,,,63.36,61,2.67,,0.48,0.9827
电力,,,,,63.16,62,10.01,,0.2617,0.9771
汽车零部件,,,,,63.01,63,13.93,,0.5833,0.9678
汽车整车,,,,,62.41,64,2.23,,0.3182,0.997
光学光电子,,,,,62.29,65,11.2,,0.4953,0.9751
多元金融,,,,,62.14,66,3.74,,0.4,0.9917
其他电子,,,,,61.0,67,7.32,,0.3529,0.9857
软件开发,,,,,60.92,68,20.0,,0.3333,0.9594
非金属材料,,,,,60.9,69,16.19,,0.4,0.9691
消费电子,,,,,59.86,70,5.7,,0.3226,0.9865
其他社会服务,,,,,59.8,71,2.93,,0.4103,0.9773
IT服务,,,,,59.16,72,19.91,,0.368,0.957
金属新材料,,,,,58.86,73,20.0,,0.1562,0.9676
钢铁,,,,,58.33,74,2.61,,0.2045,0.9903
其他电源设备,,,,,58.19,75,9.9,,0.2857,0.9742
影视院线,,,,,57.83,76,6.19,,0.5263,0.9442
电网设备,,,,,57.24,77,10.02,,0.2993,0.972
教育,,,,,56.77,78,1.82,,0.4667,0.9555
元件,,,,,56.72,79,10.0,,0.1452,0.9813
通信服务,,,,,56.31,80,4.99,,0.2,0.9739
工业金属,,,,,55.11,81,6.35,,0.0909,0.9852
保险,,,,,54.99,82,-0.71,,0.0,0.9763
光伏设备,,,,,53.8,83,5.36,,0.1644,0.9746
机场航运,,,,,51.96,84,0.57,,0.1667,0.9607
风电设备,,,,,51.84,85,2.54,,0.1935,0.9669
小金属,,,,,50.91,86,9.99,,0.1379,0.9641
通信设备,,,,,49.53,87,10.0,,0.3297,0.9483
军工装备,,,,,45.62,88,7.26,,0.1707,0.9399
军工电子,,,,,40.12,89,3.84,,0.1935,0.9364
贵金属,,,,,38.76,90,4.42,,0.0714,0.9203
