industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
半导体,80.68,2.01,267.76,-62.12,100.0,1,20.0,48.3407,0.6201,1.0
电子化学品,-13.88,8.51,33.51,-9.71,96.15,2,14.01,65.0906,0.5122,1.0
证券,57.78,156.05,-23.24,31.58,90.92,3,9.97,23.1796,1.0,1.0
非金属材料,-1.19,-1.19,-8.16,2.26,83.94,4,9.5,83.8042,0.3333,0.9719
其他电子,-1.71,-5.57,2.37,-8.62,82.38,5,20.03,-0.6684,0.4412,0.9989
医疗服务,0.2,9.64,1.55,1.18,78.28,6,6.99,23.9849,0.3393,0.9525
游戏,6.8,6.13,-9.37,-4.19,78.19,7,10.0,4.3658,0.5417,0.9519
元件,112.24,-133.83,-33.24,-122.55,78.13,8,12.64,33.0352,0.6452,1.0
机场航运,12.85,-1.24,-1.08,-0.78,76.42,9,10.03,1.4121,1.0,0.9646
通信设备,73.44,-52.1,12.55,-128.14,72.58,10,29.99,,0.3371,0.9782
消费电子,-9.18,-112.49,14.81,-88.23,72.31,11,13.52,-30.6195,0.3684,0.9901
保险,2.72,18.91,-6.72,10.26,72.01,12,4.18,4.6377,1.0,0.9664
生物制品,-1.49,-1.28,-2.92,-0.6,69.11,13,13.21,-3.0957,0.2222,0.9345
自动化设备,9.0,-83.07,8.45,-43.71,67.56,14,18.94,18.0782,0.2917,0.9739
环保设备,-1.53,-1.35,-1.2,-1.54,67.37,15,20.0,35.6313,0.3333,0.9493
化学制药,-2.46,-0.01,-9.33,0.11,67.36,16,10.89,78.3697,0.2115,0.941
光学光电子,6.88,-56.04,26.0,-101.02,66.39,17,12.95,28.994,0.3679,0.9768
纺织制造,-1.51,0.31,0.35,-0.89,64.96,18,20.01,19.4102,0.1515,0.9302
小金属,-20.76,11.93,-56.52,-17.8,63.99,19,10.0,31.0356,0.3929,0.9446
计算机设备,24.36,6.06,28.47,-11.41,62.83,20,10.0,38.788,0.2073,0.9416
白酒,6.09,6.35,-19.21,6.02,61.13,21,7.2,0.2104,0.8947,0.8463
橡胶制品,-7.92,2.46,-0.39,0.86,61.09,22,10.02,50.7114,0.2273,0.9554
通用设备,-17.17,-43.46,-6.51,-47.38,60.9,23,18.29,16.1155,0.1968,0.9677
化学纤维,-5.36,-0.84,-3.21,-1.7,59.39,24,9.98,39.6814,0.2414,0.9786
化学制品,-17.91,27.37,-3.28,-11.03,59.3,25,10.06,60.0,0.1977,0.9714
多元金融,-1.13,7.06,-3.03,0.44,58.8,26,4.26,4.2654,0.5385,0.928
金属新材料,0.08,-6.77,-12.27,-3.53,58.59,27,7.29,28.8412,0.4118,0.9519
军工电子,-10.26,-29.92,11.44,-9.4,57.98,28,10.0,31.2608,0.3443,0.9477
黑色家电,0.49,-1.18,-0.73,-3.11,57.97,29,3.9,-4.3511,0.625,0.9059
塑料制品,-1.43,-10.0,-12.96,-20.61,56.94,30,20.0,122.8837,0.2051,0.967
能源金属,-29.76,23.56,-11.28,-0.81,56.66,31,10.0,48.8243,0.1667,0.9629
专用设备,-7.68,-24.87,3.83,-21.97,56.66,31,13.79,23.9274,0.2121,0.9388
化学原料,-4.37,2.93,-12.38,-11.1,56.33,33,10.03,-1.3324,0.1864,0.9587
其他电源设备,-5.85,2.38,-4.65,-22.85,54.73,34,10.0,-2.8036,0.2857,0.9396
包装印刷,-5.45,-3.94,0.76,0.42,52.97,35,10.1,27.6276,0.1136,0.9417
农化制品,-15.83,15.61,-16.85,-1.66,52.8,36,10.01,43.9224,0.1311,0.9238
厨卫电器,-0.16,-0.2,0.06,-0.17,52.43,37,6.17,-9.989,0.2222,0.9054
环境治理,-2.29,0.38,-6.29,-5.68,52.16,38,14.53,14.2037,0.125,0.9127
医疗器械,-1.29,-11.11,-1.57,-7.94,52.0,39,5.55,-15.0343,0.1727,0.9142
物流,0.16,-0.48,-3.07,0.01,51.79,40,10.0,38.2998,0.2041,0.8882
互联网电商,-5.07,1.67,3.75,-0.88,51.51,41,4.44,24.0455,0.1176,0.9051
食品加工制造,-1.36,-2.06,-13.38,0.4,51.02,42,10.01,31.4238,0.2424,0.8953
港口航运,-9.06,6.42,1.92,-7.63,50.82,43,1.84,-0.2,0.2059,0.9351
中药,-3.56,-2.5,-7.66,1.96,50.73,44,10.0,5.4196,0.1194,0.9048
通信服务,-23.35,1.08,-10.17,-1.57,50.04,45,6.61,-10.8084,0.1163,0.9045
造纸,-0.93,-1.05,-3.89,-1.51,49.74,46,17.62,,0.1667,0.8777
汽车服务及其他,-0.95,-0.77,-1.42,-1.53,49.71,47,6.79,,0.1667,0.9134
综合,-4.28,6.36,-1.6,-4.52,49.29,48,5.72,1.8898,0.25,0.916
