industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
小家电,-1.62,-1.98,-0.78,0.81,56.14,70,2.67,-18.2216,0.48,
贸易,-1.36,-2.08,-0.92,-3.1,56.12,71,3.91,10.4581,0.5385,
饮料制造,-3.89,-5.65,-7.6,-4.24,55.32,72,5.08,-6.2382,0.6304,
公路铁路运输,0.94,-2.76,-5.42,-6.05,55.31,73,5.26,-10.5882,0.9032,
厨卫电器,-0.03,0.06,-0.58,-0.48,55.08,74,5.1,-30.6843,0.6667,
种植业与林业,-2.14,-5.25,-2.87,-1.98,54.68,75,5.89,-10.0662,0.5,
军工电子,-16.86,11.44,3.53,-30.89,53.77,76,3.84,-16.0822,0.1935,
银行,29.09,-31.76,-31.52,20.49,53.44,77,4.09,0.565,0.95,
保险,-7.6,-6.72,-0.87,-1.04,53.07,78,-0.71,6.9465,0.0,
电池,-103.44,-41.74,-12.68,-8.81,51.91,79,10.01,-19.1718,0.2212,
钢铁,-19.92,-12.56,-5.87,-12.8,49.44,80,2.61,-10.9062,0.2045,
军工装备,-57.85,-5.97,-4.71,-29.97,49.29,81,7.26,35.1687,0.1707,
轨交设备,-4.23,-1.08,0.06,-6.27,47.03,82,6.86,32.5362,0.6552,
汽车整车,-16.94,-22.9,-12.01,-10.74,46.42,83,2.23,-26.2735,0.3182,
风电设备,-12.34,-3.87,-6.12,-8.72,45.31,84,2.54,-20.6456,0.1935,
能源金属,-39.53,-11.28,-16.47,-7.0,44.84,85,-0.14,-31.4568,0.0,
光伏设备,-60.05,-28.54,-12.02,-23.8,43.84,86,5.36,47.6096,0.1644,
油气开采及服务,-5.63,-1.37,-3.52,0.81,43.58,87,9.98,-6.4125,0.3684,
白酒,-19.52,-19.21,-10.28,-10.74,43.37,88,2.51,-20.5679,0.2105,
煤炭开采加工,-6.09,-11.31,-23.03,-0.59,40.16,89,10.04,3.4965,0.4118,
电力,-31.52,-35.89,-0.96,-61.36,40.07,90,10.01,7.5,0.2617,
