industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
半导体,26.89,267.76,336.38,-52.16,79.83,1,20.0,-12.2007,0.7416,
通用设备,-16.82,-6.51,47.77,-10.0,73.91,2,30.0,-19.1145,0.7177,
自动化设备,2.76,8.45,68.98,0.59,73.87,3,12.64,-18.3427,0.6875,
通信设备,5.35,12.55,193.39,-37.91,71.75,4,11.02,4.4815,0.5618,
消费电子,-5.95,14.81,88.53,-42.32,69.3,5,5.86,-31.8454,0.5684,
光学光电子,-4.02,26.0,45.5,-49.62,68.8,6,12.87,18.5819,0.6635,
化学制药,15.49,-9.33,-8.43,-19.01,68.06,7,23.99,-12.2674,0.9871,
医疗服务,7.04,1.55,-6.31,-8.28,68.0,8,19.95,-15.3333,0.9643,
计算机设备,-4.83,28.47,28.33,-22.21,67.52,9,14.93,-3.3177,0.7195,
证券,21.18,-23.24,13.7,-14.2,66.95,10,10.06,-2.5937,0.9592,
生物制品,4.02,-2.92,-2.84,-5.9,66.52,11,16.4,-23.6463,0.9444,
汽车零部件,2.59,-18.06,28.59,-8.94,66.07,12,10.03,-10.3048,0.7669,
化学制品,-3.42,-3.28,10.04,-28.26,65.68,13,20.02,-4.2052,0.6836,
专用设备,-23.58,3.83,32.64,-14.03,65.47,14,10.27,-33.4302,0.6904,
医药商业,1.55,-1.82,-0.61,-1.66,64.87,15,9.99,-14.8827,1.0,
IT服务,-14.41,-19.56,16.47,-16.49,64.74,16,19.91,-21.2613,0.5748,
其他电子,-0.54,2.37,28.68,-15.61,63.56,17,9.77,,0.6471,
元件,-63.58,-33.24,139.53,16.85,63.55,18,10.0,25.6983,0.1774,
美容护理,0.6,-1.21,-0.33,-2.43,63.14,19,10.04,-11.1187,0.9091,
中药,4.96,-7.66,-3.93,-7.88,62.63,20,10.95,-11.2181,0.8971,
综合,-4.67,-1.6,0.81,-12.18,62.63,20,9.93,1.3423,0.875,
环境治理,-2.88,-6.29,-0.44,-5.79,62.49,22,14.5,-19.6028,0.7664,
软件开发,-12.36,-10.81,-1.92,-16.45,62.32,23,20.0,-19.125,0.635,
纺织制造,1.05,0.35,0.39,-1.41,62.05,24,10.01,35.6061,0.8485,
医疗器械,2.66,-1.57,-5.64,-7.79,62.02,25,10.62,1.2658,0.8921,
塑料制品,-11.91,-12.96,12.92,-15.6,61.8,26,16.1,-16.1386,0.5584,
化学原料,-0.1,-12.38,-4.27,-11.75,61.31,27,15.85,-4.4499,0.7119,
服装家纺,1.81,-3.94,5.43,-1.96,61.29,28,10.13,-6.3291,0.7568,
石油加工贸易,1.09,-1.7,-1.31,0.76,61.25,29,9.99,-18.4699,0.8261,
房地产,1.15,-2.81,-4.68,-15.54,61.08,30,10.15,7.6923,0.8471,
食品加工制造,2.01,-13.38,-1.28,-2.72,60.87,31,6.5,-26.3298,0.8939,
厨卫电器,0.2,0.06,-0.58,-0.48,60.82,32,6.32,-30.6843,0.8889,
环保设备,0.69,-1.2,2.22,-2.18,60.61,33,9.99,-11.707,0.7586,
养殖业,1.42,-5.71,-3.1,-3.71,60.57,34,8.1,-12.4823,0.8571,
家居用品,1.68,-3.11,-0.92,-1.51,60.51,35,10.04,7.2178,0.7835,
电机,0.37,-6.68,1.21,-2.21,60.45,36,10.02,-24.2533,0.76,
轨交设备,-0.18,-1.08,0.06,-6.27,60.43,37,7.98,20.3129,0.8214,
公路铁路运输,1.65,-2.76,-5.42,-6.05,60.29,38,4.04,-16.6667,0.9677,
农产品加工,1.08,-4.48,-2.22,-3.3,60.17,39,4.08,-18.3333,0.9286,
零售,3.13,-22.71,-4.63,-11.01,60.11,40,9.96,-10.1626,0.8028,
电子化学品,-0.94,33.51,33.81,-7.7,60.05,41,9.99,9.759,0.4146,
汽车服务及其他,0.51,-1.42,-0.88,0.35,59.95,42,5.05,-6.8908,0.88,
旅游及酒店,0.72,-6.14,-2.57,-3.86,59.94,43,5.62,-15.625,0.8824,
橡胶制品,2.83,-0.39,-0.87,-2.34,59.89,44,7.39,11.8677,0.8182,
物流,1.91,-3.07,-3.92,-3.44,59.85,45,6.26,-13.081,0.875,
港口航运,4.93,1.92,-8.99,-10.16,59.6,46,7.36,-5.6893,0.8857,
