industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
化学制药,7.63,-9.33,-8.43,-19.01,87.03,1,26.97,-12.2674,0.9359,
生物制品,1.36,-2.92,-2.84,-5.9,86.48,2,19.29,-10.0988,0.8704,
医疗服务,3.29,1.55,-6.31,-8.28,84.35,3,19.95,-15.3333,0.7818,
医药商业,0.32,-1.82,-0.61,-1.66,77.51,4,9.99,-14.8827,0.9062,
中药,3.45,-7.66,-3.93,-7.88,75.0,5,9.97,-11.0865,0.8485,
自动化设备,-9.7,8.45,68.98,0.59,73.32,6,12.96,7.135,0.4894,
医疗器械,-1.76,-1.57,-5.64,-7.79,72.5,7,11.45,19.3701,0.8309,
通用设备,-33.21,-6.51,47.77,-10.0,71.79,8,30.0,-19.1145,0.5369,
美容护理,-0.65,-1.21,-0.33,-2.43,70.03,9,10.04,-11.1187,0.8182,
轨交设备,-2.07,-1.08,0.06,-6.27,68.27,10,5.49,20.3129,0.6667,
汽车服务及其他,0.7,-1.42,-0.88,0.35,66.55,11,6.24,,0.8261,
化学制品,-20.42,-3.28,10.04,-28.26,66.35,12,20.02,-4.2052,0.5198,
通信设备,-67.69,12.55,193.39,-37.91,66.29,13,10.0,23.3766,0.3222,
纺织制造,1.12,0.35,0.39,-1.41,65.58,14,10.01,35.6061,0.7812,
服装家纺,1.94,-3.94,5.43,-1.96,65.42,15,10.13,-6.3291,0.6849,
食品加工制造,-0.83,-13.38,-1.28,-2.72,65.39,16,8.29,,0.8154,
贵金属,-61.86,1.17,15.13,-14.04,65.18,17,4.73,16.8448,0.0714,
专用设备,-38.98,3.83,32.64,-14.03,64.81,18,11.35,-33.4302,0.5533,
汽车零部件,-7.85,-18.06,28.59,-8.94,64.6,19,10.03,-10.3048,0.5849,
综合,-11.31,-1.6,0.81,-12.18,64.49,20,9.93,1.3423,0.8667,
塑料制品,-22.33,-12.96,12.92,-15.6,63.95,21,17.42,-16.1386,0.3974,
消费电子,-47.28,14.81,88.53,-42.32,63.54,22,5.91,-11.7318,0.2857,
工业金属,-110.1,-17.31,16.3,-38.19,62.94,23,10.05,2.9038,0.0909,
包装印刷,-5.31,0.76,-2.77,1.6,62.35,24,10.02,-19.6285,0.6222,
金属新材料,-8.57,-12.27,1.48,-4.33,62.34,25,20.0,37.6719,0.1875,
旅游及酒店,0.19,-6.14,-2.57,-3.86,62.08,26,3.98,-15.625,0.8235,
农产品加工,0.07,-4.48,-2.22,-3.3,61.91,27,3.92,,0.7692,
养殖业,-0.79,-5.71,-3.1,-3.71,61.5,28,10.05,-12.4823,0.6944,
电子化学品,-5.66,33.51,33.81,-7.7,60.87,29,12.07,33.671,0.2683,
白色家电,-12.98,-12.11,-4.81,-3.91,60.56,30,7.74,-33.321,0.5556,
元件,-89.63,-33.24,139.53,16.85,60.06,31,10.0,25.6983,0.1148,
互联网电商,-1.61,3.75,2.33,-2.49,59.08,32,6.25,7.7217,0.4118,
光学光电子,-11.02,26.0,45.5,-49.62,58.81,33,12.64,18.5819,0.4486,
家居用品,-1.05,-3.11,-0.92,-1.51,58.47,34,10.04,7.2178,0.6989,
农化制品,-16.92,-16.85,-3.89,-10.05,58.07,35,9.98,1.0256,0.4068,
计算机设备,-15.84,28.47,28.33,-22.21,58.06,36,12.46,-26.9977,0.4938,
非金属材料,-7.47,-8.16,3.87,-1.33,57.92,37,17.99,,0.4,
影视院线,-1.07,-8.71,-2.05,-3.51,57.91,38,6.54,-3.9189,0.4444,
物流,0.14,-3.07,-3.92,-3.44,57.72,39,4.89,-13.081,0.7292,
IT服务,-34.41,-19.56,16.47,-16.49,57.37,40,19.91,-21.2613,0.3226,
建筑材料,-7.77,-20.48,9.58,-13.76,56.62,41,6.0,-8.7527,0.4714,
零售,-1.1,-22.71,-4.63,-11.01,56.61,42,9.96,-10.1626,0.6812,
