industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
化学制药,-1.33,3.46,13.12,-7.55,44.37,51,2.49,78.3697,0.0252,
造纸,-0.07,-1.75,-3.63,-2.2,44.29,52,3.36,-14.3151,0.1667,
中药,0.23,1.8,-1.19,-2.85,44.2,53,6.52,,0.0588,
能源金属,0.13,-39.53,-17.3,8.95,44.16,54,8.57,,0.1667,
轨交设备,0.27,-4.23,-4.23,1.51,44.12,55,3.26,,0.1667,
建筑装饰,-3.18,-31.61,-25.65,-6.22,44.03,56,10.03,-16.812,0.2071,
石油加工贸易,-0.06,-3.17,-4.15,0.29,44.0,57,1.96,,0.1923,
光学光电子,11.11,-36.05,-72.11,-32.21,43.99,58,399.61,,0.4206,
生物制品,0.12,0.43,5.36,-3.26,43.81,59,3.25,-6.6907,0.0556,
化学制品,-1.86,-32.18,-33.71,-23.22,43.04,60,10.02,13.8502,0.2386,
电机,-0.06,-4.7,0.53,-2.18,42.98,61,2.67,,0.0769,
零售,-0.41,-3.51,-7.83,-8.77,42.92,62,5.08,34.9315,0.0972,
物流,-0.17,-0.5,-1.29,-2.23,42.87,63,4.63,-15.625,0.0408,
多元金融,-0.23,-2.74,-2.97,-3.08,42.75,64,3.61,-22.4159,0.0769,
养殖业,0.74,-3.35,-7.79,-3.01,42.64,65,2.67,-9.3074,0.1429,
游戏,-2.33,-15.15,7.02,-7.28,42.36,66,0.24,,0.0417,
农化制品,-1.36,-22.51,-16.88,-1.14,42.25,67,3.79,36.436,0.1864,
燃气,0.04,-2.45,-0.24,0.07,42.16,68,1.08,,0.0833,
公路铁路运输,0.06,0.94,-6.13,-5.04,42.07,69,1.6,,0.125,
军工装备,-2.23,-57.85,-17.01,2.74,42.05,70,8.96,,0.0488,
煤炭开采加工,-0.45,-6.09,-12.07,-1.03,41.91,71,3.95,,0.1176,
汽车整车,0.2,-16.94,-6.1,-6.62,41.88,72,0.98,,0.1304,
油气开采及服务,-0.15,-5.63,-5.39,-1.27,41.47,73,0.66,,0.1111,
影视院线,-0.43,-1.79,-0.99,-10.86,41.27,74,0.94,,0.05,
食品加工制造,0.26,-3.04,-3.7,3.63,41.16,75,1.35,,0.0615,
种植业与林业,-0.15,-2.14,-1.95,-1.27,40.95,76,1.31,,0.0345,
医药商业,-0.07,-0.05,-0.7,-1.3,40.85,77,0.73,-9.8684,0.0312,
美容护理,-0.0,-1.18,-1.26,-0.83,40.84,78,0.97,-15.5132,0.0303,
旅游及酒店,-0.12,-0.2,-1.69,-5.14,40.57,79,0.57,,0.0312,
通信服务,-1.42,-26.78,-3.2,-17.19,40.03,80,0.46,17.2154,0.0222,
贵金属,-0.58,-65.34,-21.53,0.99,39.64,81,2.17,,0.1429,
小家电,-0.01,-1.62,-0.19,-1.13,39.46,82,-1.0,-8.6765,0.0,
厨卫电器,-0.14,-0.03,-0.04,0.24,39.44,83,-1.1,-10.9589,0.0,
工业金属,-4.41,-118.35,-35.25,6.71,38.9,84,5.36,20.2864,0.1636,
白酒,0.07,-19.52,-16.7,0.6,37.88,85,0.33,,0.0526,
机场航运,-0.67,-4.77,-10.57,-3.31,37.53,86,-0.71,,0.0,
证券,2.29,-29.02,-50.23,-23.04,32.64,87,2.98,,0.06,
电池,-3.98,-103.44,-81.73,-2.18,32.58,88,10.16,6.2395,0.125,
保险,-0.36,-7.6,-45.21,-8.93,30.33,89,-1.25,,0.0,
银行,0.45,29.09,-64.54,-9.26,27.86,90,0.52,0.3585,0.0256,
