industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
电网设备,-14.72,-44.63,-25.97,,43.3,61,10.04,-14.8026,0.1739,
食品加工制造,-2.02,-3.04,-3.7,,43.18,62,2.99,,0.1212,
黑色家电,-0.69,-0.83,-2.22,,43.15,63,2.18,-4.3511,0.125,
中药,-3.84,1.8,-1.19,,42.86,64,4.4,,0.0448,
美容护理,-0.55,-1.18,-1.26,,42.35,65,1.56,-15.5132,0.0909,
燃气,-0.36,-2.45,-0.24,,42.24,66,2.9,,0.0417,
钢铁,-5.18,-19.92,-3.19,,42.0,67,3.46,-10.9244,0.0455,
石油加工贸易,0.62,-3.17,-4.15,,41.75,68,0.71,,0.1111,
白酒,-2.63,-19.52,-16.7,,41.65,69,1.56,,0.2105,
港口航运,-7.01,0.72,-13.07,,41.63,70,2.93,,0.1389,
电机,-1.29,-4.7,0.53,,41.56,71,1.37,,0.0385,
通信服务,-7.73,-26.78,-3.2,,41.42,72,2.35,-22.8654,0.0444,
能源金属,-7.71,-39.53,-17.3,,41.38,73,6.34,,0.0833,
机场航运,-2.48,-4.77,-10.57,,41.32,74,0.72,,0.1538,
游戏,-11.0,-15.15,7.02,,41.15,75,-0.5,,0.0,
煤炭开采加工,-1.48,-6.09,-12.07,,40.97,76,2.06,,0.1176,
小家电,-0.6,-1.62,-0.19,,40.83,77,0.14,-11.7503,0.04,
旅游及酒店,-1.16,-0.2,-1.69,,40.74,78,0.94,,0.0303,
油气开采及服务,-1.41,-5.63,-5.39,,40.05,79,0.16,,0.0526,
农化制品,-6.65,-22.51,-16.88,,40.05,79,2.91,43.9224,0.0984,
汽车整车,-7.31,-16.94,-6.1,,39.92,81,0.45,,0.0455,
厨卫电器,-0.25,-0.03,-0.04,,39.65,82,-0.68,-14.9022,0.0,
医药商业,-1.23,-0.05,-0.7,,39.55,83,-0.63,6.8862,0.0,
电力,2.88,-31.52,-117.63,,38.88,84,10.06,-27.2358,0.4423,
贵金属,-5.88,-65.34,-21.53,,37.82,85,1.4,,0.0714,
电池,-34.36,-103.44,-81.73,,37.48,86,20.0,6.2395,0.1238,
工业金属,-13.3,-118.35,-35.25,,37.28,87,4.3,27.9626,0.1091,
证券,-12.8,-29.02,-50.23,,34.21,88,3.72,,0.12,
保险,-9.45,-7.6,-45.21,,29.64,89,-2.63,,0.0,
银行,-8.08,29.09,-64.54,,29.51,90,0.62,-3.3453,0.1053,
