industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
软件开发,0.15,-37.21,-11.09,-17.7,55.65,31,5.88,,0.7463,
服装家纺,0.73,-2.23,-3.23,,55.65,31,7.08,-20.5068,0.6377,
环境治理,1.22,-6.92,-7.25,-3.34,55.27,33,9.89,-10.443,0.5888,
零售,-0.69,-10.55,-10.58,-2.32,54.95,34,10.01,,0.6032,
综合,-0.31,-8.83,2.07,-5.33,54.87,35,4.92,-25.6098,0.6,
小金属,4.48,-56.34,-18.97,-8.78,54.78,36,10.01,69.6387,0.6786,
黑色家电,,-2.83,-2.41,1.16,54.78,36,3.85,-7.6444,0.6667,
港口航运,-0.58,-12.31,-10.59,-12.01,54.63,38,7.24,,0.6562,
橡胶制品,0.48,-4.9,0.84,0.93,54.46,39,10.4,,0.4545,
白色家电,-0.28,-11.27,-2.59,-25.46,54.24,40,12.24,,0.4318,
种植业与林业,0.06,-2.3,-1.97,-3.39,54.03,41,4.56,,0.6071,
汽车零部件,3.22,-29.09,-11.43,-28.38,53.85,42,10.42,-13.2963,0.5465,
钢铁,0.72,-12.64,-5.05,-1.75,53.56,43,6.29,-3.1884,0.5714,
纺织制造,0.49,-4.68,-2.73,-1.24,53.56,43,10.04,-17.7474,0.4545,
化学纤维,-0.83,-12.54,0.18,-4.55,53.01,45,6.64,-19.4011,0.4828,
油气开采及服务,0.06,-2.89,-5.23,-6.01,52.83,46,6.43,,0.5333,
食品加工制造,-0.47,-6.43,-3.24,-7.46,52.81,47,6.29,,0.5156,
电池,-4.69,-124.89,6.13,64.87,52.76,48,8.45,11.9194,0.3654,
工程机械,-1.18,-0.49,-7.59,-6.29,52.53,49,10.45,-5.3159,0.4412,
多元金融,,-8.16,-8.02,-2.41,52.51,50,9.89,,0.4583,
家居用品,-0.61,0.76,0.19,-0.37,52.5,51,7.34,-7.4529,0.4396,
能源金属,-1.18,-33.56,33.25,-11.14,52.5,51,5.03,,0.1667,
文化传媒,0.09,-22.75,-14.21,-11.67,52.09,53,5.67,,0.6049,
石油加工贸易,-0.19,-3.82,-2.29,-4.63,51.62,54,3.29,,0.5217,
小家电,-0.03,-1.44,-0.3,-0.94,51.61,55,5.0,-25.9259,0.4583,
汽车服务及其他,-0.03,-0.2,0.83,-0.72,51.54,56,3.61,,0.4783,
厨卫电器,0.08,-0.32,-0.31,-0.27,50.89,57,4.13,-7.6239,0.4444,
汽车整车,0.06,-17.55,-9.09,-9.67,50.58,58,2.98,,0.5455,
风电设备,0.66,11.76,2.05,-0.32,50.55,59,4.03,-3.8732,0.4062,
美容护理,0.14,-1.33,-1.2,-1.2,50.52,60,7.33,-14.4322,0.3548,
造纸,-0.1,0.09,-2.19,-2.1,50.44,61,3.43,-15.0993,0.4583,
其他社会服务,,0.44,1.35,-1.36,50.36,62,3.97,,0.4054,
建筑装饰,1.1,-31.54,-21.64,-23.19,50.04,63,10.01,114.8748,0.4681,
饮料制造,0.4,-4.83,-3.29,-13.23,49.99,64,3.2,,0.4524,
影视院线,-0.27,-6.7,-6.72,-3.26,49.96,65,3.66,-13.6842,0.4737,
轨交设备,0.2,-2.82,-4.12,-0.8,49.86,66,5.66,,0.3929,
非金属材料,0.48,-0.51,0.48,-0.73,49.62,67,3.04,,0.4,
医疗器械,0.42,-11.32,-7.67,0.7,49.24,68,9.99,-3.3087,0.2889,
建筑材料,2.7,-12.65,-4.53,-3.1,49.14,69,6.76,,0.3333,
电网设备,-0.6,-35.46,-10.82,-1.43,49.12,70,10.59,,0.2993,
煤炭开采加工,-0.31,-4.19,-10.2,-8.99,48.8,71,1.68,,0.5,
工业金属,-1.49,-55.47,-14.38,-50.93,48.19,72,6.75,,0.3846,
公路铁路运输,0.01,-1.96,-3.76,,47.73,73,1.59,,0.3846,
医疗服务,-1.76,-11.84,12.79,-4.29,47.72,74,5.14,-17.0426,0.1296,
机场航运,-0.18,-7.39,2.64,-7.5,47.56,75,0.74,,0.3333,
生物制品,-0.09,-12.08,0.67,-4.42,47.03,76,10.02,-15.3727,0.0943,
通信设备,0.8,-281.03,-50.56,48.31,46.98,77,10.09,31.0261,0.6023,
游戏,-1.02,-5.78,1.3,-11.06,46.82,78,4.42,,0.2174,
旅游及酒店,0.02,-2.83,-4.16,-3.91,46.56,79,5.08,,0.2424,
其他电源设备,-2.28,-20.62,-9.93,-6.82,46.31,80,4.82,,0.2941,
电力,-2.11,-30.38,-45.4,-31.01,45.97,81,10.09,-28.3966,0.5,
化学制药,-0.43,-39.04,4.53,-19.37,45.79,82,4.21,-8.9362,0.1392,
白酒,0.02,-19.76,-17.54,-18.68,45.4,83,2.26,,0.3889,
保险,0.25,-31.92,-16.65,-14.88,45.27,84,1.19,,0.4,
光伏设备,1.94,7.45,-13.71,7.64,44.81,85,6.54,-15.4696,0.2143,
中药,0.03,-11.21,-5.81,-5.5,44.7,86,3.11,,0.2154,
医药商业,0.04,-3.19,-1.69,-2.24,44.46,87,3.88,-26.7045,0.1429,
贵金属,-1.69,-16.43,-7.42,-9.13,42.2,88,4.51,,0.0714,
证券,,-72.79,-62.53,10.2,41.59,89,5.34,,0.5714,
银行,0.4,-30.31,-66.54,-25.82,33.39,90,1.96,-8.5329,0.2857,
