industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
半导体,22.7,-71.23,313.48,-2.69,81.17,1,19.05,38.5053,0.8324,
电子化学品,3.04,9.82,26.51,4.72,73.4,2,20.01,,0.9048,
消费电子,4.58,-85.43,115.21,-1.45,73.02,3,12.38,-14.869,0.5914,
元件,7.84,-136.03,13.31,-7.39,67.96,4,17.16,29.2547,0.8361,
互联网电商,-0.15,-1.82,2.18,-2.67,65.17,5,20.0,11.6554,0.7368,
计算机设备,-1.84,-36.01,29.3,-9.2,64.84,6,12.28,-32.1429,0.642,
专用设备,4.06,-15.11,12.81,0.36,63.35,7,20.0,47.2416,0.5393,
自动化设备,1.29,-80.4,-0.19,21.73,63.3,8,20.01,34.5188,0.6667,
化学原料,-0.07,-9.8,1.7,-5.1,62.45,9,9.83,31.8052,0.8596,
军工电子,0.97,9.56,5.29,-19.94,62.12,10,10.0,,0.8033,
燃气,0.16,-0.65,-2.87,-1.53,61.07,11,8.28,,0.875,
教育,,-0.51,-1.08,-0.01,60.73,12,7.22,-25.9259,0.8667,
塑料制品,1.56,-24.9,-3.56,-2.7,60.64,13,18.81,,0.5974,
IT服务,0.56,-32.22,-0.18,-19.7,60.41,14,13.08,,0.6953,
通用设备,6.52,-34.16,14.08,-2.81,60.09,15,10.41,-14.9028,0.6033,
光学光电子,-15.18,45.2,19.5,17.82,59.97,16,13.83,15.1195,0.4579,
军工装备,1.95,21.45,7.2,-23.4,59.37,17,6.59,,0.7317,
化学制品,3.3,-36.56,2.9,-24.39,59.0,18,10.02,10.5657,0.6707,
养殖业,0.16,1.92,-5.07,-2.61,58.98,19,8.88,-7.3897,0.7778,
农产品加工,0.28,0.4,-2.78,-2.44,58.4,20,7.44,-23.2156,0.7619,
贸易,0.09,0.43,-1.47,-0.01,58.05,21,10.03,,0.6667,
物流,-1.99,-2.19,-2.26,-3.05,58.02,22,13.12,51.639,0.5957,
金属新材料,1.15,-7.88,-12.81,6.65,57.76,23,10.06,-2.2599,0.7647,
其他电子,3.88,-18.88,-0.9,-7.12,57.57,24,10.04,,0.6364,
房地产,-0.83,-0.29,-3.73,-15.69,57.36,25,9.89,-5.9801,0.6582,
环保设备,-0.3,0.77,2.39,-1.76,56.94,26,16.37,,0.4138,
农化制品,-1.52,-19.85,11.87,-12.95,56.53,27,7.57,-28.0156,0.5185,
通信服务,,-13.7,-0.08,-11.03,55.92,28,8.45,-0.4702,0.5854,
电机,0.46,-4.83,-2.52,-0.77,55.75,29,5.3,,0.68,
包装印刷,0.84,-10.34,1.18,-4.54,55.72,30,9.97,-7.7994,0.525,
