industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
元件,13.31,13.04,-7.39,65.09,89.01,1,19.99,30.726,0.7097,0.9788
电力,-45.4,-117.63,-31.01,0.67,75.28,2,10.03,69.5394,0.0734,1.0
煤炭开采加工,-10.2,-12.07,-8.99,-9.61,74.71,3,2.18,-18.2288,0.0588,0.9747
白酒,-17.54,-16.7,-18.68,-11.79,68.51,4,0.38,-14.6195,0.0526,0.978
非金属材料,0.48,-8.65,-0.73,3.72,68.22,5,10.0,21.8414,0.4,0.9724
半导体,313.48,119.66,-2.69,123.65,67.35,6,1212.84,,0.8324,0.9205
机场航运,2.64,-10.57,-7.5,0.79,67.04,7,3.31,-8.7675,0.3846,0.9436
电池,6.13,-81.73,64.87,32.17,65.38,8,17.5,-0.7456,0.3883,0.9024
通信设备,-50.56,50.77,48.31,102.78,65.12,9,10.01,70.3448,0.3626,0.9328
电子化学品,26.51,-13.66,4.72,48.8,62.18,10,15.64,36.2391,0.7561,0.9262
零售,-10.58,-7.83,-2.32,-9.6,61.51,11,7.36,-10.8369,0.1127,0.9349
光学光电子,19.5,-72.11,17.82,41.43,61.36,12,25.16,,0.4095,0.9417
证券,-62.53,-50.23,10.2,6.71,60.14,13,10.04,52.0476,0.08,0.9366
其他电子,-0.9,1.37,-7.12,10.24,59.36,14,9.14,13.9733,0.3824,0.936
建筑材料,-4.53,-9.36,-3.1,14.2,58.11,15,17.59,97.2807,0.2603,0.9364
其他电源设备,-9.93,2.38,-6.82,18.08,56.25,16,19.99,,0.3143,0.9153
自动化设备,-0.19,17.6,21.73,5.24,56.25,16,16.05,61.3116,0.3958,0.9351
消费电子,115.21,52.59,-1.45,23.28,55.62,18,10.03,11.6308,0.4632,0.9472
影视院线,-6.72,-0.99,-3.26,-1.89,55.47,19,0.24,-11.2903,0.0526,0.9558
食品加工制造,-3.24,-3.7,-7.46,0.8,55.41,20,9.99,-1.8629,0.1667,0.9332
能源金属,33.25,-17.3,-11.14,15.46,54.73,21,10.02,29.9253,0.8333,0.7996
小金属,-18.97,-8.75,-8.78,29.21,53.1,22,10.0,48.1227,0.3448,0.9026
中药,-5.81,-1.19,-5.5,-2.08,51.63,23,2.83,-5.8885,0.1324,0.9256
钢铁,-5.05,-3.19,-1.75,0.07,51.47,24,8.4,-17.5399,0.1395,0.8825
饮料制造,-3.29,-3.65,-13.23,-4.64,51.42,25,1.91,5.2333,0.0217,0.9629
汽车服务及其他,0.83,-1.84,-0.72,-0.75,50.85,26,11.84,22.8087,0.32,0.9173
房地产,-3.73,-4.01,-15.69,-7.3,50.84,27,10.01,27.1941,0.1047,0.9041
港口航运,-10.59,-13.07,-12.01,-4.58,50.34,28,10.02,7.5365,0.2647,0.924
互联网电商,2.18,-1.33,-2.67,-0.09,49.93,29,10.02,17.862,0.3684,0.8998
旅游及酒店,-4.16,-1.69,-3.91,-2.49,49.81,30,-1.17,-2.9885,0.0,0.9001
电网设备,-10.82,-25.97,-1.43,-2.93,49.6,31,10.01,37.548,0.1679,0.9082
其他社会服务,1.35,-1.03,-1.36,0.17,49.41,32,8.63,-12.9894,0.2439,0.9033
公路铁路运输,-3.76,-6.13,-6.92,2.55,48.82,33,3.02,-10.4907,0.0645,0.9702
医疗服务,12.79,15.02,-4.29,0.29,48.8,34,10.0,14.6409,0.4643,0.8814
生物制品,0.67,5.36,-4.42,-1.16,48.47,35,7.63,7.1394,0.283,0.889
银行,-66.54,-64.54,-25.82,20.28,48.46,36,-1.12,-0.2586,0.0,0.96
金属新材料,-12.81,9.11,6.65,3.46,48.31,37,5.98,52.0791,0.2353,0.9322
教育,-1.08,-0.51,-0.01,-0.09,48.2,38,5.54,-4.5682,0.1333,0.8999
建筑装饰,-21.64,-25.65,-23.19,-14.23,48.19,39,20.09,10.2913,0.1875,0.9049
服装家纺,-3.23,0.01,-3.53,-1.73,47.92,40,13.97,49.1168,0.1644,0.9092
塑料制品,-3.56,-12.65,-2.7,-5.09,47.85,41,11.19,-2.7597,0.3026,0.9404
医药商业,-1.69,-0.7,-2.24,-0.9,47.83,42,7.25,9.9617,0.0938,0.8892
贸易,-1.47,-1.22,-0.01,-1.08,47.78,43,2.15,-2.2091,0.1333,0.9134
美容护理,-1.2,-1.26,-1.2,-1.19,47.61,44,4.42,11.4565,0.0909,0.8913
化学纤维,0.18,-7.59,-4.55,4.28,47.46,45,13.13,6.686,0.5172,0.8498
保险,-16.65,-45.21,-14.88,1.45,47.37,46,-0.75,2.8092,0.0,0.8952
化学制药,4.53,13.12,-19.37,0.44,47.04,47,11.0,1.0554,0.3052,0.8882
工业金属,-14.38,-35.25,-50.93,-4.82,46.95,48,10.0,19.4472,0.4615,0.9149
环境治理,-7.25,-3.87,-3.34,-0.44,46.52,49,11.68,19.2893,0.1518,0.9081
通用设备,14.08,3.57,-2.81,8.5,46.45,50,18.12,15.192,0.2846,0.9088
军工电子,5.29,-3.22,-19.94,0.12,46.0,51,16.1,5.9787,0.5484,0.8658
专用设备,12.81,2.87,0.36,17.02,45.25,52,16.21,57.5386,0.2222,0.9098
贵金属,-7.42,-21.53,-9.13,-2.01,45.23,53,7.88,26.4071,0.4286,0.7914
家居用品,0.19,-0.87,-0.37,-1.91,45.21,54,10.01,30.303,0.1979,0.9044
物流,-2.26,-1.29,-3.05,-3.19,45.17,55,10.0,27.2576,0.102,0.8951
文化传媒,-14.21,3.08,-11.67,-6.81,44.96,56,9.99,24.7552,0.0976,0.8973
农化制品,11.87,-16.88,-12.95,0.77,44.49,57,9.99,27.2406,0.4576,0.8503
光伏设备,-13.71,-38.39,7.64,1.96,44.39,58,13.05,18.2692,0.2361,0.8873
综合,2.07,-1.45,-5.33,1.55,43.69,59,7.51,-1.25,0.1875,0.8714
医疗器械,-7.67,-0.9,0.7,-2.05,43.63,60,7.44,-4.1601,0.2302,0.8887
环保设备,2.39,-1.28,-1.76,-2.37,42.89,61,10.01,52.0134,0.2667,0.9095
造纸,-2.19,-3.63,-2.1,-0.53,42.53,62,2.13,,0.087,0.8982
养殖业,-5.07,-7.79,-2.61,-0.26,42.14,63,4.08,11.2761,0.0833,0.8896
化学原料,1.7,-12.22,-5.1,-1.06,41.8,64,10.0,63.3151,0.2712,0.8865
橡胶制品,0.84,-0.07,0.93,2.17,41.65,65,10.0,29.5638,0.2273,0.8974
厨卫电器,-0.31,-0.04,-0.27,-0.26,41.55,66,5.01,-4.6712,0.3333,0.8554
