industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
半导体,45.19,267.76,336.38,-52.16,78.11,1,20.0,-12.2007,0.6554,
通用设备,-31.68,-6.51,47.77,-10.0,72.43,2,30.0,,0.6437,
自动化设备,-4.65,8.45,68.98,0.59,71.04,3,10.91,-18.3427,0.5895,
通信设备,-34.69,12.55,193.39,-37.91,68.79,4,10.0,23.3766,0.4396,
化学制药,11.18,-9.33,-8.43,-19.01,67.93,5,25.71,,0.981,
生物制品,2.61,-2.92,-2.84,-5.9,67.36,6,18.07,-10.0988,0.9444,
消费电子,-34.4,14.81,88.53,-42.32,67.09,7,5.66,,0.4632,
医疗服务,4.79,1.55,-6.31,-8.28,66.93,8,19.95,-15.3333,0.9107,
专用设备,-34.65,3.83,32.64,-14.03,66.9,9,14.28,-33.4302,0.6616,
光学光电子,-11.51,26.0,45.5,-49.62,66.62,10,12.74,18.5819,0.5577,
计算机设备,-8.89,28.47,28.33,-22.21,65.97,11,15.55,-26.9977,0.6265,
证券,6.93,-23.24,13.7,-14.2,65.7,12,10.0,4.4957,0.898,
化学制品,-14.49,-3.28,10.04,-28.26,65.57,13,20.02,-4.2052,0.6782,
汽车零部件,-4.16,-18.06,28.59,-8.94,64.55,14,10.03,-10.3048,0.6906,
医药商业,0.49,-1.82,-0.61,-1.66,64.23,15,9.99,-14.8827,0.9677,
IT服务,-28.07,-19.56,16.47,-16.49,63.57,16,19.91,-21.2613,0.5161,
美容护理,-0.24,-1.21,-0.33,-2.43,63.14,17,10.04,-11.1187,0.9091,
中药,3.81,-7.66,-3.93,-7.88,62.64,18,10.43,-11.2181,0.9104,
养殖业,-0.23,-5.71,-3.1,-3.71,62.64,18,10.05,-12.4823,0.9118,
综合,-8.24,-1.6,0.81,-12.18,62.63,20,9.93,1.3423,0.875,
元件,-87.45,-33.24,139.53,16.85,62.58,21,10.0,25.6983,0.129,
纺织制造,0.96,0.35,0.39,-1.41,62.58,21,10.01,35.6061,0.875,
医疗器械,-0.38,-1.57,-5.64,-7.79,62.11,23,10.83,19.3701,0.8913,
环境治理,-6.13,-6.29,-0.44,-5.79,61.68,24,14.49,-18.3688,0.7264,
塑料制品,-22.63,-12.96,12.92,-15.6,61.62,25,17.02,25.7945,0.5263,
电子化学品,-3.57,33.51,33.81,-7.7,61.32,26,13.5,33.671,0.3902,
厨卫电器,0.14,0.06,-0.58,-0.48,61.3,27,7.83,-30.6843,0.875,
服装家纺,1.06,-3.94,5.43,-1.96,61.29,28,10.13,-6.3291,0.7568,
公路铁路运输,1.97,-2.76,-5.42,-6.05,61.01,29,5.48,-10.5882,0.9677,
化学原料,-3.81,-12.38,-4.27,-11.75,60.94,30,15.52,,0.7018,
食品加工制造,0.3,-13.38,-1.28,-2.72,60.94,30,6.63,,0.8939,
汽车服务及其他,0.46,-1.42,-0.88,0.35,60.61,32,5.05,-6.8908,0.913,
其他电子,-0.02,2.37,28.68,-15.61,60.56,33,9.64,,0.5,
家居用品,0.17,-3.11,-0.92,-1.51,60.55,34,10.04,7.2178,0.7857,
房地产,0.52,-2.81,-4.68,-15.54,60.28,35,10.15,7.6923,0.8072,
农产品加工,-0.08,-4.48,-2.22,-3.3,60.27,36,4.29,-16.293,0.9286,
软件开发,-19.01,-10.81,-1.92,-16.45,60.06,37,20.0,-19.125,0.5221,
电机,-1.16,-6.68,1.21,-2.21,59.87,38,10.02,-24.2533,0.7308,
零售,-0.28,-22.71,-4.63,-11.01,59.77,39,9.96,-10.1626,0.7857,
石油加工贸易,0.78,-1.7,-1.31,0.76,59.55,40,9.99,-18.4699,0.7407,
旅游及酒店,0.01,-6.14,-2.57,-3.86,59.23,41,5.21,-15.625,0.8571,
轨交设备,-1.39,-1.08,0.06,-6.27,59.2,42,7.71,20.3129,0.7667,
港口航运,4.11,1.92,-8.99,-10.16,59.02,43,7.36,-5.6893,0.8571,
物流,0.62,-3.07,-3.92,-3.44,58.86,44,5.96,-13.081,0.8333,
橡胶制品,2.44,-0.39,-0.87,-2.34,58.84,45,7.13,11.8677,0.7727,
环保设备,0.86,-1.2,2.22,-2.18,58.77,46,9.99,-11.707,0.6667,
非金属材料,-6.26,-8.16,3.87,-1.33,58.36,47,19.18,,0.4,
燃气,-2.01,-1.49,-1.23,-1.49,58.16,48,3.47,-11.1667,0.8333,
白色家电,-11.2,-12.11,-4.81,-3.91,58.05,49,9.85,-33.321,0.7045,
造纸,-0.3,-3.89,-2.54,-3.27,57.84,50,10.03,-21.3001,0.6667,
种植业与林业,-1.04,-5.25,-2.87,-1.98,57.39,51,7.36,-10.0662,0.7143,
建筑材料,-8.2,-20.48,9.58,-13.76,57.17,52,7.41,0.6438,0.5775,
包装印刷,-3.95,0.76,-2.77,1.6,57.04,53,9.98,-6.4632,0.6304,
影视院线,-0.23,-8.71,-2.05,-3.51,56.69,54,7.53,-3.9189,0.6667,
贸易,-0.43,-2.08,-0.92,-3.1,56.49,55,4.77,10.4581,0.7143,
建筑装饰,-16.47,7.29,-8.43,-31.38,56.32,56,11.04,-17.6916,0.6241,
金属新材料,-6.72,-12.27,1.48,-4.33,56.18,57,20.0,37.6719,0.2941,
煤炭开采加工,-1.34,-11.31,-23.03,-0.59,56.04,58,10.04,-4.6099,0.7812,
银行,27.22,-31.76,-31.52,20.49,55.34,59,3.28,-5.6774,1.0,
文化传媒,-25.39,-17.96,-5.16,-20.67,55.32,60,9.98,-13.059,0.5679,
工程机械,-4.37,-1.79,-0.27,4.46,55.23,61,6.57,-15.4104,0.6,
饮料制造,-1.9,-5.65,-7.6,-4.24,55.17,62,4.68,-11.0583,0.7174,
化学纤维,-2.67,-3.21,-2.2,-7.75,55.13,63,9.72,-17.974,0.5357,
农化制品,-12.76,-16.85,-3.89,-10.05,54.72,64,9.98,1.0256,0.5254,
电力,-11.36,-35.89,-0.96,-61.36,54.14,65,9.99,19.5928,0.4667,
黑色家电,0.19,-0.73,3.4,-2.57,54.02,66,4.46,-39.6189,0.5556,
油气开采及服务,-2.62,-1.37,-3.52,0.81,53.76,67,9.98,,0.4737,
电网设备,-22.6,-37.83,1.62,-32.43,53.74,68,10.02,-7.8287,0.4203,
多元金融,-0.15,-3.03,0.68,-4.5,53.43,69,4.93,-8.2915,0.5417,
其他电源设备,-12.53,-4.65,10.2,-5.79,53.28,70,9.9,-15.4812,0.3143,
教育,-0.3,-1.33,0.97,-0.61,53.0,71,2.75,-23.4395,0.5714,
互联网电商,-0.59,3.75,2.33,-2.49,52.6,72,5.32,7.7217,0.4737,
其他社会服务,-1.36,1.82,-0.36,-3.09,52.16,73,3.42,,0.5263,
小家电,-1.08,-1.98,-0.78,0.81,51.76,74,3.03,-18.2216,0.52,
通信服务,-16.36,-10.17,10.61,-6.88,51.56,75,7.97,-17.4342,0.2727,
工业金属,-93.31,-17.31,16.3,-38.19,50.14,76,10.05,2.9038,0.0926,
电池,-62.07,-41.74,-12.68,-8.81,49.97,77,10.01,-19.1718,0.375,
机场航运,-2.4,-1.08,1.83,-10.14,49.58,78,1.75,-11.4907,0.4167,
钢铁,-10.62,-12.56,-5.87,-12.8,49.21,79,3.33,-10.9062,0.4359,
小金属,-70.78,-56.52,5.45,-27.54,48.84,80,9.99,18.3615,0.1379,
军工电子,-10.33,11.44,3.53,-30.89,48.8,81,4.57,-16.0822,0.2903,
