industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
机场航运,,,,,65.02,1,10.03,,1.0,
证券,,,,,64.98,2,9.97,,1.0,
半导体,,,,,62.4,3,20.0,,0.6201,
保险,,,,,62.09,4,4.18,,1.0,
白酒,,,,,61.49,5,7.2,,0.8947,
元件,,,,,59.22,6,12.64,,0.6452,
其他电子,,,,,58.82,7,20.03,,0.4412,
电子化学品,,,,,57.25,8,14.01,,0.5122,
通信设备,,,,,56.74,9,29.99,,0.3371,
环保设备,,,,,56.67,10,20.0,,0.3333,
游戏,,,,,55.83,11,10.0,,0.5417,
自动化设备,,,,,55.3,12,18.94,,0.2917,
黑色家电,,,,,54.45,13,3.9,,0.625,
消费电子,,,,,54.13,14,13.52,,0.3684,
塑料制品,,,,,54.1,15,20.0,,0.2051,
光学光电子,,,,,53.83,16,12.95,,0.3679,
通用设备,,,,,53.08,17,18.29,,0.1968,
纺织制造,,,,,53.03,18,20.01,,0.1515,
多元金融,,,,,52.9,19,4.26,,0.5385,
小金属,,,,,52.86,20,10.0,,0.3929,
影视院线,,,,,52.78,21,10.0,,0.3889,
造纸,,,,,52.14,22,17.62,,0.1667,
军工电子,,,,,51.89,23,10.0,,0.3443,
金属新材料,,,,,51.88,24,7.29,,0.4118,
非金属材料,,,,,51.42,25,9.5,,0.3333,
专用设备,,,,,51.14,26,13.79,,0.2121,
生物制品,,,,,51.05,27,13.21,,0.2222,
其他电源设备,,,,,50.71,28,10.0,,0.2857,
建筑材料,,,,,50.29,29,10.03,,0.2639,
光伏设备,,,,,50.29,29,10.02,,0.2639,
医疗服务,,,,,50.28,31,6.99,,0.3393,
食品加工制造,,,,,49.85,32,10.01,,0.2424,
化学纤维,,,,,49.82,33,9.98,,0.2414,
环境治理,,,,,49.77,34,14.53,,0.125,
化学制药,,,,,49.67,35,10.89,,0.2115,
橡胶制品,,,,,49.56,36,10.02,,0.2273,
钢铁,,,,,49.43,37,10.08,,0.2195,
零售,,,,,49.23,38,10.01,,0.2113,
电机,,,,,49.22,39,10.74,,0.1923,
计算机设备,,,,,49.15,40,10.0,,0.2073,
工业金属,,,,,49.08,41,10.89,,0.1818,
物流,,,,,49.08,41,10.0,,0.2041,
贸易,,,,,49.0,43,10.0,,0.2,
化学制品,,,,,48.98,44,10.06,,0.1977,
建筑装饰,,,,,48.8,45,10.0,,0.1901,
化学原料,,,,,48.74,46,10.03,,0.1864,
电池,,,,,48.41,47,9.96,,0.1714,
能源金属,,,,,48.33,48,10.0,,0.1667,
房地产,,,,,48.23,49,8.66,,0.1951,
家居用品,,,,,47.97,50,10.04,,0.1474,
综合,,,,,47.86,51,5.72,,0.25,
汽车零部件,,,,,47.7,52,10.04,,0.1338,
轨交设备,,,,,47.68,53,10.02,,0.1333,
农化制品,,,,,47.63,54,10.01,,0.1311,
电网设备,,,,,47.59,55,10.0,,0.1295,
厨卫电器,,,,,47.53,56,6.17,,0.2222,
中药,,,,,47.39,57,10.0,,0.1194,
包装印刷,,,,,47.32,58,10.1,,0.1136,
饮料制造,,,,,47.29,59,10.04,,0.1136,
煤炭开采加工,,,,,47.15,60,7.03,,0.1818,
军工装备,,,,,46.95,61,9.99,,0.0976,
风电设备,,,,,46.88,62,10.01,,0.0938,
汽车服务及其他,,,,,46.73,63,6.79,,0.1667,
燃气,,,,,46.62,64,10.05,,0.08,
IT服务,,,,,46.55,65,10.0,,0.0775,
文化传媒,,,,,46.4,66,9.98,,0.0706,
医疗器械,,,,,46.23,67,5.55,,0.1727,
服装家纺,,,,,45.84,68,6.69,,0.125,
公路铁路运输,,,,,45.82,69,1.31,,0.2581,
通信服务,,,,,45.63,70,6.61,,0.1163,
养殖业,,,,,45.56,71,10.01,,0.0278,
美容护理,,,,,45.42,72,2.35,,0.2121,
白色家电,,,,,45.34,73,2.69,,0.2,
软件开发,,,,,45.23,74,7.83,,0.0657,
小家电,,,,,45.07,75,3.73,,0.16,
石油加工贸易,,,,,45.04,76,7.11,,0.0741,
港口航运,,,,,45.04,76,1.84,,0.2059,
工程机械,,,,,44.97,78,3.27,,0.1667,
农产品加工,,,,,44.85,79,3.84,,0.1463,
电力,,,,,44.69,80,6.79,,0.0648,
油气开采及服务,,,,,44.61,81,2.9,,0.1579,
教育,,,,,44.6,82,3.86,,0.1333,
互联网电商,,,,,44.57,83,4.44,,0.1176,
旅游及酒店,,,,,44.28,84,2.67,,0.1471,
其他社会服务,,,,,44.26,85,4.42,,0.1026,
医药商业,,,,,44.21,86,2.17,,0.1562,
种植业与林业,,,,,44.02,87,4.03,,0.1,
汽车整车,,,,,43.93,88,2.64,,0.1304,
银行,,,,,42.71,89,0.42,,0.125,
贵金属,,,,,39.22,90,-1.57,,0.0,
