industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
半导体,-63.27,267.76,336.38,-52.16,93.48,1,15.71,0.9822,0.5311,
通用设备,-54.73,-6.51,47.77,-10.0,90.74,2,30.0,,0.5592,
自动化设备,-27.07,8.45,68.98,0.59,89.92,3,13.73,,0.4632,
通信设备,-123.89,12.55,193.39,-37.91,86.59,4,10.0,36.8996,0.3297,
光学光电子,-36.05,26.0,45.5,-49.62,84.61,5,11.2,25.711,0.4953,
消费电子,-76.13,14.81,88.53,-42.32,84.3,6,5.7,-3.8388,0.3226,
汽车零部件,-18.28,-18.06,28.59,-8.94,83.55,7,13.93,,0.5833,
元件,-117.75,-33.24,139.53,16.85,82.9,8,10.0,37.883,0.1452,
计算机设备,-25.6,28.47,28.33,-22.21,82.19,9,14.74,-14.1684,0.4578,
IT服务,-43.66,-19.56,16.47,-16.49,80.61,10,19.91,-2.4209,0.368,
专用设备,-49.16,3.83,32.64,-14.03,79.97,11,11.94,-24.9069,0.5515,
电子化学品,-14.34,33.51,33.81,-7.7,79.47,12,13.71,57.7218,0.2927,
纺织制造,0.87,0.35,0.39,-1.41,78.79,13,10.01,35.6293,0.7812,
其他电子,-5.79,2.37,28.68,-15.61,76.45,14,7.32,,0.3529,
房地产,-4.32,-2.81,-4.68,-15.54,76.26,15,10.15,18.1452,0.6988,
橡胶制品,1.17,-0.39,-0.87,-2.34,75.61,16,10.0,20.133,0.7727,
证券,-29.02,-23.24,13.7,-14.2,75.59,17,10.0,13.2934,0.6042,
生物制品,0.43,-2.92,-2.84,-5.9,75.32,18,18.44,9.1114,0.8704,
环境治理,-8.83,-6.29,-0.44,-5.79,74.68,19,19.98,0.3765,0.6273,
软件开发,-35.98,-10.81,-1.92,-16.45,74.3,20,20.0,-1.7464,0.3333,
非金属材料,-9.43,-8.16,3.87,-1.33,74.2,21,16.19,,0.4,
环保设备,-0.31,-1.2,2.22,-2.18,73.51,22,12.03,7.6882,0.6667,
塑料制品,-22.56,-12.96,12.92,-15.6,73.45,23,18.0,-2.1422,0.4342,
金属新材料,-14.61,-12.27,1.48,-4.33,73.07,24,20.0,37.6675,0.1562,
其他电源设备,-23.3,-4.65,10.2,-5.79,72.7,25,9.9,-8.642,0.2857,
电机,-4.7,-6.68,1.21,-2.21,72.64,26,10.02,-16.567,0.4167,
影视院线,-1.79,-8.71,-2.05,-3.51,71.94,27,6.19,2.7211,0.5263,
化学制品,-32.18,-3.28,10.04,-28.26,71.16,28,20.0,16.6667,0.5486,
白色家电,-20.9,-12.11,-4.81,-3.91,70.57,29,7.18,-26.9347,0.625,
医疗服务,2.05,1.55,-6.31,-8.28,70.11,30,19.95,3.1603,0.8,
工程机械,-8.01,-1.79,-0.27,4.46,70.05,31,7.41,-8.4242,0.5278,
服装家纺,0.69,-3.94,5.43,-1.96,69.02,32,10.82,25.8824,0.6849,
通信服务,-26.78,-10.17,10.61,-6.88,68.62,33,4.99,13.8374,0.2,
造纸,-1.75,-3.89,-2.54,-3.27,68.45,34,10.03,-14.0058,0.5833,
工业金属,-118.35,-17.31,16.3,-38.19,68.25,35,6.35,10.4396,0.0909,
零售,-3.51,-22.71,-4.63,-11.01,67.96,36,9.96,-2.4096,0.6769,
建筑材料,-11.12,-20.48,9.58,-13.76,67.67,37,8.51,-0.6586,0.4648,
包装印刷,-6.71,0.76,-2.77,1.6,67.64,38,10.02,-9.3333,0.5778,
养殖业,-3.35,-5.71,-3.1,-3.71,67.48,39,10.05,-3.9604,0.7143,
文化传媒,-36.14,-17.96,-5.16,-20.67,67.41,40,9.98,-1.6559,0.3875,
家居用品,-2.79,-3.11,-0.92,-1.51,66.95,41,10.04,17.5163,0.6598,
电池,-103.44,-41.74,-12.68,-8.81,66.89,42,10.01,-4.1339,0.2212,
其他社会服务,-3.19,1.82,-0.36,-3.09,66.57,43,2.93,,0.4103,
黑色家电,-0.83,-0.73,3.4,-2.57,66.53,44,4.32,-35.9909,0.4444,
军工电子,-16.86,11.44,3.53,-30.89,66.5,45,3.84,-13.0959,0.1935,
建筑装饰,-31.61,7.29,-8.43,-31.38,66.48,46,10.03,4.9748,0.4964,
综合,-15.61,-1.6,0.81,-12.18,66.31,47,9.93,8.4967,0.875,
小金属,-88.31,-56.52,5.45,-27.54,66.14,48,9.99,36.3591,0.1379,
军工装备,-57.85,-5.97,-4.71,-29.97,66.1,49,7.26,35.1687,0.1707,
医疗器械,-4.02,-1.57,-5.64,-7.79,65.81,50,11.49,7.5681,0.8561,
互联网电商,-1.49,3.75,2.33,-2.49,65.52,51,7.03,19.0213,0.3889,
汽车服务及其他,0.74,-1.42,-0.88,0.35,65.31,52,5.38,,0.8,
电网设备,-44.63,-37.83,1.62,-32.43,65.1,53,10.02,2.9235,0.2993,
食品加工制造,-3.04,-13.38,-1.28,-2.72,64.31,54,9.22,,0.75,
化学制药,3.46,-9.33,-8.43,-19.01,64.22,55,27.9,,0.9172,
轨交设备,-4.23,-1.08,0.06,-6.27,64.11,56,6.86,32.5362,0.6552,
旅游及酒店,-0.2,-6.14,-2.57,-3.86,62.86,57,7.73,-3.3898,0.8571,
化学纤维,-5.19,-3.21,-2.2,-7.75,62.27,58,5.6,1.2677,0.3929,
多元金融,-2.74,-3.03,0.68,-4.5,61.89,59,3.74,-1.8998,0.4,
美容护理,-1.18,-1.21,-0.33,-2.43,61.77,60,10.04,-0.4888,0.7576,
燃气,-2.45,-1.49,-1.23,-1.49,61.64,61,9.97,20.7645,0.7917,
风电设备,-12.34,-3.87,-6.12,-8.72,61.47,62,2.54,-15.1175,0.1935,
农产品加工,-1.0,-4.48,-2.22,-3.3,61.26,63,4.09,,0.775,
物流,-0.5,-3.07,-3.92,-3.44,61.01,64,4.97,-7.537,0.7551,
光伏设备,-60.05,-28.54,-12.02,-23.8,60.58,65,5.36,47.6096,0.1644,
电力,-31.52,-35.89,-0.96,-61.36,59.92,66,10.01,7.5,0.2617,
贵金属,-65.34,1.17,15.13,-14.04,59.66,67,4.42,20.6268,0.0714,
公路铁路运输,0.94,-2.76,-5.42,-6.05,59.6,68,5.26,-7.5145,0.9032,
饮料制造,-3.89,-5.65,-7.6,-4.24,59.3,69,5.08,-6.2382,0.6304,
厨卫电器,-0.03,0.06,-0.58,-0.48,58.61,70,5.1,-24.0381,0.6667,
小家电,-1.62,-1.98,-0.78,0.81,57.91,71,2.67,-14.9188,0.48,
银行,29.09,-31.76,-31.52,20.49,57.76,72,4.09,0.565,0.95,
能源金属,-39.53,-11.28,-16.47,-7.0,56.64,73,-0.14,-31.4568,0.0,
贸易,-1.36,-2.08,-0.92,-3.1,56.52,74,3.91,15.1778,0.5385,
石油加工贸易,-3.17,-1.7,-1.31,0.76,56.52,74,9.99,-7.1307,0.44,
钢铁,-19.92,-12.56,-5.87,-12.8,55.59,76,2.61,-5.551,0.2045,
教育,-0.73,-1.33,0.97,-0.61,55.12,77,1.82,-17.2236,0.4667,
种植业与林业,-2.14,-5.25,-2.87,-1.98,54.62,78,5.89,-3.2301,0.5,
化学原料,-9.15,-12.38,-4.27,-11.75,54.33,79,10.87,,0.5345,
中药,1.8,-7.66,-3.93,-7.88,54.11,80,9.97,-1.0101,0.8507,
农化制品,-22.51,-16.85,-3.89,-10.05,53.91,81,9.98,13.6364,0.4098,
机场航运,-4.77,-1.08,1.83,-10.14,53.65,82,0.57,-5.8859,0.1667,
汽车整车,-16.94,-22.9,-12.01,-10.74,53.58,83,2.23,-26.2735,0.3182,
保险,-7.6,-6.72,-0.87,-1.04,52.18,84,-0.71,6.9465,0.0,
游戏,-15.15,-9.37,-5.86,-6.3,50.8,85,5.13,-10.6538,0.1739,
医药商业,-0.05,-1.82,-0.61,-1.66,48.82,86,9.99,-3.6226,0.9062,
港口航运,0.72,1.92,-8.99,-10.16,46.82,87,5.68,12.099,0.6571,
白酒,-19.52,-19.21,-10.28,-10.74,44.73,88,2.51,-25.9595,0.2105,
煤炭开采加工,-6.09,-11.31,-23.03,-0.59,43.91,89,10.04,3.4965,0.4118,
油气开采及服务,-5.63,-1.37,-3.52,0.81,38.74,90,9.98,-6.4125,0.3684,
