industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
半导体,-63.27,267.76,336.38,-52.16,86.63,1,15.71,0.9822,0.5311,
通信设备,-123.89,12.55,193.39,-37.91,86.59,2,10.0,36.8996,0.3297,
自动化设备,-27.07,8.45,68.98,0.59,81.62,3,13.73,,0.4632,
电子化学品,-14.34,33.51,33.81,-7.7,79.47,4,13.71,57.7218,0.2927,
消费电子,-76.13,14.81,88.53,-42.32,77.14,5,5.7,-3.8388,0.3226,
元件,-117.75,-33.24,139.53,16.85,77.07,6,10.0,37.883,0.1452,
光学光电子,-36.05,26.0,45.5,-49.62,76.74,7,11.2,25.711,0.4953,
通用设备,-54.73,-6.51,47.77,-10.0,75.22,8,30.0,,0.5592,
其他电子,-5.79,2.37,28.68,-15.61,69.19,9,7.32,,0.3529,
汽车零部件,-18.28,-18.06,28.59,-8.94,67.95,10,13.93,,0.5833,
专用设备,-49.16,3.83,32.64,-14.03,67.14,11,11.94,-24.9069,0.5515,
计算机设备,-25.6,28.47,28.33,-22.21,65.89,12,14.74,-14.1684,0.4578,
化学制品,-32.18,-3.28,10.04,-28.26,65.11,13,20.0,16.6667,0.5486,
医药商业,-0.05,-1.82,-0.61,-1.66,63.2,14,9.99,-3.6226,0.9062,
环境治理,-8.83,-6.29,-0.44,-5.79,62.79,15,19.98,0.3765,0.6273,
环保设备,-0.31,-1.2,2.22,-2.18,62.7,16,12.03,7.6882,0.6667,
生物制品,0.43,-2.92,-2.84,-5.9,62.28,17,18.44,9.1114,0.8704,
石油加工贸易,-3.17,-1.7,-1.31,0.76,62.26,18,9.99,-7.1307,0.44,
塑料制品,-22.56,-12.96,12.92,-15.6,62.14,19,18.0,-2.1422,0.4342,
橡胶制品,1.17,-0.39,-0.87,-2.34,61.9,20,10.0,20.133,0.7727,
造纸,-1.75,-3.89,-2.54,-3.27,61.17,21,10.03,-14.0058,0.5833,
纺织制造,0.87,0.35,0.39,-1.41,60.87,22,10.01,35.6293,0.7812,
化学制药,3.46,-9.33,-8.43,-19.01,59.72,23,27.9,,0.9172,
养殖业,-3.35,-5.71,-3.1,-3.71,59.53,24,10.05,-3.9604,0.7143,
IT服务,-43.66,-19.56,16.47,-16.49,59.43,25,19.91,-2.4209,0.368,
综合,-15.61,-1.6,0.81,-12.18,58.96,26,9.93,8.4967,0.875,
食品加工制造,-3.04,-13.38,-1.28,-2.72,58.55,27,9.22,,0.75,
金属新材料,-14.61,-12.27,1.48,-4.33,58.36,28,20.0,37.6675,0.1562,
其他电源设备,-23.3,-4.65,10.2,-5.79,57.87,29,9.9,-8.642,0.2857,
非金属材料,-9.43,-8.16,3.87,-1.33,57.56,30,16.19,,0.4,
工业金属,-118.35,-17.31,16.3,-38.19,57.34,31,6.35,10.4396,0.0909,
医疗服务,2.05,1.55,-6.31,-8.28,57.31,32,19.95,3.1603,0.8,
小金属,-88.31,-56.52,5.45,-27.54,56.78,33,9.99,36.3591,0.1379,
证券,-29.02,-23.24,13.7,-14.2,56.75,34,10.0,13.2934,0.6042,
家居用品,-2.79,-3.11,-0.92,-1.51,56.68,35,10.04,17.5163,0.6598,
医疗器械,-4.02,-1.57,-5.64,-7.79,56.65,36,11.49,7.5681,0.8561,
服装家纺,0.69,-3.94,5.43,-1.96,56.59,37,10.82,25.8824,0.6849,
港口航运,0.72,1.92,-8.99,-10.16,56.07,38,5.68,12.099,0.6571,
中药,1.8,-7.66,-3.93,-7.88,55.64,39,9.97,-1.0101,0.8507,
化学纤维,-5.19,-3.21,-2.2,-7.75,55.64,39,5.6,1.2677,0.3929,
工程机械,-8.01,-1.79,-0.27,4.46,55.5,41,7.41,-8.4242,0.5278,
燃气,-2.45,-1.49,-1.23,-1.49,55.42,42,9.97,20.7645,0.7917,
化学原料,-9.15,-12.38,-4.27,-11.75,55.27,43,10.87,,0.5345,
包装印刷,-6.71,0.76,-2.77,1.6,55.12,44,10.02,-9.3333,0.5778,
黑色家电,-0.83,-0.73,3.4,-2.57,54.79,45,4.32,-35.9909,0.4444,
电机,-4.7,-6.68,1.21,-2.21,54.24,46,10.02,-16.567,0.4167,
软件开发,-35.98,-10.81,-1.92,-16.45,54.19,47,20.0,-1.7464,0.3333,
白色家电,-20.9,-12.11,-4.81,-3.91,54.04,48,7.18,-26.9347,0.625,
零售,-3.51,-22.71,-4.63,-11.01,53.79,49,9.96,-2.4096,0.6769,
农产品加工,-1.0,-4.48,-2.22,-3.3,53.79,49,4.09,,0.775,
互联网电商,-1.49,3.75,2.33,-2.49,53.79,49,7.03,19.0213,0.3889,
房地产,-4.32,-2.81,-4.68,-15.54,53.77,52,10.15,18.1452,0.6988,
美容护理,-1.18,-1.21,-0.33,-2.43,53.34,53,10.04,-0.4888,0.7576,
农化制品,-22.51,-16.85,-3.89,-10.05,53.31,54,9.98,13.6364,0.4098,
贵金属,-65.34,1.17,15.13,-14.04,53.27,55,4.42,20.6268,0.0714,
文化传媒,-36.14,-17.96,-5.16,-20.67,53.09,56,9.98,-1.6559,0.3875,
建筑装饰,-31.61,7.29,-8.43,-31.38,52.94,57,10.03,4.9748,0.4964,
建筑材料,-11.12,-20.48,9.58,-13.76,52.52,58,8.51,-0.6586,0.4648,
电网设备,-44.63,-37.83,1.62,-32.43,52.04,59,10.02,2.9235,0.2993,
油气开采及服务,-5.63,-1.37,-3.52,0.81,51.67,60,9.98,-6.4125,0.3684,
