industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
物流,-0.5,-3.07,-3.92,-3.44,51.63,61,4.97,-7.537,0.7551,
其他社会服务,-3.19,1.82,-0.36,-3.09,51.54,62,2.93,,0.4103,
军工电子,-16.86,11.44,3.53,-30.89,51.48,63,3.84,-13.0959,0.1935,
旅游及酒店,-0.2,-6.14,-2.57,-3.86,51.21,64,7.73,-3.3898,0.8571,
种植业与林业,-2.14,-5.25,-2.87,-1.98,50.92,65,5.89,-3.2301,0.5,
公路铁路运输,0.94,-2.76,-5.42,-6.05,50.4,66,5.26,-7.5145,0.9032,
银行,29.09,-31.76,-31.52,20.49,50.2,67,4.09,0.565,0.95,
汽车服务及其他,0.74,-1.42,-0.88,0.35,49.94,68,5.38,,0.8,
影视院线,-1.79,-8.71,-2.05,-3.51,49.66,69,6.19,2.7211,0.5263,
多元金融,-2.74,-3.03,0.68,-4.5,49.17,70,3.74,-1.8998,0.4,
轨交设备,-4.23,-1.08,0.06,-6.27,48.47,71,6.86,32.5362,0.6552,
电池,-103.44,-41.74,-12.68,-8.81,48.14,72,10.01,-4.1339,0.2212,
饮料制造,-3.89,-5.65,-7.6,-4.24,47.66,73,5.08,-6.2382,0.6304,
通信服务,-26.78,-10.17,10.61,-6.88,47.2,74,4.99,13.8374,0.2,
教育,-0.73,-1.33,0.97,-0.61,46.42,75,1.82,-17.2236,0.4667,
贸易,-1.36,-2.08,-0.92,-3.1,45.78,76,3.91,15.1778,0.5385,
能源金属,-39.53,-11.28,-16.47,-7.0,44.05,77,-0.14,-31.4568,0.0,
小家电,-1.62,-1.98,-0.78,0.81,43.65,78,2.67,-14.9188,0.48,
军工装备,-57.85,-5.97,-4.71,-29.97,43.34,79,7.26,35.1687,0.1707,
钢铁,-19.92,-12.56,-5.87,-12.8,43.11,80,2.61,-5.551,0.2045,
机场航运,-4.77,-1.08,1.83,-10.14,42.65,81,0.57,-5.8859,0.1667,
厨卫电器,-0.03,0.06,-0.58,-0.48,42.63,82,5.1,-24.0381,0.6667,
游戏,-15.15,-9.37,-5.86,-6.3,42.4,83,5.13,-10.6538,0.1739,
汽车整车,-16.94,-22.9,-12.01,-10.74,39.99,84,2.23,-26.2735,0.3182,
煤炭开采加工,-6.09,-11.31,-23.03,-0.59,39.81,85,10.04,3.4965,0.4118,
风电设备,-12.34,-3.87,-6.12,-8.72,39.41,86,2.54,-15.1175,0.1935,
电力,-31.52,-35.89,-0.96,-61.36,38.19,87,10.01,7.5,0.2617,
保险,-7.6,-6.72,-0.87,-1.04,38.03,88,-0.71,6.9465,0.0,
白酒,-19.52,-19.21,-10.28,-10.74,34.02,89,2.51,-25.9595,0.2105,
光伏设备,-60.05,-28.54,-12.02,-23.8,33.49,90,5.36,47.6096,0.1644,
