industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
中药,-5.81,-1.19,-5.5,-2.08,57.32,21,2.83,-5.8885,0.1324,0.9378
能源金属,33.25,-17.3,-11.14,15.46,57.12,22,10.02,29.9253,0.8333,0.8034
饮料制造,-3.29,-3.65,-13.23,-4.64,56.89,23,1.91,5.2333,0.0217,0.9794
光学光电子,19.5,-72.11,17.82,41.43,56.6,24,25.16,,0.4095,0.9376
消费电子,115.21,52.59,-1.45,23.28,56.41,25,10.03,11.6308,0.4632,0.9619
服装家纺,-3.23,0.01,-3.53,-1.73,56.31,26,13.97,49.1168,0.1644,0.9332
农化制品,11.87,-16.88,-12.95,0.77,56.26,27,9.99,27.2406,0.4576,0.8762
电子化学品,26.51,-13.66,4.72,48.8,56.1,28,15.64,36.2391,0.7561,0.9071
钢铁,-5.05,-3.19,-1.75,0.07,55.67,29,8.4,-17.5399,0.1395,0.8964
贸易,-1.47,-1.22,-0.01,-1.08,55.54,30,2.15,-2.2091,0.1333,0.937
环境治理,-7.25,-3.87,-3.34,-0.44,55.19,31,11.68,19.2893,0.1518,0.9291
化学纤维,0.18,-7.59,-4.55,4.28,55.07,32,13.13,6.686,0.5172,0.8614
房地产,-3.73,-4.01,-15.69,-7.3,54.92,33,10.01,27.1941,0.1047,0.9187
银行,-66.54,-64.54,-25.82,20.28,54.74,34,-1.12,-0.2586,0.0,0.9821
养殖业,-5.07,-7.79,-2.61,-0.26,54.6,35,4.08,11.2761,0.0833,0.9193
建筑装饰,-21.64,-25.65,-23.19,-14.23,54.49,36,20.09,10.2913,0.1875,0.9201
通信设备,-50.56,50.77,48.31,102.78,54.26,37,10.01,70.3448,0.3626,0.9112
物流,-2.26,-1.29,-3.05,-3.19,53.91,38,10.0,27.2576,0.102,0.9158
农产品加工,-2.78,-1.12,-2.44,-1.9,53.48,39,0.44,-11.5984,0.0476,0.923
其他社会服务,1.35,-1.03,-1.36,0.17,53.2,40,8.63,-12.9894,0.2439,0.9142
综合,2.07,-1.45,-5.33,1.55,53.0,41,7.51,-1.25,0.1875,0.8909
电网设备,-10.82,-25.97,-1.43,-2.93,52.98,42,10.01,37.548,0.1679,0.9173
自动化设备,-0.19,17.6,21.73,5.24,52.97,43,16.05,61.3116,0.3958,0.9229
油气开采及服务,-5.23,-5.39,-6.01,-10.97,52.61,44,1.11,-2.6738,0.1579,0.8599
化学原料,1.7,-12.22,-5.1,-1.06,52.37,45,10.0,63.3151,0.2712,0.9116
化学制药,4.53,13.12,-19.37,0.44,52.25,46,11.0,1.0554,0.3052,0.8918
公路铁路运输,-3.76,-6.13,-6.92,2.55,51.85,47,3.02,-10.4907,0.0645,0.9812
种植业与林业,-1.97,-1.95,-3.39,-2.33,51.77,48,0.21,,0.0667,0.8817
家居用品,0.19,-0.87,-0.37,-1.91,51.44,49,10.01,30.303,0.1979,0.9132
小金属,-18.97,-8.75,-8.78,29.21,51.35,50,10.0,48.1227,0.3448,0.8955
游戏,1.3,7.02,-11.06,-4.13,51.32,51,3.67,-12.9143,0.4167,0.8805
医疗服务,12.79,15.02,-4.29,0.29,50.84,52,10.0,14.6409,0.4643,0.8809
厨卫电器,-0.31,-0.04,-0.27,-0.26,50.8,53,5.01,-4.6712,0.3333,0.8779
其他电源设备,-9.93,2.38,-6.82,18.08,50.79,54,19.99,,0.3143,0.9138
塑料制品,-3.56,-12.65,-2.7,-5.09,50.72,55,11.19,-2.7597,0.3026,0.9481
工业金属,-14.38,-35.25,-50.93,-4.82,50.33,56,10.0,19.4472,0.4615,0.9225
专用设备,12.81,2.87,0.36,17.02,49.56,57,16.21,57.5386,0.2222,0.9207
化学制品,2.9,-33.71,-24.39,-11.73,49.3,58,10.02,-6.5717,0.339,0.9404
包装印刷,1.18,0.04,-4.54,4.34,48.93,59,10.01,16.251,0.1957,0.9124
白酒,-17.54,-16.7,-18.68,-11.79,48.89,60,0.38,-14.6195,0.0526,0.9488
医疗器械,-7.67,-0.9,0.7,-2.05,48.24,61,7.44,-4.1601,0.2302,0.8966
纺织制造,-2.73,0.09,-1.24,0.59,48.21,62,10.02,50.7274,0.1212,0.8992
生物制品,0.67,5.36,-4.42,-1.16,47.49,63,7.63,7.1394,0.283,0.8856
石油加工贸易,-2.29,-4.15,-4.63,-8.95,47.12,64,4.76,6.8826,0.2308,0.8943
环保设备,2.39,-1.28,-1.76,-2.37,46.52,65,10.01,52.0134,0.2667,0.9188
通用设备,14.08,3.57,-2.81,8.5,46.52,65,18.12,15.192,0.2846,0.9109
轨交设备,-4.12,-4.23,-0.8,2.08,46.49,67,10.05,12.7792,0.1333,0.8941
IT服务,-0.18,14.65,-19.7,0.76,46.4,68,20.0,9.6941,0.2031,0.8991
教育,-1.08,-0.51,-0.01,-0.09,46.3,69,5.54,-4.5682,0.1333,0.8976
军工电子,5.29,-3.22,-19.94,0.12,45.85,70,16.1,5.9787,0.5484,0.8606
其他电子,-0.9,1.37,-7.12,10.24,44.94,71,9.14,13.9733,0.3824,0.9271
光伏设备,-13.71,-38.39,7.64,1.96,44.88,72,13.05,18.2692,0.2361,0.8891
造纸,-2.19,-3.63,-2.1,-0.53,44.57,73,2.13,,0.087,0.9096
小家电,-0.3,-0.19,-0.94,-1.97,44.48,74,11.75,,0.08,0.9091
软件开发,-11.09,-3.24,-17.7,12.47,44.21,75,16.18,44.0625,0.1295,0.9168
保险,-16.65,-45.21,-14.88,1.45,43.23,76,-0.75,2.8092,0.0,0.8913
贵金属,-7.42,-21.53,-9.13,-2.01,42.37,77,7.88,26.4071,0.4286,0.793
多元金融,-8.02,-2.97,-2.41,-0.23,42.33,78,0.6,-22.3349,0.0385,0.9031
工程机械,-7.59,-5.29,-6.29,0.81,42.26,79,5.55,-14.8502,0.0833,0.8955
橡胶制品,0.84,-0.07,0.93,2.17,41.98,80,10.0,29.5638,0.2273,0.9073
金属新材料,-12.81,9.11,6.65,3.46,41.68,81,5.98,52.0791,0.2353,0.9218
计算机设备,29.3,3.51,-9.2,-1.58,41.54,82,10.99,31.8515,0.2892,0.8893
通信服务,-0.08,-3.2,-11.03,-4.03,41.37,83,11.42,-4.4251,0.3488,0.863
风电设备,2.05,-5.17,-0.32,1.93,41.36,84,2.96,-17.6654,0.2188,0.8795
汽车零部件,-11.43,-11.64,-28.38,-13.61,40.83,85,20.01,90.1836,0.1828,0.9032
汽车整车,-9.09,-6.1,-9.67,-4.3,40.72,86,0.26,-18.6508,0.087,0.8917
白色家电,-2.59,-6.61,-25.46,-8.07,40.43,87,4.47,,0.3111,0.9324
军工装备,7.2,-17.01,-23.4,-8.3,39.68,88,15.47,-0.4598,0.3049,0.8508
黑色家电,-2.41,-2.22,1.16,0.38,39.55,89,3.9,-15.1533,0.125,0.9197
电机,-2.52,0.53,-0.77,-5.45,38.33,90,4.95,30.7544,0.1923,0.9053
