industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
通用设备,,,,,65.93,1,19.93,14.2022,0.7984,
物流,,,,,64.21,2,14.25,51.639,0.8542,
互联网电商,,,,,63.68,3,20.0,11.6554,0.6842,
汽车零部件,,,,,62.76,4,15.32,-13.2963,0.7548,
军工电子,,,,,62.41,5,9.99,,0.871,
软件开发,,,,,61.95,6,8.12,,0.8947,
自动化设备,,,,,61.54,7,16.42,34.5188,0.6667,
电子化学品,,,,,61.32,8,16.92,,0.6429,
IT服务,,,,,60.97,9,10.0,,0.7984,
零售,,,,,60.84,10,8.44,,0.8308,
半导体,,,,,60.78,11,14.83,51.585,0.6685,
电机,,,,,60.73,12,7.61,,0.8462,
专用设备,,,,,60.47,13,13.14,47.2416,0.6952,
通信服务,,,,,59.49,14,5.49,-5.1348,0.8372,
教育,,,,,59.47,15,4.66,-3.6031,0.8571,
通信设备,,,,,59.22,16,13.11,31.0261,0.6333,
包装印刷,,,,,58.32,17,9.97,-7.7994,0.6667,
房地产,,,,,58.31,18,5.05,-22.4742,0.7895,
元件,,,,,58.22,19,15.78,29.2547,0.5167,
家居用品,,,,,58.17,20,6.89,13.9149,0.7363,
种植业与林业,,,,,58.12,21,2.91,,0.8333,
服装家纺,,,,,58.03,22,5.08,-17.2345,0.7746,
军工装备,,,,,57.59,23,4.79,,0.7595,
电力,,,,,57.45,24,10.09,-28.3966,0.62,
小金属,,,,,57.41,25,10.0,,0.6207,
轨交设备,,,,,57.4,26,1.95,,0.8214,
美容护理,,,,,57.39,27,10.78,-14.4322,0.6,
塑料制品,,,,,57.37,28,10.0,,0.6184,
养殖业,,,,,57.33,29,7.59,-7.3897,0.6765,
建筑装饰,,,,,57.31,30,9.97,-6.5704,0.6165,
消费电子,,,,,57.23,31,10.02,20.2941,0.6111,
农产品加工,,,,,57.18,32,6.26,-23.2156,0.7027,
白色家电,,,,,56.74,33,8.94,,0.6136,
纺织制造,,,,,56.63,34,7.92,-18.4211,0.6333,
环保设备,,,,,56.58,35,5.15,,0.7,
白酒,,,,,56.52,36,1.45,,0.7895,
计算机设备,,,,,56.48,37,6.45,-12.8295,0.6625,
其他电子,,,,,56.44,38,9.13,,0.5938,
厨卫电器,,,,,56.36,39,6.05,-7.6239,0.6667,
化学制品,,,,,56.29,40,10.0,-3.2808,0.5647,
证券,,,,,56.02,41,3.6,,0.7111,
环境治理,,,,,55.76,42,5.65,-10.443,0.6465,
化学原料,,,,,55.67,43,4.41,38.2781,0.6731,
小家电,,,,,55.53,44,2.73,-25.9259,0.7083,
燃气,,,,,55.26,45,4.44,,0.6522,
汽车整车,,,,,55.24,46,1.9,,0.7143,
贸易,,,,,55.2,47,4.69,,0.6429,
食品加工制造,,,,,55.07,48,4.1,,0.6508,
金属新材料,,,,,55.05,49,5.4,,0.6176,
文化传媒,,,,,54.81,50,2.09,,0.6883,
工程机械,,,,,54.1,51,5.34,-5.3159,0.5714,
饮料制造,,,,,54.08,52,2.45,,0.6429,
石油加工贸易,,,,,53.92,53,4.5,,0.5833,
汽车服务及其他,,,,,53.62,54,3.6,,0.5909,
其他社会服务,,,,,53.55,55,3.51,,0.5897,
钢铁,,,,,53.23,56,4.93,-18.4773,0.5385,
电池,,,,,53.18,57,9.11,16.6734,0.4314,
农化制品,,,,,53.04,58,4.32,-28.0156,0.5439,
港口航运,,,,,52.98,59,4.02,,0.5484,
保险,,,,,52.51,60,1.02,,0.6,
医疗器械,,,,,52.34,61,7.91,-3.3087,0.4191,
综合,,,,,52.31,62,3.28,-25.6098,0.5333,
多元金融,,,,,52.31,62,3.67,,0.5238,
旅游及酒店,,,,,51.67,64,4.58,,0.4688,
化学纤维,,,,,51.63,65,8.44,-19.4011,0.3704,
造纸,,,,,51.47,66,3.8,-24.4353,0.4783,
橡胶制品,,,,,51.35,67,4.52,,0.4545,
影视院线,,,,,51.22,68,2.44,-13.6842,0.5,
光学光电子,,,,,51.1,69,10.01,-2.8743,0.3048,
黑色家电,,,,,50.78,70,3.79,0.1548,0.4444,
电网设备,,,,,50.51,71,7.49,,0.3383,
公路铁路运输,,,,,49.99,72,2.05,,0.4483,
其他电源设备,,,,,49.17,73,1.86,,0.4118,
风电设备,,,,,49.15,74,4.54,4.5712,0.3438,
医药商业,,,,,49.14,75,3.1,-26.7045,0.3793,
建筑材料,,,,,48.94,76,2.35,-8.9744,0.3881,
油气开采及服务,,,,,48.7,77,3.28,,0.3529,
游戏,,,,,48.12,78,2.23,,0.35,
银行,,,,,47.84,79,1.01,-11.9323,0.3667,
工业金属,,,,,47.83,80,6.94,-12.2665,0.2182,
医疗服务,,,,,47.76,81,5.14,-17.0426,0.2593,
生物制品,,,,,47.14,82,4.68,-15.3727,0.24,
中药,,,,,46.82,83,1.57,,0.3016,
化学制药,,,,,46.67,84,4.0,,0.2333,
煤炭开采加工,,,,,46.21,85,1.75,,0.2667,
能源金属,,,,,45.85,86,5.03,,0.1667,
光伏设备,,,,,45.78,87,4.98,-15.4696,0.1644,
非金属材料,,,,,44.9,88,1.8,,0.2,
机场航运,,,,,43.46,89,0.26,,0.1667,
贵金属,,,,,39.84,90,-0.31,,0.0,
