industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
元件,,,-7.39,,96.1,1,19.99,11.7042,0.629,1.0
半导体,,,-2.69,,92.42,2,820.11,,0.3977,1.0
电子化学品,,,4.72,,85.43,3,9.98,,0.225,1.0
光学光电子,,,17.82,,81.93,4,7.95,-3.9904,0.1827,1.0
其他电子,,,-7.12,,78.53,5,14.23,,0.1765,1.0
证券,,,10.2,,76.12,6,10.04,,0.8367,0.9489
机场航运,,,-7.5,,75.95,7,2.73,,0.6667,0.9539
通信设备,,,48.31,,75.55,8,10.01,42.8329,0.3222,0.9812
金属新材料,,,6.65,,71.21,9,5.62,37.6675,0.0882,1.0
自动化设备,,,21.73,,70.89,10,4.17,34.2407,0.1771,1.0
非金属材料,,,-0.73,,70.15,11,3.62,,0.0667,0.992
白酒,,,-18.68,,69.82,12,4.91,,0.7778,0.9421
港口航运,,,-12.01,,68.8,13,9.99,,0.6176,0.9549
消费电子,,,-1.45,,68.52,14,7.84,-23.1136,0.1895,1.0
电机,,,-0.77,,66.44,15,1.44,,0.1923,1.0
电池,,,64.87,,65.86,16,5.17,-4.1339,0.1731,0.929
塑料制品,,,-2.7,,64.01,17,11.65,,0.1429,0.9939
医疗服务,,,-4.29,,63.48,18,9.98,-22.8761,0.6429,0.924
医疗器械,,,0.7,,63.3,19,9.12,-16.5249,0.4889,0.9343
建筑材料,,,-3.1,,62.76,20,7.37,77.4119,0.2917,0.9682
公路铁路运输,,,-6.92,,62.2,21,1.02,,0.1667,0.9945
生物制品,,,-4.42,,62.18,22,3.84,-1.1767,0.6538,0.9246
中药,,,-5.5,,61.53,23,3.6,,0.6667,0.934
军工电子,,,-19.94,,60.48,24,10.01,,0.2131,0.9523
汽车服务及其他,,,-0.72,,59.41,25,6.94,,0.24,0.9619
通用设备,,,-2.81,,59.34,26,7.75,-11.3402,0.1084,0.984
造纸,,,-2.1,,58.87,27,6.88,22.1333,0.125,0.9413
服装家纺,,,-3.53,,58.86,28,11.73,25.8824,0.2603,0.9531
黑色家电,,,1.16,,58.21,29,0.53,-7.2712,0.1111,0.9774
光伏设备,,,7.64,,57.96,30,12.91,-22.2517,0.0822,0.9511
其他电源设备,,,-6.82,,57.09,31,6.08,,0.2,0.9671
专用设备,,,0.36,,57.05,32,6.31,-24.9069,0.1117,0.9715
橡胶制品,,,0.93,,57.0,33,3.85,,0.1905,0.972
食品加工制造,,,-7.46,,56.84,34,9.99,,0.3281,0.9435
小家电,,,-0.94,,55.87,35,20.31,-23.6636,0.08,0.9572
小金属,,,-8.78,,55.26,36,10.0,,0.069,0.9284
医药商业,,,-2.24,,54.86,37,8.99,-9.6226,0.4828,0.9082
物流,,,-3.05,,54.58,38,4.21,11.2456,0.3673,0.9313
汽车零部件,,,-28.38,,54.45,39,16.57,-16.5274,0.163,0.9652
化学制药,,,-19.37,,54.26,40,10.05,-3.5461,0.5098,0.9138
化学制品,,,-24.39,,54.14,41,10.01,-7.17,0.2286,0.9756
电网设备,,,-1.43,,54.08,42,6.53,-9.8937,0.1014,0.9412
贸易,,,-0.01,,54.01,43,1.23,,0.2857,0.9411
汽车整车,,,-9.67,,53.56,44,1.56,,0.2857,0.9255
电力,,,-31.01,,52.73,45,7.12,-23.448,0.0943,0.9614
纺织制造,,,-1.24,,52.61,46,10.02,35.6293,0.2121,0.9333
环境治理,,,-3.34,,52.08,47,7.89,-32.1892,0.1743,0.9477
包装印刷,,,-4.54,,52.02,48,9.97,5.2786,0.1957,0.9486
工业金属,,,-50.93,,51.78,49,2.38,-18.9088,0.2182,0.9426
轨交设备,,,-0.8,,51.77,50,10.33,,0.1667,0.9342
白色家电,,,-25.46,,51.5,51,2.33,-7.0137,0.0889,0.9846
其他社会服务,,,-1.36,,51.48,52,0.68,,0.2439,0.9397
银行,,,-25.82,,51.47,53,0.66,-7.1256,0.2051,0.9511
钢铁,,,-1.75,,51.27,54,8.87,-22.6691,0.1463,0.9021
环保设备,,,-1.76,,51.22,55,0.57,,0.0345,0.9707
化学纤维,,,-4.55,,51.21,56,10.02,7.2026,0.4286,0.8965
零售,,,-2.32,,51.03,57,4.89,,0.169,0.9292
软件开发,,,-17.7,,50.56,58,2.07,27.5938,0.0438,0.9665
多元金融,,,-2.41,,50.17,59,0.77,-1.2959,0.1667,0.9354
游戏,,,-11.06,,50.01,60,4.31,,0.5455,0.9048
家居用品,,,-0.37,,49.99,61,5.94,17.1145,0.1562,0.9442
化学原料,,,-5.1,,49.95,62,4.29,-2.4536,0.3273,0.9387
饮料制造,,,-13.23,,49.62,63,1.84,,0.2727,0.9673
计算机设备,,,-9.2,,49.31,64,5.68,-13.654,0.0964,0.9514
教育,,,-0.01,,48.91,65,1.17,-9.9334,0.2,0.932
建筑装饰,,,-23.19,,48.63,66,9.99,56.8216,0.163,0.9428
煤炭开采加工,,,-8.99,,48.32,67,1.93,,0.1176,0.9381
工程机械,,,-6.29,,48.22,68,3.86,-14.2729,0.0882,0.9354
石油加工贸易,,,-4.63,,48.15,69,5.59,,0.2593,0.9277
互联网电商,,,-2.67,,47.89,70,3.98,-22.3293,0.2632,0.9326
美容护理,,,-1.2,,47.64,71,3.42,-8.8388,0.2121,0.9089
养殖业,,,-2.61,,47.39,72,3.05,53.9493,0.1944,0.9229
保险,,,-14.88,,47.07,73,1.01,,0.0,0.9068
农产品加工,,,-2.44,,46.84,74,2.48,-26.5455,0.2143,0.9222
农化制品,,,-12.95,,46.54,75,6.62,20.0,0.35,0.8894
贵金属,,,-9.13,,46.07,76,0.25,,0.1429,0.8409
房地产,,,-15.69,,45.07,77,5.2,-17.2185,0.0741,0.9236
文化传媒,,,-11.67,,45.0,78,9.99,,0.1566,0.9285
军工装备,,,-23.4,,44.95,79,6.67,,0.0988,0.9264
影视院线,,,-3.26,,44.83,80,-1.06,,0.0,0.949
IT服务,,,-19.7,,44.76,81,3.27,,0.0547,0.9487
旅游及酒店,,,-3.91,,44.41,82,0.57,,0.0588,0.8907
综合,,,-5.33,,44.12,83,4.82,8.4967,0.25,0.9066
燃气,,,-1.53,,44.11,84,1.84,,0.08,0.9531
能源金属,,,-11.14,,43.83,85,0.59,,0.0833,0.8352
厨卫电器,,,-0.27,,43.27,86,5.01,-11.7682,0.1111,0.9071
风电设备,,,-0.32,,43.26,87,0.79,-30.403,0.0625,0.9285
通信服务,,,-11.03,,40.84,88,4.99,,0.1136,0.9372
油气开采及服务,,,-6.01,,37.58,89,6.85,,0.2353,0.855
种植业与林业,,,-3.39,,33.75,90,1.21,,0.0333,0.8831
