industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
非金属材料,,,,,76.09,1,16.19,,0.4,
半导体,,,,,75.21,2,15.71,,0.5311,
通用设备,,,,,73.24,3,30.0,,0.5592,
生物制品,,,,,72.49,4,18.44,,0.8704,
橡胶制品,,,,,72.37,5,10.0,,0.7727,
电子化学品,,,,,72.33,6,13.71,,0.2927,
塑料制品,,,,,71.42,7,18.0,,0.4342,
化学制药,,,,,69.65,8,27.9,,0.9172,
自动化设备,,,,,69.48,9,13.73,,0.4632,
电池,,,,,69.43,10,10.01,,0.2212,
通信设备,,,,,69.21,11,10.0,,0.3297,
IT服务,,,,,68.9,12,19.91,,0.368,
养殖业,,,,,68.55,13,10.05,,0.7143,
环保设备,,,,,68.26,14,12.03,,0.6667,
元件,,,,,67.9,15,10.0,,0.1452,
其他电子,,,,,67.31,16,7.32,,0.3529,
影视院线,,,,,67.29,17,6.19,,0.5263,
汽车零部件,,,,,67.18,18,13.93,,0.5833,
其他电源设备,,,,,67.03,19,9.9,,0.2857,
化学制品,,,,,66.72,20,20.0,,0.5486,
光学光电子,,,,,66.54,21,11.2,,0.4953,
房地产,,,,,66.42,22,10.15,,0.6988,
纺织制造,,,,,66.38,23,10.01,,0.7812,
计算机设备,,,,,66.21,24,14.74,,0.4578,
环境治理,,,,,66.2,25,19.98,,0.6273,
专用设备,,,,,66.19,26,11.94,,0.5515,
软件开发,,,,,65.39,27,20.0,,0.3333,
白色家电,,,,,65.15,28,7.18,,0.625,
消费电子,,,,,64.33,29,5.7,,0.3226,
银行,,,,,64.31,30,4.09,,0.95,
金属新材料,,,,,63.75,31,20.0,,0.1562,
旅游及酒店,,,,,63.71,32,7.73,,0.8571,
汽车服务及其他,,,,,63.66,33,5.38,,0.8,
医疗器械,,,,,63.61,34,11.49,,0.8561,
电机,,,,,63.28,35,10.02,,0.4167,
军工装备,,,,,63.09,36,7.26,,0.1707,
军工电子,,,,,63.0,37,3.84,,0.1935,
零售,,,,,62.82,38,9.96,,0.6769,
美容护理,,,,,62.74,39,10.04,,0.7576,
综合,,,,,62.36,40,9.93,,0.875,
医疗服务,,,,,62.31,41,19.95,,0.8,
互联网电商,,,,,62.1,42,7.03,,0.3889,
医药商业,,,,,62.08,43,9.99,,0.9062,
其他社会服务,,,,,61.81,44,2.93,,0.4103,
服装家纺,,,,,61.64,45,10.82,,0.6849,
饮料制造,,,,,61.63,46,5.08,,0.6304,
工业金属,,,,,61.57,47,6.35,,0.0909,
食品加工制造,,,,,61.57,47,9.22,,0.75,
包装印刷,,,,,61.46,49,10.02,,0.5778,
小金属,,,,,61.39,50,9.99,,0.1379,
农产品加工,,,,,61.35,51,4.09,,0.775,
电网设备,,,,,61.33,52,10.02,,0.2993,
公路铁路运输,,,,,61.07,53,5.26,,0.9032,
通信服务,,,,,61.07,53,4.99,,0.2,
工程机械,,,,,61.07,53,7.41,,0.5278,
轨交设备,,,,,60.95,56,6.86,,0.6552,
风电设备,,,,,60.9,57,2.54,,0.1935,
家居用品,,,,,60.7,58,10.04,,0.6598,
建筑装饰,,,,,60.55,59,10.03,,0.4964,
黑色家电,,,,,60.21,60,4.32,,0.4444,
能源金属,,,,,59.93,61,-0.14,,0.0,
证券,,,,,58.78,62,10.0,,0.6042,
化学纤维,,,,,58.69,63,5.6,,0.3929,
中药,,,,,58.63,64,9.97,,0.8507,
电力,,,,,58.14,65,10.01,,0.2617,
建筑材料,,,,,57.95,66,8.51,,0.4648,
造纸,,,,,57.65,67,10.03,,0.5833,
厨卫电器,,,,,57.42,68,5.1,,0.6667,
燃气,,,,,57.28,69,9.97,,0.7917,
物流,,,,,57.0,70,4.97,,0.7551,
光伏设备,,,,,56.48,71,5.36,,0.1644,
小家电,,,,,55.48,72,2.67,,0.48,
多元金融,,,,,54.58,73,3.74,,0.4,
种植业与林业,,,,,53.97,74,5.89,,0.5,
文化传媒,,,,,53.91,75,9.98,,0.3875,
化学原料,,,,,53.71,76,10.87,,0.5345,
港口航运,,,,,51.79,77,5.68,,0.6571,
贸易,,,,,51.12,78,3.91,,0.5385,
钢铁,,,,,50.89,79,2.61,,0.2045,
石油加工贸易,,,,,50.25,80,9.99,,0.44,
煤炭开采加工,,,,,49.83,81,10.04,,0.4118,
农化制品,,,,,47.72,82,9.98,,0.4098,
教育,,,,,45.67,83,1.82,,0.4667,
汽车整车,,,,,45.65,84,2.23,,0.3182,
游戏,,,,,45.47,85,5.13,,0.1739,
机场航运,,,,,43.33,86,0.57,,0.1667,
白酒,,,,,42.74,87,2.51,,0.2105,
贵金属,,,,,40.22,88,4.42,,0.0714,
油气开采及服务,,,,,39.47,89,9.98,,0.3684,
保险,,,,,37.57,90,-0.71,,0.0,
