industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
通用设备,,-6.51,47.77,-10.0,69.84,1,30.0,-19.1145,0.5144,
化学制药,0.0,-9.33,-8.43,-19.01,68.06,2,29.95,-12.2674,0.9873,
证券,156.05,-23.24,13.7,-14.2,67.36,3,10.06,-2.5937,0.9796,
医疗服务,0.0,1.55,-6.31,-8.28,67.17,4,17.59,-15.3333,0.9821,
消费电子,0.0,14.81,88.53,-42.32,65.8,5,6.54,-15.4266,0.3763,
通信设备,-52.1,12.55,193.39,-37.91,65.47,6,8.2,23.3766,0.3187,
IT服务,0.0,-19.56,16.47,-16.49,65.13,7,26.02,,0.592,
医药商业,0.0,-1.82,-0.61,-1.66,64.88,8,10.01,-11.8932,1.0,
专用设备,,3.83,32.64,-14.03,64.52,9,10.0,-8.558,0.6497,
自动化设备,0.0,8.45,68.98,0.59,64.48,10,8.17,-20.2232,0.3298,
生物制品,0.0,-2.92,-2.84,-5.9,64.13,11,12.36,-23.6463,0.9259,
汽车零部件,0.0,-18.06,28.59,-8.94,63.84,12,10.02,-15.8895,0.6554,
计算机设备,0.0,28.47,28.33,-22.21,63.71,13,10.07,-12.3957,0.6506,
养殖业,0.0,-5.71,-3.1,-3.71,63.11,14,7.46,-12.4823,1.0,
中药,0.0,-7.66,-3.93,-7.88,63.1,15,10.75,,0.9254,
影视院线,0.0,-8.71,-2.05,-3.51,62.58,16,5.98,-3.9189,1.0,
美容护理,,-1.21,-0.33,-2.43,62.44,17,6.23,-2.8258,0.9697,
石油加工贸易,1.87,-1.7,-1.31,0.76,62.42,18,9.99,-18.4699,0.8846,
化学制品,27.37,-3.28,10.04,-28.26,62.4,19,14.79,-4.2052,0.6497,
家居用品,,-3.11,-0.92,-1.51,62.35,20,9.97,-7.25,0.8776,
半导体,2.01,267.76,336.38,-52.16,62.29,21,7.62,-12.2007,0.1742,
光学光电子,0.0,26.0,45.5,-49.62,62.19,22,11.32,-24.8227,0.3714,
医疗器械,0.0,-1.57,-5.64,-7.79,62.1,23,11.06,-7.6334,0.8849,
软件开发,0.0,-10.81,-1.92,-16.45,62.08,24,20.0,-19.125,0.6232,
服装家纺,0.0,-3.94,5.43,-1.96,62.04,25,10.13,-6.3291,0.7945,
零售,0.0,-22.71,-4.63,-11.01,61.74,26,9.77,-8.2759,0.8889,
轨交设备,0.0,-1.08,0.06,-6.27,61.6,27,10.07,20.3129,0.8276,
纺织制造,0.0,0.35,0.39,-1.41,61.45,28,10.01,35.6061,0.8182,
房地产,,-2.81,-4.68,-15.54,61.44,29,9.4,7.6923,0.8837,
农产品加工,0.0,-4.48,-2.22,-3.3,61.3,30,5.45,,0.9512,
机场航运,,-1.08,1.83,-10.14,61.24,31,1.75,-11.4907,1.0,
食品加工制造,-2.06,-13.38,-1.28,-2.72,60.9,32,7.77,,0.8636,
旅游及酒店,0.0,-6.14,-2.57,-3.86,60.89,33,3.98,-15.625,0.9706,
燃气,0.31,-1.49,-1.23,-1.49,60.84,34,5.24,27.9601,0.9231,
橡胶制品,2.46,-0.39,-0.87,-2.34,60.73,35,7.27,,0.8636,
化学原料,2.93,-12.38,-4.27,-11.75,60.47,36,10.93,-4.4499,0.7931,
物流,0.0,-3.07,-3.92,-3.44,60.33,37,3.86,-11.8236,0.9592,
公路铁路运输,0.0,-2.76,-5.42,-6.05,60.29,38,4.0,-2.6946,0.9688,
综合,0.0,-1.6,0.81,-12.18,60.06,39,7.29,1.3423,0.8125,
环境治理,0.0,-6.29,-0.44,-5.79,59.88,40,10.02,-5.8791,0.7477,
汽车服务及其他,0.0,-1.42,-0.88,0.35,59.85,41,6.45,,0.84,
白酒,0.0,-19.21,-10.28,-10.74,59.83,42,3.77,-20.5679,1.0,
煤炭开采加工,1.44,-11.31,-23.03,-0.59,59.81,43,10.04,-4.6099,0.9697,
港口航运,6.42,1.92,-8.99,-10.16,59.63,44,6.18,,0.9167,
厨卫电器,,0.06,-0.58,-0.48,59.51,45,3.69,-30.6843,0.8889,
种植业与林业,0.0,-5.25,-2.87,-1.98,59.26,46,6.33,-10.0662,0.8333,
非金属材料,-1.19,-8.16,3.87,-1.33,59.16,47,18.11,,0.4667,
教育,0.0,-1.33,0.97,-0.61,58.91,48,2.77,-15.4788,0.8667,
造纸,0.0,-3.89,-2.54,-3.27,58.83,49,7.38,-8.2969,0.7826,
元件,,-33.24,139.53,16.85,58.82,50,3.7,,0.0984,
多元金融,7.06,-3.03,0.68,-4.5,58.64,51,5.01,-7.9609,0.8,
农化制品,15.61,-16.85,-3.89,-10.05,58.36,52,7.45,1.0256,0.7705,
建筑装饰,0.0,7.29,-8.43,-31.38,57.84,53,10.03,-7.8467,0.7254,
文化传媒,0.0,-17.96,-5.16,-20.67,57.75,54,8.64,-13.059,0.7229,
饮料制造,,-5.65,-7.6,-4.24,57.72,55,3.7,,0.8696,
贸易,-1.24,-2.08,-0.92,-3.1,57.68,56,4.3,10.4581,0.7857,
包装印刷,-3.94,0.76,-2.77,1.6,57.57,57,8.07,-10.8772,0.7045,
电力,,-35.89,-0.96,-61.36,57.53,58,8.9,1.3529,0.6635,
建筑材料,-3.32,-20.48,9.58,-13.76,57.06,59,3.63,-34.13,0.6667,
油气开采及服务,-0.2,-1.37,-3.52,0.81,56.7,60,8.15,,0.6667,
化学纤维,0.0,-3.21,-2.2,-7.75,56.66,61,6.61,-7.0809,0.6897,
汽车整车,,-22.9,-12.01,-10.74,56.54,62,3.09,-13.5922,0.8696,
环保设备,0.0,-1.2,2.22,-2.18,56.47,63,9.99,-11.707,0.5517,
保险,18.91,-6.72,-0.87,-1.04,56.45,64,1.24,7.7469,0.8,
小家电,,-1.98,-0.78,0.81,55.94,65,5.0,-24.7885,0.68,
互联网电商,1.67,3.75,2.33,-2.49,55.94,65,5.69,-13.4715,0.6316,
白色家电,,-12.11,-4.81,-3.91,55.49,67,6.23,-33.321,0.6667,
银行,2.22,-31.76,-31.52,20.49,55.26,68,3.13,-6.5886,1.0,
钢铁,7.09,-12.56,-5.87,-12.8,55.23,69,4.23,-10.9062,0.7143,
其他社会服务,0.0,1.82,-0.36,-3.09,54.88,70,7.46,,0.561,
电子化学品,8.51,33.51,33.81,-7.7,54.68,71,9.99,9.759,0.1463,
塑料制品,-10.0,-12.96,12.92,-15.6,54.56,72,7.54,-16.1386,0.4103,
通信服务,1.08,-10.17,10.61,-6.88,54.29,73,6.57,-17.4342,0.4444,
工程机械,-1.45,-1.79,-0.27,4.46,53.96,74,6.31,-6.5013,0.5429,
