industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
游戏,6.13,-9.37,-5.86,-6.3,53.95,75,3.57,-21.4258,0.6667,
黑色家电,0.0,-0.73,3.4,-2.57,53.9,76,4.21,-1.8058,0.5556,
其他电子,-5.57,2.37,28.68,-15.61,53.51,77,6.13,99.3838,0.2353,
风电设备,0.0,-3.87,-6.12,-8.72,53.26,78,4.45,-20.8083,0.6129,
电机,,-6.68,1.21,-2.21,53.25,79,10.02,-24.2533,0.4,
电网设备,0.0,-37.83,1.62,-32.43,52.86,80,8.14,-12.5561,0.4234,
其他电源设备,,-4.65,10.2,-5.79,51.96,81,6.12,,0.3429,
工业金属,69.2,-17.31,16.3,-38.19,50.93,82,10.05,2.9038,0.1321,
小金属,11.93,-56.52,5.45,-27.54,49.53,83,9.99,18.3615,0.1724,
金属新材料,-6.77,-12.27,1.48,-4.33,49.4,84,11.15,37.6719,0.1765,
军工装备,,-5.97,-4.71,-29.97,48.23,85,4.68,17.3815,0.3415,
电池,84.59,-41.74,-12.68,-8.81,48.18,86,10.01,-19.1718,0.2857,
军工电子,0.0,11.44,3.53,-30.89,48.1,87,4.29,-16.5358,0.2623,
贵金属,21.13,1.17,15.13,-14.04,46.94,88,4.98,16.8448,0.0714,
光伏设备,0.0,-28.54,-12.02,-23.8,46.55,89,7.63,-27.9052,0.2571,
能源金属,23.56,-11.28,-16.47,-7.0,43.15,90,2.88,-27.9419,0.25,
