industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
多元金融,0.84,-3.03,0.68,-4.5,53.43,69,4.93,-8.2915,0.5417,
其他电源设备,-9.02,-4.65,10.2,-5.79,53.28,70,9.9,-15.4812,0.3143,
教育,-0.02,-1.33,0.97,-0.61,53.0,71,2.75,-23.4395,0.5714,
互联网电商,0.04,3.75,2.33,-2.49,52.6,72,5.32,,0.4737,
其他社会服务,-0.67,1.82,-0.36,-3.09,52.16,73,3.42,,0.5263,
小家电,-0.85,-1.98,-0.78,0.81,51.76,74,3.03,-18.2216,0.52,
通信服务,-12.16,-10.17,10.61,-6.88,51.56,75,7.97,-17.4342,0.2727,
工业金属,-83.77,-17.31,16.3,-38.19,50.14,76,10.05,2.9038,0.0926,
电池,-52.83,-41.74,-12.68,-8.81,49.97,77,10.01,-19.1718,0.375,
机场航运,-1.89,-1.08,1.83,-10.14,49.58,78,1.75,-11.4907,0.4167,
钢铁,-9.29,-12.56,-5.87,-12.8,49.21,79,3.33,-10.9062,0.4359,
小金属,-61.96,-56.52,5.45,-27.54,48.84,80,9.99,18.3615,0.1379,
军工电子,-7.55,11.44,3.53,-30.89,48.8,81,4.57,-16.0822,0.2903,
风电设备,-5.38,-3.87,-6.12,-8.72,48.14,82,2.72,-20.2552,0.4,
汽车整车,-7.09,-22.9,-12.01,-10.74,47.95,83,2.53,-13.5922,0.4545,
白酒,-6.08,-19.21,-10.28,-10.74,47.87,84,3.0,-20.5679,0.4211,
贵金属,-48.66,1.17,15.13,-14.04,47.51,85,6.12,16.8448,0.0714,
军工装备,-32.87,-5.97,-4.71,-29.97,47.29,86,7.07,32.3038,0.2346,
光伏设备,-30.61,-28.54,-12.02,-23.8,45.77,87,5.94,-27.9052,0.2603,
游戏,-7.82,-9.37,-5.86,-6.3,45.71,88,3.77,-21.4258,0.25,
保险,-2.9,-6.72,-0.87,-1.04,43.88,89,0.11,7.7469,0.2,
能源金属,-24.88,-11.28,-16.47,-7.0,39.74,90,2.73,,0.0833,
