industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
工业金属,-14.38,-35.25,-50.93,-4.82,67.87,53,10.0,19.4472,0.4615,0.991
化学制品,2.9,-33.71,-24.39,-11.73,67.72,54,10.02,-6.5717,0.339,0.9865
轨交设备,-4.12,-4.23,-0.8,2.08,67.5,55,10.05,12.7792,0.1333,0.9901
文化传媒,-14.21,3.08,-11.67,-6.81,67.4,56,9.99,24.7552,0.0976,0.9879
风电设备,2.05,-5.17,-0.32,1.93,66.98,57,2.96,-17.6654,0.2188,0.9867
化学制药,4.53,13.12,-19.37,0.44,65.38,58,11.0,1.0554,0.3052,0.9801
贸易,-1.47,-1.22,-0.01,-1.08,63.27,59,2.15,-2.2091,0.1333,0.9792
物流,-2.26,-1.29,-3.05,-3.19,62.89,60,10.0,27.2576,0.102,0.9822
机场航运,2.64,-10.57,-7.5,0.79,62.8,61,3.31,-8.7675,0.3846,0.973
综合,2.07,-1.45,-5.33,1.55,62.24,62,7.51,-1.25,0.1875,0.9813
汽车服务及其他,0.83,-1.84,-0.72,-0.75,61.96,63,11.84,22.8087,0.32,0.9723
石油加工贸易,-2.29,-4.15,-4.63,-8.95,60.53,64,4.76,6.8826,0.2308,0.9903
化学原料,1.7,-12.22,-5.1,-1.06,59.88,65,10.0,63.3151,0.2712,0.98
能源金属,33.25,-17.3,-11.14,15.46,59.67,66,10.02,29.9253,0.8333,0.9379
影视院线,-6.72,-0.99,-3.26,-1.89,59.36,67,0.24,-11.2903,0.0526,0.9685
多元金融,-8.02,-2.97,-2.41,-0.23,59.27,68,0.6,-22.3349,0.0385,0.9886
医药商业,-1.69,-0.7,-2.24,-0.9,58.74,69,7.25,9.9617,0.0938,0.9479
公路铁路运输,-3.76,-6.13,-6.92,2.55,58.69,70,3.02,-10.4907,0.0645,0.998
钢铁,-5.05,-3.19,-1.75,0.07,58.52,71,8.4,-17.5399,0.1395,0.9692
造纸,-2.19,-3.63,-2.1,-0.53,58.51,72,2.13,,0.087,0.9763
美容护理,-1.2,-1.26,-1.2,-1.19,58.46,73,4.42,11.4565,0.0909,0.9771
农化制品,11.87,-16.88,-12.95,0.77,57.17,74,9.99,27.2406,0.4576,0.9652
教育,-1.08,-0.51,-0.01,-0.09,56.84,75,5.54,-4.5682,0.1333,0.964
食品加工制造,-3.24,-3.7,-7.46,0.8,56.79,76,9.99,-1.8629,0.1667,0.9807
零售,-10.58,-7.83,-2.32,-9.6,56.01,77,7.36,-10.8369,0.1127,0.982
保险,-16.65,-45.21,-14.88,1.45,55.83,78,-0.75,2.8092,0.0,0.9942
中药,-5.81,-1.19,-5.5,-2.08,55.73,79,2.83,-5.8885,0.1324,0.9778
燃气,-2.87,-0.24,-1.53,-0.92,53.97,80,1.03,-3.6855,0.04,0.9826
种植业与林业,-1.97,-1.95,-3.39,-2.33,53.62,81,0.21,,0.0667,0.9823
汽车整车,-9.09,-6.1,-9.67,-4.3,51.05,82,0.26,-18.6508,0.087,0.979
养殖业,-5.07,-7.79,-2.61,-0.26,51.03,83,4.08,11.2761,0.0833,0.9501
饮料制造,-3.29,-3.65,-13.23,-4.64,50.93,84,1.91,5.2333,0.0217,0.9885
白酒,-17.54,-16.7,-18.68,-11.79,47.48,85,0.38,-14.6195,0.0526,0.9674
农产品加工,-2.78,-1.12,-2.44,-1.9,47.46,86,0.44,-11.5984,0.0476,0.9561
银行,-66.54,-64.54,-25.82,20.28,42.87,87,-1.12,-0.2586,0.0,0.9697
旅游及酒店,-4.16,-1.69,-3.91,-2.49,40.43,88,-1.17,-2.9885,0.0,0.8971
煤炭开采加工,-10.2,-12.07,-8.99,-9.61,40.38,89,2.18,-18.2288,0.0588,0.9477
油气开采及服务,-5.23,-5.39,-6.01,-10.97,36.29,90,1.11,-2.6738,0.1579,0.887
