industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
元件,7.16,,,,99.83,1,19.99,11.7042,0.7419,1.0
光学光电子,,,,41.43,78.6,2,15.13,-3.9904,0.3084,0.9996
半导体,36.71,,,123.65,77.33,3,806.28,,0.4525,0.9724
非金属材料,-1.35,,,3.72,76.47,4,6.76,,0.1333,0.9983
机场航运,0.49,,,0.79,76.1,5,5.04,,0.75,0.954
电子化学品,-1.39,,,48.8,74.59,6,9.98,,0.3659,0.9781
其他电子,1.64,,,10.24,68.5,7,11.28,,0.2353,0.9802
小金属,-2.37,,,29.21,67.6,8,10.0,,0.069,0.9408
电机,-0.6,,,-5.45,66.53,9,2.39,,0.1538,1.0
消费电子,-3.75,,,23.28,65.2,10,9.98,-23.1136,0.2842,0.9891
工业金属,-3.9,,,-4.82,65.14,11,1.59,,0.1818,0.9603
金属新材料,-2.74,,,3.46,65.01,12,2.84,37.6675,0.1471,0.9803
建筑材料,3.04,,,14.2,63.59,13,13.67,77.4119,0.2676,0.9601
贵金属,-1.27,,,-2.01,63.45,14,1.09,,0.0769,0.8755
塑料制品,-2.4,,,,62.36,15,11.97,,0.1026,0.9928
港口航运,1.24,,,-4.58,62.19,16,9.99,,0.5556,0.9441
自动化设备,-2.37,,,5.24,61.72,17,11.31,34.2407,0.1875,0.9834
证券,-3.13,,,6.71,61.18,18,10.04,,0.2128,0.9571
医疗服务,3.03,,,0.29,60.76,19,12.23,-3.5573,0.7321,0.9085
生物制品,0.34,,,-1.16,60.43,20,6.33,-1.1767,0.7925,0.9119
能源金属,0.09,,,,58.61,21,2.67,,0.3333,0.8361
白酒,0.71,,,-11.79,58.53,22,2.71,,0.2778,0.9357
造纸,,,,-0.53,56.91,23,4.05,22.1333,0.1304,0.9451
公路铁路运输,-0.4,,,2.55,56.85,24,2.17,,0.1,0.9865
化学制药,1.92,,,0.44,56.66,25,12.83,,0.6839,0.9008
中药,0.71,,,-2.08,56.32,26,3.33,,0.6119,0.9247
医疗器械,2.25,,,-2.05,55.09,27,7.38,-16.5249,0.5401,0.9188
服装家纺,0.27,,,-1.73,54.76,28,15.99,25.8824,0.2174,0.9396
化学制品,-6.89,,,-11.73,54.05,29,10.01,-7.17,0.2,0.9666
食品加工制造,-0.85,,,0.8,53.28,30,9.99,,0.3636,0.9313
通信设备,28.99,,,102.78,52.76,31,10.01,42.8329,0.2889,0.9542
电池,-6.91,,,,52.43,32,6.95,79.5673,0.1619,0.9252
汽车服务及其他,-0.24,,,-0.75,51.67,33,5.42,,0.32,0.9463
黑色家电,-0.09,,,0.38,51.61,34,1.41,-7.2712,0.1111,0.9688
农化制品,-0.69,,,,51.53,35,4.38,-29.5472,0.4098,0.8914
化学纤维,0.45,,,,51.47,36,10.02,7.2026,0.4828,0.8847
汽车整车,-1.56,,,-4.3,50.85,37,3.34,,0.1304,0.9229
银行,-3.58,,,20.28,50.85,37,-0.16,4.0678,0.0,0.9579
钢铁,-1.67,,,0.07,50.74,39,7.87,-22.6691,0.0476,0.9075
光伏设备,-3.76,,,1.96,50.39,40,20.0,-22.2517,0.0959,0.9328
汽车零部件,-1.9,,,-13.61,50.17,41,12.35,-16.5274,0.1493,0.9485
保险,-0.25,,,1.45,49.32,42,-0.49,,0.0,0.9114
通用设备,-4.1,,,8.5,48.69,43,7.85,-41.686,0.1174,0.9619
医药商业,0.29,,,-0.9,48.52,44,5.92,-9.6226,0.5333,0.897
军工电子,0.07,,,,48.44,45,10.01,,0.1774,0.9217
专用设备,-5.3,,,17.02,48.37,46,7.3,-4.7035,0.1327,0.9515
白色家电,-2.28,,,-8.07,48.03,47,1.88,,0.0667,0.972
零售,-2.16,,,-9.6,47.76,48,5.48,,0.1549,0.9264
电力,-7.41,,,0.67,47.69,49,9.45,60.0309,0.0459,0.9571
环境治理,-2.13,,,,47.59,50,7.91,-11.8421,0.1455,0.9377
游戏,2.5,,,,47.42,51,7.62,,0.5909,0.893
家居用品,-0.03,,,-1.91,47.21,52,9.54,17.1145,0.1753,0.937
石油加工贸易,0.54,,,-8.95,46.87,53,4.74,,0.2593,0.9248
物流,0.18,,,-3.19,46.76,54,4.29,11.2456,0.2292,0.9206
化学原料,-1.0,,,-1.06,46.43,55,4.32,-2.4536,0.1897,0.9279
小家电,-0.09,,,-1.97,46.18,56,17.04,-23.6636,0.12,0.9402
环保设备,-0.1,,,,46.01,57,1.12,,0.1,0.9524
贸易,-0.33,,,-1.08,46.0,58,1.08,,0.1429,0.9324
其他电源设备,-0.96,,,,45.94,59,8.79,,0.2286,0.9385
其他社会服务,-0.43,,,,45.9,60,3.29,,0.0732,0.9337
纺织制造,-3.37,,,0.59,45.87,61,10.02,35.6293,0.1818,0.9135
