industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
电力,,,,,62.02,1,10.02,-10.4469,0.8505,
风电设备,,,,,61.09,2,12.17,-37.5996,0.75,
银行,,,,,57.82,3,1.05,,0.8649,
养殖业,,,,,55.99,4,6.1,-9.3074,0.6471,
光伏设备,,,,,55.5,5,9.88,19.8544,0.5278,
光学光电子,,,,,54.76,6,305.93,,0.2381,
半导体,,,,,53.7,7,15.03,8.8301,0.309,
证券,,,,,53.42,8,5.45,,0.5349,
电网设备,,,,,52.61,9,10.04,-14.8026,0.3796,
电子化学品,,,,,52.37,10,5.7,,0.4762,
元件,,,,,51.77,11,15.15,26.8361,0.2097,
通用设备,,,,,51.12,12,15.45,-24.5639,0.17,
建筑材料,,,,,50.13,13,8.66,31.3498,0.2899,
建筑装饰,,,,,49.94,14,10.03,-16.812,0.2463,
白酒,,,,,49.74,15,1.71,,0.4444,
房地产,,,,,49.53,16,8.68,10.2837,0.2597,
环保设备,,,,,49.39,17,3.6,,0.3793,
橡胶制品,,,,,48.93,18,8.33,,0.2381,
小金属,,,,,48.56,19,3.33,60.4056,0.3448,
饮料制造,,,,,48.56,19,10.0,,0.1778,
汽车服务及其他,,,,,48.54,21,7.08,,0.25,
生物制品,,,,,48.41,22,7.0,-6.6907,0.2453,
包装印刷,,,,,48.38,23,11.55,,0.1304,
医疗服务,,,,,48.38,23,3.9,0.2371,0.3214,
专用设备,,,,,48.2,25,10.08,,0.1582,
保险,,,,,48.14,26,0.28,,0.4,
其他电源设备,,,,,48.13,27,3.68,,0.3143,
纺织制造,,,,,48.03,28,10.0,72.3208,0.1515,
化学制品,,,,,47.99,29,8.34,13.8502,0.1908,
油气开采及服务,,,,,47.75,30,1.38,,0.3529,
化学原料,,,,,47.35,31,5.74,75.4305,0.2241,
文化传媒,,,,,47.16,32,9.99,,0.1084,
软件开发,,,,,47.05,33,10.02,-17.1141,0.1022,
农产品加工,,,,,46.81,34,3.1,,0.2632,
环境治理,,,,,46.73,35,7.3,27.4259,0.1538,
自动化设备,,,,,46.68,36,6.28,-12.1655,0.1771,
化学纤维,,,,,46.5,37,3.35,,0.2414,
塑料制品,,,,,46.2,38,6.77,,0.141,
汽车零部件,,,,,46.19,39,9.2,38.3803,0.0795,
中药,,,,,46.1,40,6.82,,0.1343,
石油加工贸易,,,,,45.99,41,2.75,,0.2308,
电池,,,,,45.93,42,4.62,6.2395,0.181,
轨交设备,,,,,45.85,43,3.7,,0.2,
白色家电,,,,,45.83,44,4.39,,0.1818,
能源金属,,,,,45.79,45,4.92,,0.1667,
家居用品,,,,,45.75,46,7.37,10.6168,0.1031,
食品加工制造,,,,,45.66,47,4.66,,0.1667,
互联网电商,,,,,45.54,48,4.76,-19.9262,0.1579,
服装家纺,,,,,45.51,49,4.74,49.9013,0.1571,
其他电子,,,,,45.34,50,4.44,,0.1562,
消费电子,,,,,45.14,51,4.74,37.5244,0.1383,
化学制药,,,,,45.08,52,3.62,78.3697,0.1634,
贸易,,,,,45.02,53,4.33,,0.1429,
金属新材料,,,,,44.96,54,4.04,,0.1471,
医疗器械,,,,,44.89,55,3.41,51.0032,0.1594,
军工电子,,,,,44.54,56,5.2,,0.0968,
IT服务,,,,,44.49,57,4.91,,0.1016,
钢铁,,,,,44.27,58,2.22,-15.8744,0.1579,
教育,,,,,44.26,59,2.37,-17.3203,0.1538,
公路铁路运输,,,,,44.03,60,0.66,,0.1852,
零售,,,,,43.97,61,5.08,,0.0714,
电机,,,,,43.84,62,3.06,,0.1154,
汽车整车,,,,,43.68,63,1.91,,0.1364,
种植业与林业,,,,,43.55,64,1.39,,0.1429,
物流,,,,,43.54,65,4.63,-15.625,0.0612,
工业金属,,,,,43.5,66,4.09,37.4254,0.0727,
通信设备,,,,,43.36,67,5.39,27.606,0.033,
贵金属,,,,,43.29,68,0.86,,0.1429,
煤炭开采加工,,,,,43.27,69,2.9,,0.0909,
农化制品,,,,,43.26,70,2.51,36.436,0.1,
工程机械,,,,,43.24,71,0.92,-7.7227,0.1389,
其他社会服务,,,,,43.17,72,2.23,,0.1026,
计算机设备,,,,,43.02,73,3.12,11.8244,0.0732,
综合,,,,,42.67,74,0.35,,0.125,
医药商业,,,,,42.45,75,1.15,-18.1001,0.0938,
造纸,,,,,42.08,76,0.67,-13.1503,0.087,
美容护理,,,,,41.99,77,0.35,-4.4693,0.0909,
港口航运,,,,,41.94,78,0.55,,0.0833,
非金属材料,,,,,41.7,79,0.74,,0.0667,
军工装备,,,,,41.5,80,2.02,,0.0244,
小家电,,,,,41.2,81,0.81,-8.6765,0.04,
多元金融,,,,,40.88,82,0.16,-22.4159,0.04,
燃气,,,,,40.84,83,-0.06,,0.0435,
通信服务,,,,,40.19,84,-0.56,-10.0671,0.0233,
游戏,,,,,39.98,85,-0.03,,0.0,
黑色家电,,,,,39.96,86,-0.08,3.9049,0.0,
旅游及酒店,,,,,39.94,87,-0.12,,0.0,
机场航运,,,,,39.92,88,-0.16,,0.0,
影视院线,,,,,39.69,89,-0.62,,0.0,
厨卫电器,,,,,39.59,90,-0.81,-14.9022,0.0,
