industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
医药商业,-0.05,-1.82,-0.61,-1.66,83.0,1,9.99,-14.8827,0.9062,
化学制药,3.46,-9.33,-8.43,-19.01,76.24,2,27.9,,0.9172,
生物制品,0.43,-2.92,-2.84,-5.9,74.49,3,18.44,-10.0988,0.8704,
医疗服务,2.05,1.55,-6.31,-8.28,73.12,4,19.95,-15.3333,0.8,
通信设备,-123.86,12.55,193.39,-37.91,69.85,5,10.0,23.3766,0.3297,
自动化设备,-27.07,8.45,68.98,0.59,67.83,6,13.73,,0.4632,
半导体,-63.27,267.76,336.38,-52.16,64.27,7,15.71,-12.2007,0.5311,
中药,1.8,-7.66,-3.93,-7.88,64.26,8,9.97,-11.0865,0.8507,
通用设备,-54.73,-6.51,47.77,-10.0,62.94,9,30.0,,0.5592,
医疗器械,-4.02,-1.57,-5.64,-7.79,59.46,10,11.49,-5.315,0.8561,
汽车零部件,-18.28,-18.06,28.59,-8.94,57.9,11,13.93,,0.5833,
光学光电子,-36.04,26.0,45.5,-49.62,57.15,12,11.2,18.5819,0.4953,
美容护理,-1.18,-1.21,-0.33,-2.43,56.85,13,10.04,-11.1187,0.7576,
元件,-117.73,-33.24,139.53,16.85,55.68,14,10.0,25.6983,0.1452,
专用设备,-49.16,3.83,32.64,-14.03,55.66,15,11.94,-33.4302,0.5515,
消费电子,-76.1,14.81,88.53,-42.32,55.5,16,5.7,-11.7318,0.3226,
汽车服务及其他,0.74,-1.42,-0.88,0.35,55.09,17,5.38,,0.8,
港口航运,0.72,1.92,-8.99,-10.16,54.73,18,5.68,4.2588,0.6571,
银行,29.09,-31.76,-31.52,20.49,54.72,19,4.09,-3.9326,0.95,
食品加工制造,-3.04,-13.38,-1.28,-2.72,53.61,20,9.22,,0.75,
轨交设备,-4.23,-1.08,0.06,-6.27,53.58,21,6.86,20.3129,0.6552,
塑料制品,-22.55,-12.96,12.92,-15.6,53.08,22,18.0,-16.1386,0.4342,
白色家电,-20.9,-12.11,-4.81,-3.91,52.86,23,7.18,-33.321,0.625,
证券,-29.02,-23.24,13.7,-14.2,52.48,24,10.0,4.4957,0.6042,
纺织制造,0.87,0.35,0.39,-1.41,52.04,25,10.01,35.6061,0.7812,
计算机设备,-25.6,28.47,28.33,-22.21,51.96,26,14.74,-26.9977,0.4578,
服装家纺,0.69,-3.94,5.43,-1.96,51.83,27,10.82,5.3333,0.6849,
环保设备,-0.31,-1.2,2.22,-2.18,51.72,28,12.03,-4.385,0.6667,
养殖业,-3.35,-5.71,-3.1,-3.71,51.15,29,10.05,-12.4823,0.7143,
化学制品,-32.18,-3.28,10.04,-28.26,50.91,30,20.0,-1.0101,0.5486,
贵金属,-65.33,1.17,15.13,-14.04,50.78,31,4.42,16.8448,0.0714,
电子化学品,-14.33,33.51,33.81,-7.7,50.71,32,13.71,33.671,0.2927,
公路铁路运输,0.94,-2.76,-5.42,-6.05,49.58,33,5.26,-10.5882,0.9032,
综合,-15.61,-1.6,0.81,-12.18,49.38,34,9.93,1.3423,0.875,
IT服务,-43.67,-19.56,16.47,-16.49,48.96,35,19.91,-21.2613,0.368,
农产品加工,-1.0,-4.48,-2.22,-3.3,48.45,36,4.09,,0.775,
非金属材料,-9.43,-8.16,3.87,-1.33,48.12,37,16.19,,0.4,
工程机械,-8.01,-1.79,-0.27,4.46,48.03,38,7.41,-15.4104,0.5278,
旅游及酒店,-0.2,-6.14,-2.57,-3.86,47.99,39,7.73,-9.0625,0.8571,
石油加工贸易,-3.17,-1.7,-1.31,0.76,47.73,40,9.99,-18.4699,0.44,
造纸,-1.75,-3.89,-2.54,-3.27,46.88,41,10.03,-21.3001,0.5833,
黑色家电,-0.82,-0.73,3.4,-2.57,46.13,42,4.32,-39.6189,0.4444,
家居用品,-2.79,-3.11,-0.92,-1.51,46.07,43,10.04,7.2178,0.6598,
包装印刷,-6.71,0.76,-2.77,1.6,45.67,44,10.02,-19.6285,0.5778,
工业金属,-118.34,-17.31,16.3,-38.19,45.44,45,6.35,2.9038,0.0909,
零售,-3.51,-22.71,-4.63,-11.01,45.39,46,9.96,-10.1626,0.6769,
环境治理,-8.83,-6.29,-0.44,-5.79,45.16,47,19.98,-18.3688,0.6273,
金属新材料,-14.6,-12.27,1.48,-4.33,45.09,48,20.0,37.6719,0.1562,
橡胶制品,1.17,-0.39,-0.87,-2.34,44.97,49,10.0,11.8677,0.7727,
建筑材料,-11.13,-20.48,9.58,-13.76,44.88,50,8.51,-8.7527,0.4648,
电机,-4.7,-6.68,1.21,-2.21,44.2,51,10.02,-24.2533,0.4167,
物流,-0.5,-3.07,-3.92,-3.44,44.17,52,4.97,-13.081,0.7551,
种植业与林业,-2.14,-5.25,-2.87,-1.98,42.56,53,5.89,-10.0662,0.5,
软件开发,-35.97,-10.81,-1.92,-16.45,42.42,54,20.0,-19.125,0.3333,
饮料制造,-3.89,-5.65,-7.6,-4.24,42.28,55,5.08,-10.4364,0.6304,
其他社会服务,-3.19,1.82,-0.36,-3.09,42.22,56,2.93,,0.4103,
影视院线,-1.79,-8.71,-2.05,-3.51,42.0,57,6.19,-3.9189,0.5263,
房地产,-4.32,-2.81,-4.68,-15.54,41.33,58,10.15,7.6923,0.6988,
建筑装饰,-31.61,7.29,-8.43,-31.38,41.28,59,10.03,-7.8467,0.4964,
汽车整车,-16.94,-22.9,-12.01,-10.74,40.77,60,2.23,-29.765,0.3182,
燃气,-2.45,-1.49,-1.23,-1.49,40.57,61,9.97,6.6199,0.7917,
机场航运,-4.77,-1.08,1.83,-10.14,40.54,62,0.57,-5.0091,0.1667,
互联网电商,-1.49,3.75,2.33,-2.49,40.31,63,7.03,7.7217,0.3889,
厨卫电器,-0.03,0.06,-0.58,-0.48,40.27,64,5.1,-30.6843,0.6667,
多元金融,-2.74,-3.03,0.68,-4.5,40.21,65,3.74,-8.2915,0.4,
小家电,-1.62,-1.98,-0.78,0.81,40.17,66,2.67,-18.2216,0.48,
贸易,-1.36,-2.08,-0.92,-3.1,39.95,67,3.91,10.4581,0.5385,
通信服务,-26.78,-10.17,10.61,-6.88,39.36,68,4.99,6.1955,0.2,
油气开采及服务,-5.63,-1.37,-3.52,0.81,38.62,69,9.98,,0.3684,
军工电子,-16.85,11.44,3.53,-30.89,38.53,70,3.84,-16.0822,0.1935,
白酒,-19.52,-19.21,-10.28,-10.74,38.38,71,2.51,-20.5679,0.2105,
文化传媒,-36.14,-17.96,-5.16,-20.67,38.22,72,9.98,-13.059,0.3875,
教育,-0.73,-1.33,0.97,-0.61,38.05,73,1.82,,0.4667,
其他电源设备,-23.3,-4.65,10.2,-5.79,37.74,74,9.9,-15.4812,0.2857,
游戏,-15.14,-9.37,-5.86,-6.3,37.65,75,5.13,-13.1188,0.1739,
电网设备,-44.61,-37.83,1.62,-32.43,37.13,76,10.02,-7.8287,0.2993,
其他电子,-5.78,2.37,28.68,-15.61,37.07,77,7.32,,0.3529,
农化制品,-22.51,-16.85,-3.89,-10.05,36.82,78,9.98,1.0256,0.4098,
军工装备,-57.81,-5.97,-4.71,-29.97,36.52,79,7.26,32.3038,0.1707,
小金属,-88.31,-56.52,5.45,-27.54,36.24,80,9.99,18.3615,0.1379,
化学原料,-9.15,-12.38,-4.27,-11.75,35.27,81,10.87,,0.5345,
保险,-7.6,-6.72,-0.87,-1.04,35.2,82,-0.71,7.7469,0.0,
钢铁,-19.93,-12.56,-5.87,-12.8,33.9,83,2.61,-10.9062,0.2045,
化学纤维,-5.18,-3.21,-2.2,-7.75,33.63,84,5.6,-7.0809,0.3929,
电力,-31.53,-35.89,-0.96,-61.36,30.05,85,10.01,1.3529,0.2617,
煤炭开采加工,-6.09,-11.31,-23.03,-0.59,28.65,86,10.04,-4.6099,0.4118,
电池,-103.44,-41.74,-12.68,-8.81,26.89,87,10.01,-19.1718,0.2212,
风电设备,-12.34,-3.87,-6.12,-8.72,23.92,88,2.54,,0.1935,
光伏设备,-60.05,-28.54,-12.02,-23.8,23.56,89,5.36,38.8158,0.1644,
能源金属,-39.54,-11.28,-16.47,-7.0,21.87,90,-0.14,-27.9419,0.0,
