industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
美容护理,-1.2,-1.26,-1.2,-1.19,51.94,60,4.42,11.4565,0.0909,0.8786
厨卫电器,-0.31,-0.04,-0.27,-0.26,51.87,61,5.01,-4.6712,0.3333,0.8486
公路铁路运输,-3.76,-6.13,-6.92,2.55,51.15,62,3.02,-10.4907,0.0645,0.9588
旅游及酒店,-4.16,-1.69,-3.91,-2.49,51.1,63,-1.17,-2.9885,0.0,0.9227
医疗服务,12.79,15.02,-4.29,0.29,50.97,64,10.0,14.6409,0.4643,0.856
轨交设备,-4.12,-4.23,-0.8,2.08,50.83,65,10.05,12.7792,0.1333,0.8745
家居用品,0.19,-0.87,-0.37,-1.91,50.57,66,10.01,30.303,0.1979,0.8843
汽车零部件,-11.43,-11.64,-28.38,-13.61,50.52,67,20.01,90.1836,0.1828,0.8947
软件开发,-11.09,-3.24,-17.7,12.47,50.38,68,16.18,44.0625,0.1295,0.8918
医疗器械,-7.67,-0.9,0.7,-2.05,49.59,69,7.44,-4.1601,0.2302,0.8719
化学制药,4.53,13.12,-19.37,0.44,49.37,70,11.0,1.0554,0.3052,0.8638
机场航运,2.64,-10.57,-7.5,0.79,49.36,71,3.31,-8.7675,0.3846,0.9065
军工装备,7.2,-17.01,-23.4,-8.3,47.95,72,15.47,-0.4598,0.3049,0.8432
饮料制造,-3.29,-3.65,-13.23,-4.64,47.83,73,1.91,5.2333,0.0217,0.9418
纺织制造,-2.73,0.09,-1.24,0.59,47.54,74,10.02,50.7274,0.1212,0.8621
游戏,1.3,7.02,-11.06,-4.13,47.15,75,3.67,-12.9143,0.4167,0.8456
汽车整车,-9.09,-6.1,-9.67,-4.3,46.95,76,0.26,-18.6508,0.087,0.886
农产品加工,-2.78,-1.12,-2.44,-1.9,46.95,76,0.44,-11.5984,0.0476,0.8884
工程机械,-7.59,-5.29,-6.29,0.81,46.6,78,5.55,-14.8502,0.0833,0.8769
白色家电,-2.59,-6.61,-25.46,-8.07,46.06,79,4.47,,0.3111,0.9217
生物制品,0.67,5.36,-4.42,-1.16,45.56,80,7.63,7.1394,0.283,0.8559
黑色家电,-2.41,-2.22,1.16,0.38,45.39,81,3.9,-15.1533,0.125,0.9071
多元金融,-8.02,-2.97,-2.41,-0.23,44.37,82,0.6,-22.3349,0.0385,0.8798
光伏设备,-13.71,-38.39,7.64,1.96,44.31,83,13.05,18.2692,0.2361,0.8665
保险,-16.65,-45.21,-14.88,1.45,41.68,84,-0.75,2.8092,0.0,0.8749
造纸,-2.19,-3.63,-2.1,-0.53,40.41,85,2.13,,0.087,0.8889
电机,-2.52,0.53,-0.77,-5.45,40.34,86,4.95,30.7544,0.1923,0.9008
风电设备,2.05,-5.17,-0.32,1.93,39.87,87,2.96,-17.6654,0.2188,0.8457
教育,-1.08,-0.51,-0.01,-0.09,37.0,88,5.54,-4.5682,0.1333,0.8527
影视院线,-6.72,-0.99,-3.26,-1.89,36.22,89,0.24,-11.2903,0.0526,0.9077
白酒,-17.54,-16.7,-18.68,-11.79,33.52,90,0.38,-14.6195,0.0526,0.9251
