ts_code,name,industry,market,close,pct_chg,open,high,low,volume,amount,turnover_rate,ma5,ma10,ma20,ma60,ma120,ma250,ma20_slope,ma60_slope,high_20d,low_20d,high_60d,low_60d,close_vs_20d_high,close_vs_60d_high,price_percentile_1y,volatility_20d,main_net_inflow_1d,main_net_inflow_3d,main_net_inflow_5d,main_net_inflow_10d,northbound_flow,rsi_14,macd_hist,trend_strength_score,price_above_ma20_days,price_above_ma60_days,pe_ttm,pb,roe,net_profit_yoy,debt_ratio,pe_percentile_5y,pb_percentile_5y,value_score,growth_score,capital_score,sector_score,final_score,score_market_regime,score_weight_value,score_weight_growth,score_weight_capital,score_weight_sector,future_return_10,future_return_30,future_return_60
002297.SZ,博云新材,航空装备Ⅱ,深交所,32.82,5.1923,33.64,34.32,31.35,220046935.0,7239688686.0,24.5928,28.412,25.017,23.2755,20.3023,16.2406,12.381,3.0939,7.7619,32.82,19.66,32.82,10.62,0.0,0.0,99.6032,98.4273,,,,,0.0,91.2236,2.2471,100.0,6.0,48.0,99.85983931,8.53704821,6.03,13362.43,32.32,12.1071,99.9174,-9.8899,98.2,65.1599,50.0,55.6875,neutral,0.25,0.35,0.25,0.15,,,
300558.SZ,贝达药业,化学制药,创业板,58.35,-0.3416,57.97,60.12,57.58,24804405.0,1460196863.0,6.1341,54.634,53.494,51.379,48.6308,47.6078,54.2262,2.9113,2.1209,58.55,47.8,58.55,40.98,-0.3416,-0.3416,72.2222,62.8475,,,,,6833530.79,76.0938,1.5334,100.0,10.0,40.0,56.21142093,3.64953258,,,,36.8595,28.0165,-14.905,77.5,63.8455,50.0,46.8601,neutral,0.25,0.35,0.25,0.15,,,
688758.SH,赛分科技,化学制药,科创板,19.45,0.8817,19.01,19.84,18.95,3632854.0,70766641.0,1.5897,19.814,19.313,18.7595,19.4337,19.1242,18.855,0.203,1.0276,20.39,16.6,21.99,16.6,-4.6101,-11.5507,66.6667,49.3285,,,,,,58.6411,0.3901,100.0,8.0,1.0,59.19684835,5.90593771,2.59,49.66,8.91,8.8825,51.8625,0.3197,76.7846,43.38,50.0,45.2995,neutral,0.25,0.35,0.25,0.15,,,
600186.SH,莲花控股,调味发酵品Ⅱ,上交所,14.37,-0.2083,15.02,15.06,13.96,280759235.0,4062185249.0,14.1679,14.208,13.052,11.79,9.9675,8.0741,6.9637,5.8776,6.7851,14.66,9.47,14.66,6.94,-1.9782,-1.9782,98.8095,100.3662,,,,,-1043837.69,79.5256,0.6358,100.0,10.0,61.0,72.3018767,13.46516933,7.05,42.06,45.37,46.9421,96.7769,-25.047,81.6923,59.6845,50.0,44.7517,neutral,0.25,0.35,0.25,0.15,,,
300292.SZ,吴通控股,通信服务,创业板,6.57,1.7028,6.35,6.7,6.28,147042899.0,959555072.0,12.4929,6.46,6.181,5.919,5.5452,5.1453,4.9849,2.0341,2.5617,6.57,5.31,7.04,4.38,0.0,-6.6761,98.4127,80.0913,,,,,4804149.98,66.2687,0.1242,100.0,6.0,51.0,68.94405787,5.79954003,,,,24.2815,98.595,-28.1473,77.0,68.4735,50.0,44.5315,neutral,0.25,0.35,0.25,0.15,,,
301349.SZ,信德新材,电池,深交所,62.15,-6.3301,67.62,67.62,61.21,10175064.0,646310359.0,7.3355,64.426,60.78,60.266,58.2078,53.5212,47.4024,5.8412,1.7969,66.35,54.9,66.35,47.6,-6.3301,-6.3301,93.254,70.7218,,,,,0.0,49.7203,1.3303,100.0,6.0,6.0,136.21138248,3.08713085,1.14,330.34,19.6,62.9297,95.4048,-42.367,90.8077,60.2399,50.0,43.7509,neutral,0.25,0.35,0.25,0.15,,,
300592.SZ,华凯易佰,互联网电商,创业板,15.08,7.0263,14.66,15.29,14.3,48673103.0,721910626.0,9.1972,13.302,13.071,12.4505,12.9488,12.9065,12.0147,0.4032,0.8018,15.08,11.13,15.08,11.13,0.0,0.0,99.2063,89.7471,,,,,785373.25,68.9571,0.5838,100.0,2.0,2.0,26.79029375,2.60994421,,,,45.1996,70.0826,-28.3405,77.4,64.3297,50.0,43.5873,neutral,0.25,0.35,0.25,0.15,,,
002842.SZ,翔鹭钨业,小金属,深交所,48.38,-7.8301,51.91,52.32,47.24,70883194.0,3495204144.0,20.069,47.664,43.079,38.031,35.339,31.3087,20.4508,10.7258,3.8339,52.49,32.05,52.49,30.12,-7.8301,-7.8301,99.2063,86.4853,,,,,,73.943,3.2399,100.0,10.0,10.0,39.62563196,10.47528559,,,,7.2144,98.9256,-22.2564,76.3,59.58,50.0,43.5359,neutral,0.25,0.35,0.25,0.15,,,
605020.SH,永和股份,化学制品,上交所,35.62,-5.2408,37.57,38.29,35.38,42372037.0,1540728955.0,8.7478,35.96,34.677,34.4465,29.6225,28.7391,27.5004,2.2455,2.9948,37.59,31.7,37.59,23.37,-5.2408,-5.2408,98.8095,68.8327,,,,,-1615189.8,50.0539,0.0448,100.0,7.0,32.0,31.05234154,3.37329174,,,,26.0833,47.6667,-16.0458,73.7,56.2116,50.0,43.3364,neutral,0.25,0.35,0.25,0.15,,,
920111.BJ,聚星科技,电气机械和器材制造业,北交所,35.87,2.4272,35.02,38.0,34.19,6540899.0,235661131.0,5.6621,34.09,33.05,32.2485,29.9725,27.2625,27.4189,2.6091,2.9717,35.87,28.22,37.6,22.52,0.0,-4.6011,98.8095,94.208,,,,,,57.4344,0.6087,100.0,6.0,44.0,29.03288803,5.32566626,,,,11.4796,80.8673,-19.2347,77.0,52.62,50.0,42.7963,neutral,0.25,0.35,0.25,0.15,,,
600460.SH,士兰微,半导体,上交所,47.04,5.0,45.2,48.65,44.5,185415583.0,8666760434.0,10.1962,42.556,38.173,36.309,30.9742,30.4047,29.2705,7.4819,4.3288,47.04,32.13,47.04,24.72,0.0,0.0,99.6032,89.8792,,,,,20668397.56,77.4383,2.3513,100.0,6.0,35.0,181.3779634,6.8230529,,,,74.0223,69.4215,-38.2632,78.2,68.7643,50.0,42.4953,neutral,0.25,0.35,0.25,0.15,,,
002886.SZ,沃特股份,塑料,深交所,32.49,0.3087,32.39,33.28,31.78,16843270.0,548745330.0,8.8859,31.706,29.981,29.5115,25.2667,24.0572,22.2249,3.4094,3.4756,32.49,26.89,32.49,19.84,0.0,0.0,99.6032,63.7549,,,,,,65.6854,0.5386,100.0,6.0,34.0,115.92625785,4.46176699,,,,28.9256,90.3306,-27.7066,78.2,56.26,50.0,42.0084,neutral,0.25,0.35,0.25,0.15,,,
