ts_code,name,industry,market,close,pct_chg,open,high,low,volume,amount,turnover_rate,ma5,ma10,ma20,ma60,ma120,ma250,ma20_slope,ma60_slope,high_20d,low_20d,high_60d,low_60d,close_vs_20d_high,close_vs_60d_high,price_percentile_1y,volatility_20d,main_net_inflow_1d,main_net_inflow_3d,main_net_inflow_5d,main_net_inflow_10d,northbound_flow,rsi_14,macd_hist,trend_strength_score,price_above_ma20_days,price_above_ma60_days,pe_ttm,pb,roe,net_profit_yoy,debt_ratio,pe_percentile_5y,pb_percentile_5y,value_score,growth_score,capital_score,sector_score,final_score,score_market_regime,score_weight_value,score_weight_growth,score_weight_capital,score_weight_sector,future_return_10,future_return_30,future_return_60
600563.SH,法拉电子,元件,上交所,162.51,-5.7531,167.58,168.98,159.69,12427410.0,2024136809.0,4.4768,165.972,150.918,135.982,126.8887,116.8567,115.4925,8.3436,3.6348,174.2,114.49,174.2,114.06,-6.7107,-6.7107,98.8095,71.3167,,,,,30184452.98,74.1576,8.6232,100.0,15.0,15.0,30.58212266,5.80616411,,,,61.2397,52.6446,-29.595,75.3,62.7278,97.4216,49.2514,neutral,0.25,0.35,0.25,0.15,,,
601799.SH,星宇股份,汽车零部件,上交所,144.82,0.1314,143.36,147.13,141.13,4925320.0,711328316.0,1.2033,141.318,137.027,133.341,131.9008,130.7543,128.8464,2.2852,-0.6092,144.82,124.08,154.15,119.6,0.0,-6.0525,94.0476,47.0323,,,,,52156889.33,69.4374,2.726,100.0,8.0,5.0,19.45469021,2.78641866,,,,0.0826,0.0826,4.9504,74.4,54.614,55.1077,49.1973,neutral,0.25,0.35,0.25,0.15,,,
300829.SZ,金丹科技,化学制品,创业板,19.99,5.2659,18.9,19.99,18.63,11099120.0,215091021.0,2.3233,19.35,19.122,18.5255,19.2613,18.4342,18.4621,1.878,0.3578,19.99,17.34,21.54,17.34,0.0,-7.1959,90.0794,55.2822,,,,,0.0,68.2759,0.3521,100.0,11.0,1.0,31.98607944,1.38729181,,,,22.314,0.6612,-2.9752,78.0,51.344,64.9343,49.1323,neutral,0.25,0.35,0.25,0.15,,,
605020.SH,永和股份,化学制品,上交所,33.78,2.2088,33.0,34.3,32.08,31811305.0,1055603589.0,8.4251,33.332,32.223,29.724,27.6482,27.3241,26.4981,6.1989,1.3292,33.78,26.74,33.78,23.37,0.0,0.0,99.6032,40.0959,,,,,-1615189.8,84.2583,0.8347,100.0,28.0,13.0,28.23084241,3.06678539,,,,21.2677,41.4512,-12.8065,80.0,57.7228,64.9343,48.9692,neutral,0.25,0.35,0.25,0.15,,,
300657.SZ,弘信电子,元件,创业板,46.55,-4.8057,48.33,49.91,46.18,85819466.0,4058163704.0,12.5911,49.256,45.491,41.295,34.8273,32.223,30.9588,8.9061,4.2459,52.08,34.93,52.08,27.83,-10.6183,-10.6183,97.619,116.9096,,,,,15866848.86,63.9008,1.3713,75.0,7.0,28.0,116.43183874,14.61597849,,,,15.7895,96.8595,-24.7412,63.7,70.0959,97.4216,48.2469,neutral,0.25,0.35,0.25,0.15,,,
000636.SZ,风华高科,元件,深交所,41.7,0.7733,42.12,43.5,40.18,264557338.0,11065089215.0,11.0013,37.78,33.548,29.5025,24.271,21.2522,17.8912,15.2126,5.4222,41.7,22.73,41.7,18.55,0.0,0.0,99.6032,72.9192,,,,,2740610.88,88.3341,2.7015,100.0,29.0,26.0,264.34596708,6.50758139,0.71,37.14,23.23,96.8595,99.5868,-57.6751,89.3878,67.0618,97.4216,48.2456,neutral,0.25,0.35,0.25,0.15,,,
300566.SZ,激智科技,光学光电子,创业板,22.9,-1.8852,23.01,23.25,22.5,22056906.0,504162047.0,11.1937,22.592,21.394,20.458,19.4855,19.2815,19.0505,4.851,0.8157,23.34,18.4,23.34,17.3,-1.8852,-1.8852,98.8095,41.0703,,,,,0.0,76.6488,0.6386,100.0,28.0,15.0,40.70621583,3.68864194,,,,61.8182,79.1736,-36.4298,80.0,63.844,86.724,47.8622,neutral,0.25,0.35,0.25,0.15,,,
688508.SH,芯朋微,半导体,科创板,92.7,-1.341,92.18,93.93,89.0,9540706.0,869325343.0,5.341,92.188,91.35,86.7575,70.655,66.9954,63.3044,6.9529,2.7918,93.96,76.2,93.96,56.05,-1.341,-1.341,98.0159,59.3604,,,,,-1029250.04,62.5298,-0.4351,100.0,32.0,26.0,73.6197536,4.26280655,,,,56.1983,54.6281,-28.3264,80.0,54.8866,84.8311,47.3647,neutral,0.25,0.35,0.25,0.15,,,
688127.SH,蓝特光学,光学光电子,科创板,90.46,-3.7455,94.78,94.97,88.01,19854339.0,1793023691.0,2.5927,96.604,96.702,87.2,69.798,54.9902,41.2629,7.8934,6.0352,104.29,68.3,104.29,50.8,-13.2611,-13.2611,95.6349,68.7416,,,,,1155149.02,62.3253,-0.8352,75.0,34.0,115.0,72.41159027,14.66144717,5.74,184.4,25.72,77.1901,98.1818,-30.3375,80.0347,54.4112,86.724,47.0392,neutral,0.25,0.35,0.25,0.15,,,
300241.SZ,瑞丰光电,光学光电子,创业板,7.55,4.426,7.12,7.55,7.1,100791080.0,747232034.0,6.2301,7.16,7.121,7.0425,6.9153,6.4286,6.0668,0.8521,1.0964,7.55,6.55,7.77,6.16,0.0,-2.8314,98.4127,37.4233,,,,,,66.4706,0.0445,100.0,3.0,17.0,69.71829,2.06407853,,,,28.8317,79.3388,-24.9258,76.4,53.88,86.724,46.9872,neutral,0.25,0.35,0.25,0.15,,,
300975.SZ,商络电子,元件,创业板,29.06,6.2135,27.84,29.37,27.34,134268916.0,3801506889.0,15.5505,24.86,24.121,22.8395,19.67,16.6536,14.4589,4.7539,4.199,29.06,19.36,29.06,14.41,0.0,0.0,99.6032,106.9255,,,,,-5699200.81,67.2058,0.779,100.0,3.0,91.0,52.63736832,10.36541051,,,,41.405,99.0083,-34.2438,77.6,54.2265,97.4216,46.7689,neutral,0.25,0.35,0.25,0.15,,,
300219.SZ,鸿利智汇,光学光电子,创业板,9.43,5.0111,8.89,9.45,8.76,111605604.0,1024112378.0,6.0382,8.684,8.392,8.0645,7.8483,7.6528,7.277,2.9226,0.9497,9.43,7.3,9.43,7.07,0.0,0.0,99.6032,39.2011,,,,,3771849.6,86.5471,0.2546,100.0,17.0,15.0,62.67232828,2.43772639,,,,76.9421,75.7025,-40.8554,80.0,63.4272,86.724,46.6516,neutral,0.25,0.35,0.25,0.15,,,
002815.SZ,崇达技术,元件,深交所,17.08,0.767,16.95,17.38,16.6,77679603.0,1322445593.0,12.546,16.17,16.095,15.637,15.1738,14.6944,13.8816,0.8351,0.4745,17.08,13.9,17.08,13.5,0.0,0.0,98.4127,61.664,,,,,3792423.0,69.8795,0.2197,100.0,3.0,3.0,90.99299388,2.46718924,,,,99.3388,81.405,-50.1198,77.6,68.4137,97.4216,46.3467,neutral,0.25,0.35,0.25,0.15,,,
300602.SZ,飞荣达,消费电子,创业板,46.79,1.939,47.65,48.68,45.73,61908494.0,2928427078.0,7.9677,42.586,40.46,38.486,35.4882,33.7195,30.0482,5.0339,1.5127,46.79,34.35,46.79,29.05,0.0,0.0,99.6032,75.5888,,,,,13853123.91,73.7735,1.5386,100.0,32.0,28.0,69.7654275,6.45815858,,,,54.7401,99.3388,-38.9937,80.0,67.4027,74.2273,46.2363,neutral,0.25,0.35,0.25,0.15,,,
688805.SH,健信超导,医疗器械,科创板,61.43,2.3833,59.4,62.88,58.5,4390324.0,266341974.0,4.5673,59.138,56.41,54.8205,50.0862,,,1.9954,2.4711,61.43,49.95,61.43,42.41,0.0,0.0,98.9796,62.9396,,,,,,68.9987,1.186,100.0,7.0,35.0,94.12582043,6.25680058,,,,1.7094,24.7863,-1.7949,78.4,50.76,43.3636,46.1858,neutral,0.25,0.35,0.25,0.15,,,
688536.SH,思瑞浦,半导体,科创板,305.02,-5.061,315.61,315.61,293.81,6830300.0,2060641368.0,3.4359,305.858,302.073,277.651,213.086,190.9961,169.3957,10.1289,5.1758,321.28,217.0,321.28,156.55,-5.061,-5.061,98.8095,81.4082,,,,,3230125.05,64.0111,0.0171,100.0,32.0,32.0,182.2571249,7.53029205,,,,57.9602,62.9752,-31.0299,75.3,57.5012,84.8311,45.6975,neutral,0.25,0.35,0.25,0.15,,,
300319.SZ,麦捷科技,元件,创业板,14.6,-2.6017,14.72,15.28,14.38,104723307.0,1537892560.0,23.9101,14.208,13.841,13.3205,12.8575,12.5318,12.1095,3.5205,0.8076,14.99,11.89,14.99,10.9,-2.6017,-2.6017,99.2063,47.9442,,,,,3325151.79,68.595,0.2795,100.0,29.0,15.0,94.40974439,5.76682174,,,,96.4463,99.9174,-53.7356,77.3,69.2945,97.4216,45.558,neutral,0.25,0.35,0.25,0.15,,,
002947.SZ,恒铭达,消费电子,深交所,101.81,3.5286,99.44,105.0,98.05,19892402.0,2010969417.0,14.2202,94.638,89.808,85.9155,65.62,56.5396,47.7035,6.5533,6.1351,101.81,76.88,101.81,45.62,0.0,0.0,99.6032,64.4166,,,,,7467954.15,72.1628,1.3917,100.0,51.0,42.0,38.66971038,6.8767813,,,,71.2397,98.3471,-44.5207,80.0,69.7113,74.2273,45.4317,neutral,0.25,0.35,0.25,0.15,,,
