industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
元件,14.83,,-7.39,65.09,98.6,1,19.99,11.7042,0.7742,0.9865
光学光电子,17.04,-72.11,17.82,41.43,77.85,2,14.13,-3.9904,0.3645,0.9877
半导体,68.87,,-2.69,123.65,66.46,3,860.46,,0.6067,0.96
机场航运,4.19,-10.57,-7.5,0.79,66.04,4,3.02,,0.4615,0.94
非金属材料,-1.98,,-0.73,3.72,63.88,5,8.77,,0.2,0.9659
电子化学品,-1.98,,4.72,48.8,63.85,6,9.98,,0.561,0.954
其他电子,0.01,,-7.12,10.24,62.19,7,10.71,,0.2941,0.9761
金属新材料,-5.23,,6.65,3.46,60.96,8,3.99,37.6675,0.2059,0.9629
自动化设备,-2.68,,21.73,5.24,60.44,9,11.9,34.2407,0.3053,0.9612
消费电子,-6.42,,-1.45,23.28,60.12,10,9.98,-23.1136,0.3511,0.965
证券,-16.63,,10.2,6.71,59.3,11,9.56,,0.08,0.9483
电力,-17.91,-117.63,-31.01,0.67,59.07,12,10.03,60.0309,0.0367,0.9662
白酒,1.13,,-18.68,-11.79,59.0,13,1.75,,0.0526,0.9763
电机,-1.46,0.53,-0.77,-5.45,57.9,14,3.01,,0.12,0.9578
电池,-15.04,-81.73,64.87,32.17,57.52,15,7.26,79.5673,0.1845,0.914
建筑材料,11.27,-9.36,-3.1,14.2,56.78,16,16.6,77.4119,0.2394,0.9358
通信设备,31.56,,48.31,102.78,56.69,17,10.01,42.8329,0.3297,0.9328
小金属,-4.92,,-8.78,29.21,56.13,18,10.0,,0.1379,0.9144
塑料制品,-3.39,-12.65,-2.7,-5.09,54.42,19,12.34,,0.1538,0.9681
造纸,-0.89,-3.63,-2.1,-0.53,52.56,20,4.18,22.1333,0.0833,0.9313
生物制品,3.54,,-4.42,-1.16,51.9,21,5.44,-1.1767,0.5741,0.8969
医疗服务,13.23,,-4.29,0.29,51.81,22,10.0,3.8489,0.5357,0.8952
港口航运,2.89,,-12.01,-4.58,51.72,23,10.02,,0.4286,0.9238
零售,-3.28,-7.83,-2.32,-9.6,50.93,24,7.54,,0.125,0.9214
公路铁路运输,-0.48,,-6.92,2.55,50.93,24,2.92,,0.0625,0.9718
影视院线,-2.89,-0.99,-3.26,-1.89,50.76,26,-1.89,-5.2065,0.0,0.9606
能源金属,-0.36,-17.3,-11.14,15.46,50.08,27,2.95,,0.5833,0.8162
其他电源设备,-2.29,2.38,-6.82,18.08,49.22,28,12.29,,0.2353,0.9382
食品加工制造,0.08,,-7.46,0.8,48.85,29,9.99,,0.1846,0.93
煤炭开采加工,-3.55,-12.07,-8.99,-9.61,48.47,30,-0.64,,0.0,0.9338
光伏设备,-6.8,-38.39,7.64,1.96,48.22,31,20.0,-22.2517,0.125,0.9266
中药,0.61,,-5.5,-2.08,47.75,32,2.41,,0.2344,0.9202
医疗器械,2.08,,0.7,-2.05,47.08,33,5.3,46.4097,0.3116,0.9021
化学制药,14.78,,-19.37,0.44,46.94,34,11.63,,0.4551,0.8914
汽车服务及其他,0.29,,-0.72,-0.75,46.37,35,5.6,,0.24,0.9301
贵金属,-3.5,-21.53,-9.13,-2.01,46.33,36,0.79,,0.0714,0.8266
钢铁,-2.98,-3.19,-1.75,0.07,46.19,37,8.16,-22.6691,0.0455,0.8827
服装家纺,0.47,,-3.53,-1.73,45.98,38,13.91,25.8824,0.1096,0.916
银行,-4.12,,-25.82,20.28,45.75,39,-0.18,1.8834,0.0,0.9525
黑色家电,-0.45,-2.22,1.16,0.38,45.25,40,1.41,-7.2712,0.2222,0.9432
汽车整车,-2.69,-6.1,-9.67,-4.3,44.75,41,2.67,,0.087,0.8997
工业金属,-9.98,-35.25,-50.93,-4.82,44.56,42,1.59,-18.9088,0.2222,0.9249
贸易,-0.51,-1.22,-0.01,-1.08,44.42,43,0.61,,0.2,0.92
旅游及酒店,-1.01,-1.69,-3.91,-2.49,44.38,44,-1.14,,0.0,0.8939
化学纤维,0.29,,-4.55,4.28,44.13,45,10.02,7.2026,0.4643,0.8581
其他社会服务,-0.89,-1.03,-1.36,0.17,43.56,46,5.43,,0.0732,0.9124
专用设备,-5.72,,0.36,17.02,42.9,47,10.01,-9.9204,0.1566,0.9257
电网设备,-2.83,-25.97,-1.43,-2.93,42.28,48,8.8,-9.8937,0.0863,0.9135
家居用品,-0.09,,-0.37,-1.91,42.24,49,9.41,,0.1458,0.9143
环境治理,-3.86,,-3.34,-0.44,42.23,50,8.01,15.0332,0.0926,0.9194
保险,-1.96,-45.21,-14.88,1.45,41.89,51,-1.18,,0.0,0.8935
化学制品,-11.04,,-24.39,-11.73,41.71,52,10.01,-7.17,0.2386,0.9449
游戏,6.74,,-11.06,-4.13,41.66,53,5.92,,0.4783,0.8783
通用设备,-6.51,,-2.81,8.5,41.38,54,9.06,-41.686,0.1526,0.9316
军工电子,-1.55,-3.22,-19.94,0.12,41.22,55,10.01,,0.3,0.8998
橡胶制品,-0.23,,0.93,2.17,41.21,56,7.98,,0.2273,0.9162
纺织制造,-3.58,,-1.24,0.59,40.73,57,10.02,35.6293,0.1562,0.8934
农化制品,0.12,,-12.95,0.77,40.72,58,4.07,20.0,0.3333,0.8667
农产品加工,-0.19,-1.12,-2.44,-1.9,40.29,59,2.85,-14.9046,0.0732,0.9047
白色家电,-3.25,-6.61,-25.46,-8.07,40.24,60,2.46,,0.1556,0.9533
小家电,-0.23,-0.19,-0.94,-1.97,40.11,61,14.25,-23.6636,0.04,0.9124
饮料制造,0.11,-3.65,-13.23,-4.64,39.8,62,1.59,,0.0652,0.9551
教育,-0.32,-0.51,-0.01,-0.09,39.74,63,-0.85,4.6211,0.0,0.9104
互联网电商,-1.11,,-2.67,-0.09,39.7,64,5.68,6.545,0.2105,0.9056
汽车零部件,-7.18,-11.64,-28.38,-13.61,39.58,65,11.74,57.3081,0.153,0.9233
物流,0.35,,-3.05,-3.19,39.4,66,4.62,11.2456,0.14,0.9
美容护理,-0.24,,-1.2,-1.19,39.33,67,0.92,8.4211,0.0909,0.8881
包装印刷,0.75,,-4.54,4.34,38.98,68,10.01,-2.3623,0.1304,0.9091
燃气,-0.71,-0.24,-1.53,-0.92,38.74,69,2.78,,0.0385,0.9424
医药商业,0.48,,-2.24,-0.9,38.53,70,4.18,-9.6226,0.125,0.8852
化学原料,,,-5.1,-1.06,37.52,71,5.19,36.4341,0.1404,0.9012
