ts_code,name,industry,market,close,pct_chg,open,high,low,volume,amount,turnover_rate,ma5,ma10,ma20,ma60,ma120,ma250,ma20_slope,ma60_slope,high_20d,low_20d,high_60d,low_60d,close_vs_20d_high,close_vs_60d_high,price_percentile_1y,volatility_20d,main_net_inflow_1d,main_net_inflow_3d,main_net_inflow_5d,main_net_inflow_10d,northbound_flow,rsi_14,macd_hist,trend_strength_score,price_above_ma20_days,price_above_ma60_days,pe_ttm,pb,roe,net_profit_yoy,debt_ratio,pe_percentile_5y,pb_percentile_5y,value_score,growth_score,capital_score,sector_score,final_score,score_market_regime,score_weight_value,score_weight_growth,score_weight_capital,score_weight_sector,future_return_10,future_return_30,future_return_60
600900.SH,长江电力,电力,上交所,27.89,0.7223,27.69,27.95,27.6,99125010.0,2759358768.0,0.4637,27.666,27.742,27.349,27.057,27.0,27.8573,0.6144,0.1085,27.96,26.56,27.96,26.38,-0.2504,-0.2504,55.9524,13.2809,,,,,174509694.9,79.2952,0.0603,100.0,13.0,13.0,18.03769203,2.85583211,,,,10.4132,31.405,-6.4959,78.1,53.14,50.0,46.496,neutral,0.25,0.35,0.25,0.15,,,
600573.SH,惠泉啤酒,非白酒,上交所,13.31,2.3059,13.01,13.48,12.66,47128715.0,618594202.0,6.031,12.65,12.825,12.6755,12.6415,12.3984,12.2409,-2.1235,0.2882,13.7,11.8,14.05,10.9,-2.8467,-5.2669,93.254,66.9226,,,,,,58.3062,0.0571,75.0,2.0,2.0,29.61002002,1.77550364,,,,0.0,3.8843,4.0289,63.2,53.5,50.0,44.0022,neutral,0.25,0.35,0.25,0.15,,,
002125.SZ,湘潭电化,电池,深交所,18.32,-2.4494,18.57,19.37,17.83,101474719.0,1891351803.0,10.5769,17.398,16.484,15.4155,14.4757,14.4039,14.1161,4.0323,1.3596,18.78,14.03,18.78,12.44,-2.4494,-2.4494,99.2063,72.5899,,,,,-5760647.04,68.5626,0.7116,100.0,11.0,11.0,37.16319855,2.9208334,2.71,88.78,35.06,72.1488,51.9835,-27.1116,86.5,51.9126,50.0,43.9752,neutral,0.25,0.35,0.25,0.15,,,
601009.SH,南京银行,银行Ⅱ,上交所,11.68,0.2575,11.65,11.8,11.57,54898365.0,641933756.0,0.5331,11.462,11.273,11.0845,11.2393,11.1477,11.3249,0.4531,0.2587,11.68,10.64,11.79,10.64,0.0,-0.933,82.5397,21.9342,,,,,29056631.18,74.1379,0.1878,100.0,5.0,4.0,5.84395244,0.69260733,,,,49.1736,19.6694,-17.1281,78.0,52.8786,50.0,43.7376,neutral,0.25,0.35,0.25,0.15,,,
601838.SH,成都银行,银行Ⅱ,上交所,19.76,-0.202,19.84,19.96,19.65,27967325.0,553805536.0,0.5887,19.372,19.184,18.8635,18.1155,17.2168,17.856,0.6187,1.0534,19.8,18.34,19.8,16.64,-0.202,-0.202,89.2857,21.1071,,,,,49853157.07,70.6081,0.1384,100.0,9.0,70.0,5.67510151,0.8284542,,,,56.1157,23.0579,-20.405,78.8,53.3735,50.0,43.3221,neutral,0.25,0.35,0.25,0.15,,,
300159.SZ,新研股份,专用设备,创业板,4.14,5.6122,3.94,4.15,3.93,32799005.0,131875176.0,6.2519,4.082,4.075,4.091,3.561,3.3834,3.2155,0.368,2.3129,4.33,3.78,4.33,2.88,-4.388,-4.388,96.0317,58.9968,,,,,0.0,49.4186,-0.0595,100.0,1.0,41.0,88.9094957,4.51109663,,,,69.3141,14.2857,-22.8314,74.5,59.4948,50.0,42.7408,neutral,0.25,0.35,0.25,0.15,,,
300558.SZ,贝达药业,化学制药,创业板,52.8,4.3272,50.27,53.13,50.03,19831575.0,1036197821.0,6.1341,50.47,50.046,49.542,47.2968,47.1841,54.4524,-0.6667,1.1993,52.8,47.8,53.33,40.3,0.0,-0.9938,52.381,50.3759,,,,,6833530.79,61.0695,0.3228,75.0,3.0,33.0,56.21142093,3.64953258,,,,36.8595,28.0165,-14.905,64.6,64.2775,50.0,42.4531,neutral,0.25,0.35,0.25,0.15,,,
300566.SZ,激智科技,光学光电子,创业板,29.0,7.4074,25.98,29.74,25.98,37900526.0,1085963492.0,11.6653,27.108,25.888,23.976,20.5373,19.9835,19.4095,7.4579,2.774,29.0,19.89,29.0,17.3,0.0,0.0,99.6032,73.4458,,,,,0.0,71.032,0.7238,100.0,40.0,27.0,40.52437568,3.67216428,,,,61.4876,78.7603,-36.2107,80.0,63.6148,50.0,42.351,neutral,0.25,0.35,0.25,0.15,,,
000037.SZ,深南电A,电力,深交所,11.54,4.4344,10.91,11.74,10.91,52013400.0,595752022.0,7.6651,11.056,11.478,10.855,10.8093,9.963,9.5077,-0.6362,0.7581,12.65,9.61,13.02,9.33,-8.7747,-11.3671,95.2381,85.5531,,,,,,61.5063,0.0531,75.0,3.0,3.0,31.08618072,3.40987867,,,,0.0,47.9339,-6.9835,62.4,55.5,50.0,41.4691,neutral,0.25,0.35,0.25,0.15,,,
603060.SH,国检集团,专业服务,上交所,7.49,0.0,7.28,7.49,7.23,25813879.0,189981362.0,2.8651,7.35,7.194,6.968,6.6555,6.5633,6.62,1.8565,0.6275,7.49,6.25,7.49,5.94,0.0,0.0,99.2063,59.5807,,,,,-988651.82,66.1836,0.1245,100.0,10.0,10.0,41.30621167,2.52284285,,,,79.0083,7.3554,-24.4918,79.0,49.3015,50.0,41.3524,neutral,0.25,0.35,0.25,0.15,,,
