ts_code,name,industry,market,close,pct_chg,open,high,low,volume,amount,turnover_rate,ma5,ma10,ma20,ma60,ma120,ma250,ma20_slope,ma60_slope,high_20d,low_20d,high_60d,low_60d,close_vs_20d_high,close_vs_60d_high,price_percentile_1y,volatility_20d,main_net_inflow_1d,main_net_inflow_3d,main_net_inflow_5d,main_net_inflow_10d,northbound_flow,rsi_14,macd_hist,trend_strength_score,price_above_ma20_days,price_above_ma60_days,pe_ttm,pb,roe,net_profit_yoy,debt_ratio,pe_percentile_5y,pb_percentile_5y,value_score,growth_score,capital_score,sector_score,final_score,score_market_regime,score_weight_value,score_weight_growth,score_weight_capital,score_weight_sector,future_return_10,future_return_30,future_return_60
002437.SZ,誉衡药业,化学制药,深交所,3.91,5.6757,3.86,3.98,3.68,387438318.0,1494328526.0,5.4585,3.696,3.701,3.482,3.4163,3.3219,3.1847,2.4871,1.2697,3.91,2.97,3.91,2.97,0.0,0.0,99.2063,59.0605,,,,,2405181.76,78.2946,0.0673,100.0,13.0,13.0,14.73651875,2.53989023,4.05,57.55,23.43,1.4634,8.7603,15.159,86.9004,62.4886,50.0,57.327,neutral,0.25,0.35,0.25,0.15,,,
301246.SZ,宏源药业,化学制药,深交所,24.53,-1.0488,24.51,24.96,23.9,27171794.0,662617528.0,10.4561,24.204,23.411,22.401,21.8195,20.6445,17.5356,3.0405,0.5136,25.0,19.56,25.0,19.56,-1.88,-1.88,97.619,70.4222,,,,,-360794.8,67.6962,0.5028,100.0,14.0,14.0,46.83498799,2.58659209,3.19,1524.43,26.67,18.3777,79.4677,-11.128,99.0395,61.9274,50.0,54.8637,neutral,0.25,0.35,0.25,0.15,,,
002582.SZ,好想你,休闲食品,深交所,12.24,-2.4701,12.26,12.34,12.1,37776601.0,461768260.0,3.5508,11.956,11.612,11.2365,12.1172,11.2598,10.7442,1.5086,-0.1017,12.55,10.07,16.18,10.07,-2.4701,-24.3511,89.6825,48.4212,,,,,0.0,75.6757,0.364,100.0,7.0,2.0,2.11903171,0.80286978,24.46,2691.43,31.98,19.598,33.719,4.7775,90.3677,55.4687,50.0,54.1902,neutral,0.25,0.35,0.25,0.15,,,
300970.SZ,华绿生物,种植业,创业板,30.6,1.8303,30.05,30.89,29.6,7215400.0,218814523.0,3.7826,29.476,29.298,26.4185,24.4373,21.0472,17.5873,4.3529,3.2135,30.7,22.11,30.7,21.65,-0.3257,-0.3257,99.2063,79.4108,,,,,,76.7751,0.7209,100.0,10.0,16.0,14.96758975,1.8753112,6.49,7014.32,29.72,13.0024,81.6529,-5.7911,98.924,50.22,50.0,53.2306,neutral,0.25,0.35,0.25,0.15,,,
301219.SZ,腾远钴业,能源金属,深交所,79.48,-3.0968,82.0,83.61,79.09,24936928.0,2019063786.0,7.1181,71.45,66.288,63.427,68.96,67.168,61.1572,1.4986,0.1115,82.02,57.52,82.02,57.52,-3.0968,-3.0968,98.8095,86.3943,,,,,-3887768.83,77.4231,4.9719,100.0,6.0,2.0,14.69936942,2.26157861,5.52,330.11,30.57,2.8446,82.6718,-3.5077,92.154,53.507,50.0,52.2537,neutral,0.25,0.35,0.25,0.15,,,
300113.SZ,顺网科技,游戏Ⅱ,创业板,29.18,0.6207,29.14,29.86,28.45,67301256.0,1957340581.0,6.2844,28.614,27.874,28.082,26.4233,23.6397,22.171,0.7788,2.1817,29.39,25.25,30.06,21.69,-0.7145,-2.9275,97.619,84.3665,,,,,10373918.49,49.2386,0.1715,100.0,6.0,6.0,30.95715891,4.99189803,3.1,9.56,12.86,0.2353,57.438,3.2245,73.4259,66.2122,50.0,50.5582,neutral,0.25,0.35,0.25,0.15,,,
300404.SZ,博济医药,医疗服务,创业板,10.55,2.7264,10.47,10.67,10.22,19767624.0,207229666.0,5.3595,10.26,10.246,9.936,10.3688,10.1398,9.9474,0.3788,-0.1396,10.55,8.98,12.92,8.98,0.0,-18.3437,72.619,46.3506,,,,,,70.696,0.1542,100.0,11.0,1.0,80.36726074,3.23983862,1.59,322.01,34.06,18.595,16.4463,-5.924,89.0779,53.42,50.0,50.5513,neutral,0.25,0.35,0.25,0.15,,,
300142.SZ,沃森生物,生物制品,创业板,12.79,-0.234,12.94,12.97,12.71,41198449.0,527979456.0,5.0288,12.656,12.665,12.3965,12.336,12.043,11.7304,1.3946,0.9479,12.88,11.62,14.48,11.32,-0.6988,-11.6713,86.9048,40.5005,,,,,-5736032.84,64.0719,0.0818,100.0,13.0,13.0,70.06922753,2.70282681,1.41,4082.41,29.79,24.1322,41.3223,-13.7151,97.1719,48.2034,50.0,50.1322,neutral,0.25,0.35,0.25,0.15,,,
300953.SZ,震裕科技,电池,创业板,188.84,3.4967,183.88,190.87,181.78,9126280.0,1706842249.0,4.8939,185.554,183.644,175.1625,169.7623,162.3793,144.5774,2.132,0.8796,190.39,153.98,190.39,144.23,-0.8141,-0.8141,99.2063,62.4505,,,,,-3005862.39,62.1435,1.8173,100.0,15.0,15.0,47.90701687,7.30714541,6.15,286.75,65.74,16.1983,83.9669,-17.1364,96.2738,51.8108,50.0,49.8644,neutral,0.25,0.35,0.25,0.15,,,
300511.SZ,雪榕生物,种植业,创业板,7.06,-1.5342,7.14,7.26,7.02,26462238.0,187704190.0,4.6473,7.116,7.068,7.0085,6.815,6.799,6.4934,-0.645,1.0079,7.19,6.69,7.58,5.98,-1.8081,-6.8602,78.5714,29.0138,,,,,0.0,53.4884,0.0014,75.0,6.0,41.0,17.97575574,1.97214377,10.2,2291.06,54.48,2.4793,57.6033,-1.8845,79.3916,57.8087,50.0,49.2681,neutral,0.25,0.35,0.25,0.15,,,
