ts_code,name,industry,market,close,pct_chg,open,high,low,volume,amount,turnover_rate,ma5,ma10,ma20,ma60,ma120,ma250,ma20_slope,ma60_slope,high_20d,low_20d,high_60d,low_60d,close_vs_20d_high,close_vs_60d_high,price_percentile_1y,volatility_20d,main_net_inflow_1d,main_net_inflow_3d,main_net_inflow_5d,main_net_inflow_10d,northbound_flow,rsi_14,macd_hist,trend_strength_score,price_above_ma20_days,price_above_ma60_days,pe_ttm,pb,roe,net_profit_yoy,debt_ratio,pe_percentile_5y,pb_percentile_5y,value_score,growth_score,capital_score,sector_score,final_score,score_market_regime,score_weight_value,score_weight_growth,score_weight_capital,score_weight_sector,future_return_10,future_return_20,future_return_30,future_return_60
000681.SZ,视觉中国,数字媒体,深交所,31.6,-9.9972,31.6,31.6,31.6,14839900.0,468940840.0,5.4407,31.746,28.351,25.226,23.3333,22.3364,21.8989,11.0031,3.3805,35.11,21.33,35.11,20.15,-9.9972,-9.9972,98.8095,74.3863,,,,,-1090236.77,76.6629,2.1494,100.0,12.0,12.0,48.4111884,3.83956205,6.41,1240.47,16.86,0.9917,68.0165,51.2982,95.5275,63.4052,50.0,69.6105,neutral,0.25,0.35,0.25,0.15,,,,
002409.SZ,雅克科技,半导体,深交所,96.51,4.1325,92.0,97.32,91.13,26891638.0,2573819759.0,12.7949,90.792,87.541,80.363,76.1135,69.6381,63.0068,6.3551,1.6729,96.51,69.95,96.51,66.89,0.0,0.0,99.6032,51.4456,,,,,6417752.82,80.6091,3.2747,100.0,18.0,10.0,85.58081427,10.6351121,3.34,2.47,35.7,92.3967,99.9174,18.6964,72.2423,79.5276,50.0,57.3408,neutral,0.25,0.35,0.25,0.15,,,,
300505.SZ,川金诺,农化制品,创业板,26.85,-3.4867,28.19,28.28,26.8,37286354.0,1016914191.0,22.1972,26.57,25.484,23.9565,23.0303,21.9564,19.3684,5.5957,1.8365,27.82,21.67,27.82,20.76,-3.4867,-3.4867,99.2063,48.6959,,,,,0.0,71.6923,0.8435,100.0,17.0,10.0,16.24061091,2.32571955,,,,26.6798,51.0744,10.1012,72.0353,79.8183,50.0,55.1922,neutral,0.25,0.35,0.25,0.15,,,,
603327.SH,福蓉科技,消费电子,上交所,11.31,1.1628,11.19,11.5,11.11,30748857.0,346905084.0,6.3641,11.31,11.235,11.0665,10.6612,10.1932,10.954,-1.6704,1.9135,11.6,10.66,14.53,9.07,-2.5,-22.161,60.7143,29.1933,,,,,5247226.82,55.0661,-0.0015,75.0,6.0,39.0,77.47654829,4.51807233,2.05,134.07,33.29,81.7355,50.0,16.1418,74.6598,69.7189,50.0,55.0961,neutral,0.25,0.35,0.25,0.15,,,,
002842.SZ,翔鹭钨业,小金属,深交所,19.3,0.8359,18.95,20.12,18.3,74063050.0,1433854259.0,19.7653,17.602,16.623,15.299,12.7425,11.6843,9.5047,10.4023,4.9701,19.3,12.06,19.3,10.49,0.0,0.0,99.6032,86.0384,,,,,,80.1679,0.7228,100.0,29.0,32.0,43.584804,11.52191768,,,,8.2164,99.5041,8.577,74.225,76.6259,50.0,54.7795,neutral,0.25,0.35,0.25,0.15,,,,
002407.SZ,多氟多,化学制品,深交所,31.98,-1.3572,31.88,32.98,31.67,84149139.0,2702523439.0,18.7929,32.314,33.122,32.9075,31.6683,23.5723,17.4704,1.9676,3.1884,36.95,28.56,40.65,21.33,-13.4506,-21.3284,86.1111,68.0279,,,,,-11252865.66,41.8321,-0.5916,50.0,0.0,141.0,99.56210278,5.9437519,4.38,480.14,59.83,79.7741,83.3058,16.0205,70.9986,72.5481,50.0,54.4917,neutral,0.25,0.35,0.25,0.15,,,,
002452.SZ,长高电气,电网设备,深交所,9.5,6.1453,9.67,9.85,9.37,89339919.0,856591644.0,18.47,8.924,8.756,8.4775,8.265,7.8953,7.5873,2.7513,1.264,9.5,7.99,9.5,7.51,0.0,0.0,99.6032,25.8368,,,,,,85.7143,0.1751,100.0,24.0,19.0,21.92683239,2.89161015,,,,36.6942,96.9421,6.0588,74.225,76.3497,50.0,54.0809,neutral,0.25,0.35,0.25,0.15,,,,
600338.SH,西藏珠峰,工业金属,上交所,18.07,-5.9834,19.1,19.67,18.03,114838313.0,2143896284.0,10.3712,18.582,17.313,15.8875,14.8907,13.7528,11.922,8.7663,3.1579,19.22,13.46,19.22,13.0,-5.9834,-5.9834,98.4127,48.5105,,,,,-309580.04,77.8887,0.727,100.0,18.0,18.0,26.31800831,3.29700376,,,,4.9587,41.8182,12.7787,70.2793,74.6817,50.0,53.9629,neutral,0.25,0.35,0.25,0.15,,,,
002957.SZ,科瑞技术,自动化设备,深交所,24.3,1.2078,24.1,24.74,23.77,24268713.0,587556511.0,12.9107,23.312,23.08,22.186,21.0813,19.6782,17.795,4.6781,1.2471,24.3,19.34,24.3,18.85,0.0,0.0,99.6032,49.3604,,,,,7019539.08,62.3704,0.3133,100.0,18.0,17.0,85.13682192,7.67100774,,,,79.6694,99.4215,1.8303,74.225,79.6134,50.0,53.8397,neutral,0.25,0.35,0.25,0.15,,,,
000751.SZ,锌业股份,工业金属,深交所,4.94,2.2774,4.88,5.31,4.81,390712227.0,2006477001.0,15.6863,4.58,4.424,4.233,4.0672,3.8355,3.3775,4.8032,1.4298,4.94,3.92,4.94,3.69,0.0,0.0,99.6032,44.3097,,,,,-1615170.81,86.8217,0.1492,100.0,20.0,20.0,85.21203474,2.6147009,,,,55.3719,96.6942,4.3105,74.225,76.625,50.0,53.7126,neutral,0.25,0.35,0.25,0.15,,,,
