industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
半导体,45.19,267.76,336.38,-52.16,78.18,1,20.0,-12.2007,0.6591,
通用设备,-31.68,-6.51,47.77,-10.0,72.08,2,30.0,,0.6265,
自动化设备,-4.65,8.45,68.98,0.59,72.04,3,13.15,-18.3427,0.5833,
通信设备,-34.69,12.55,193.39,-37.91,68.35,4,10.0,23.3766,0.4176,
化学制药,11.18,-9.33,-8.43,-19.01,67.93,5,25.71,-12.2674,0.981,
消费电子,-34.4,14.81,88.53,-42.32,66.99,6,5.03,-14.8,0.4737,
专用设备,-34.65,3.83,32.64,-14.03,66.89,7,14.12,-33.4302,0.665,
医疗服务,4.79,1.55,-6.31,-8.28,66.89,7,19.95,-15.3333,0.9091,
生物制品,2.61,-2.92,-2.84,-5.9,66.31,9,15.99,-10.0988,0.9444,
光学光电子,-11.51,26.0,45.5,-49.62,65.67,10,11.61,18.5819,0.5385,
化学制品,-14.49,-3.28,10.04,-28.26,65.46,11,20.02,-4.2052,0.6724,
证券,6.93,-23.24,13.7,-14.2,65.34,12,10.0,4.4957,0.88,
计算机设备,-8.89,28.47,28.33,-22.21,65.13,13,14.35,-26.9977,0.6145,
汽车零部件,-4.16,-18.06,28.59,-8.94,64.44,14,10.03,-10.3048,0.6854,
医药商业,0.49,-1.82,-0.61,-1.66,64.23,15,9.99,-14.8827,0.9677,
美容护理,-0.24,-1.21,-0.33,-2.43,63.14,16,10.04,-11.1187,0.9091,
IT服务,-28.07,-19.56,16.47,-16.49,63.09,17,19.91,-21.2613,0.4921,
养殖业,-0.23,-5.71,-3.1,-3.71,62.69,18,10.05,-12.4823,0.9143,
综合,-8.24,-1.6,0.81,-12.18,62.63,19,9.93,1.3423,0.875,
中药,3.81,-7.66,-3.93,-7.88,62.62,20,10.39,-11.2181,0.9104,
元件,-87.45,-33.24,139.53,16.85,62.58,21,10.0,25.6983,0.129,
纺织制造,0.96,0.35,0.39,-1.41,62.58,21,10.01,35.6061,0.875,
医疗器械,-0.38,-1.57,-5.64,-7.79,61.97,23,10.52,-5.315,0.8921,
服装家纺,1.06,-3.94,5.43,-1.96,61.29,24,10.13,-6.3291,0.7568,
公路铁路运输,1.97,-2.76,-5.42,-6.05,61.12,25,5.7,-10.5882,0.9677,
化学原料,-3.81,-12.38,-4.27,-11.75,61.11,26,15.85,-4.4499,0.7018,
环境治理,-6.13,-6.29,-0.44,-5.79,61.11,26,13.88,-19.6028,0.713,
厨卫电器,0.14,0.06,-0.58,-0.48,60.89,28,7.01,-30.6843,0.875,
电机,-1.16,-6.68,1.21,-2.21,60.64,29,10.02,-24.2533,0.7692,
塑料制品,-22.63,-12.96,12.92,-15.6,60.56,30,15.95,-16.1386,0.5,
其他电子,-0.02,2.37,28.68,-15.61,60.56,30,9.65,,0.5,
食品加工制造,0.3,-13.38,-1.28,-2.72,60.51,32,5.78,-26.3298,0.8939,
家居用品,0.17,-3.11,-0.92,-1.51,60.35,33,10.04,7.2178,0.7755,
农产品加工,-0.08,-4.48,-2.22,-3.3,60.23,34,4.2,-16.293,0.9286,
房地产,0.52,-2.81,-4.68,-15.54,60.09,35,10.15,7.6923,0.7976,
零售,-0.28,-22.71,-4.63,-11.01,59.89,36,9.96,-10.1626,0.7917,
环保设备,0.86,-1.2,2.22,-2.18,59.71,37,11.86,-4.385,0.6667,
电子化学品,-3.57,33.51,33.81,-7.7,59.59,38,11.02,33.671,0.3659,
石油加工贸易,0.78,-1.7,-1.31,0.76,59.55,39,9.99,-18.4699,0.7407,
软件开发,-19.01,-10.81,-1.92,-16.45,59.32,40,20.0,-19.125,0.4851,
旅游及酒店,0.01,-6.14,-2.57,-3.86,59.3,41,5.35,-15.625,0.8571,
橡胶制品,2.44,-0.39,-0.87,-2.34,59.28,42,8.0,11.8677,0.7727,
汽车服务及其他,0.46,-1.42,-0.88,0.35,59.06,43,4.87,-6.8908,0.84,
港口航运,4.11,1.92,-8.99,-10.16,58.87,44,6.89,-5.6893,0.8611,
物流,0.62,-3.07,-3.92,-3.44,58.56,45,5.35,-13.081,0.8333,
非金属材料,-6.26,-8.16,3.87,-1.33,58.49,46,19.43,,0.4,
造纸,-0.3,-3.89,-2.54,-3.27,58.42,47,10.03,-21.3001,0.6957,
燃气,-2.01,-1.49,-1.23,-1.49,58.39,48,3.95,6.6199,0.8333,
轨交设备,-1.39,-1.08,0.06,-6.27,58.06,49,4.37,20.3129,0.7931,
种植业与林业,-1.04,-5.25,-2.87,-1.98,57.85,50,7.51,-10.0662,0.7333,
影视院线,-0.23,-8.71,-2.05,-3.51,57.61,51,7.81,-3.9189,0.7059,
白色家电,-11.2,-12.11,-4.81,-3.91,57.54,52,8.57,-33.321,0.7111,
包装印刷,-3.95,0.76,-2.77,1.6,57.16,53,9.98,-6.4632,0.6364,
建筑材料,-8.2,-20.48,9.58,-13.76,56.85,54,6.77,0.6438,0.5775,
建筑装饰,-16.47,7.29,-8.43,-31.38,56.32,55,10.69,-17.6916,0.6331,
贸易,-0.43,-2.08,-0.92,-3.1,56.25,56,4.3,10.4581,0.7143,
饮料制造,-1.9,-5.65,-7.6,-4.24,55.88,57,4.81,-11.0583,0.75,
文化传媒,-25.39,-17.96,-5.16,-20.67,55.62,58,9.98,-13.059,0.5833,
银行,27.22,-31.76,-31.52,20.49,55.6,59,3.8,-3.9326,1.0,
金属新材料,-6.72,-12.27,1.48,-4.33,55.59,60,20.0,37.6719,0.2647,
农化制品,-12.76,-16.85,-3.89,-10.05,55.06,61,9.98,1.0256,0.5424,
煤炭开采加工,-1.34,-11.31,-23.03,-0.59,54.96,62,10.04,-4.6099,0.7273,
工程机械,-4.37,-1.79,-0.27,4.46,54.63,63,6.04,-15.4104,0.5833,
化学纤维,-2.67,-3.21,-2.2,-7.75,54.45,64,7.71,-17.974,0.5517,
电力,-11.36,-35.89,-0.96,-61.36,54.17,65,10.01,1.3529,0.4679,
黑色家电,0.19,-0.73,3.4,-2.57,53.97,66,4.36,-39.6189,0.5556,
互联网电商,-0.59,3.75,2.33,-2.49,53.73,67,7.59,7.7217,0.4737,
教育,-0.3,-1.33,0.97,-0.61,53.73,67,2.46,-18.4801,0.6154,
电网设备,-22.6,-37.83,1.62,-32.43,53.66,69,10.02,-7.8287,0.4161,
其他电源设备,-12.53,-4.65,10.2,-5.79,53.28,70,9.9,-15.4812,0.3143,
油气开采及服务,-2.62,-1.37,-3.52,0.81,53.17,71,9.98,-13.2509,0.4444,
多元金融,-0.15,-3.03,0.68,-4.5,53.14,72,4.47,-1.1457,0.5385,
通信服务,-16.36,-10.17,10.61,-6.88,52.42,73,8.77,-17.4342,0.2955,
其他社会服务,-1.36,1.82,-0.36,-3.09,51.52,74,3.67,,0.4878,
小家电,-1.08,-1.98,-0.78,0.81,51.05,75,3.21,-18.2216,0.48,
钢铁,-10.62,-12.56,-5.87,-12.8,50.26,76,3.33,-10.9062,0.4884,
工业金属,-93.31,-17.31,16.3,-38.19,50.1,77,10.05,2.9038,0.0909,
电池,-62.07,-41.74,-12.68,-8.81,49.9,78,10.01,-19.1718,0.3714,
白酒,-8.05,-19.21,-10.28,-10.74,49.01,79,3.19,-20.5679,0.4737,
小金属,-70.78,-56.52,5.45,-27.54,48.84,80,9.99,18.3615,0.1379,
汽车整车,-9.0,-22.9,-12.01,-10.74,48.39,81,2.53,-13.5922,0.4762,
军工电子,-10.33,11.44,3.53,-30.89,48.14,82,4.21,-16.0822,0.2667,
军工装备,-36.58,-5.97,-4.71,-29.97,47.99,83,8.1,32.3038,0.2439,
机场航运,-2.4,-1.08,1.83,-10.14,47.91,84,1.75,-11.4907,0.3333,
贵金属,-52.99,1.17,15.13,-14.04,47.91,84,6.91,16.8448,0.0714,
风电设备,-6.47,-3.87,-6.12,-8.72,47.06,86,2.37,-20.6456,0.3548,
光伏设备,-36.33,-28.54,-12.02,-23.8,45.28,87,5.36,38.8158,0.25,
游戏,-10.34,-9.37,-5.86,-6.3,45.11,88,3.87,-21.4258,0.2174,
保险,-3.33,-6.72,-0.87,-1.04,43.84,89,0.03,7.7469,0.2,
能源金属,-28.93,-11.28,-16.47,-7.0,39.85,90,2.95,-27.9419,0.0833,
