ts_code,name,industry,market,close,pct_chg,open,high,low,volume,amount,turnover_rate,ma5,ma10,ma20,ma60,ma120,ma250,ma20_slope,ma60_slope,high_20d,low_20d,high_60d,low_60d,close_vs_20d_high,close_vs_60d_high,price_percentile_1y,volatility_20d,main_net_inflow_1d,main_net_inflow_3d,main_net_inflow_5d,main_net_inflow_10d,northbound_flow,rsi_14,macd_hist,trend_strength_score,price_above_ma20_days,price_above_ma60_days,pe_ttm,pb,roe,net_profit_yoy,debt_ratio,pe_percentile_5y,pb_percentile_5y,value_score,growth_score,capital_score,sector_score,final_score,score_market_regime,score_weight_value,score_weight_growth,score_weight_capital,score_weight_sector,future_return_10,future_return_30,future_return_60
688712.SH,北芯生命,医疗器械,科创板,49.2,13.4948,43.32,49.53,42.53,9679129.0,451071057.0,9.8502,45.172,44.454,42.8135,40.7962,,,2.974,,49.2,39.86,49.2,35.83,0.0,0.0,96.8254,57.8896,,,,,,79.9743,0.8832,100.0,14.0,4.0,157.88192644,9.40425243,,,,13.6364,17.0455,-4.0341,76.8,57.28,61.6845,49.4441,neutral,0.25,0.35,0.25,0.15,,,
605020.SH,永和股份,化学制品,上交所,31.43,-0.538,32.24,32.9,30.7,40129028.0,1279749297.0,8.4251,30.45,28.866,27.6655,27.216,26.9824,26.2432,5.3061,0.8797,31.75,25.32,31.75,23.37,-1.0079,-1.0079,98.4127,36.7966,,,,,-1615189.8,90.24,1.0995,100.0,22.0,7.0,28.23084241,3.06678539,,,,21.2677,41.4512,-12.8065,80.0,58.1257,65.7436,49.1913,neutral,0.25,0.35,0.25,0.15,,,
301589.SZ,诺瓦星云,计算机设备,深交所,178.44,1.8319,175.25,186.99,175.13,2117741.0,383563641.0,2.8991,177.204,176.325,174.1145,172.2622,171.6401,164.3144,1.3451,-0.0918,179.02,167.16,185.82,155.53,-0.324,-3.9716,84.127,23.0662,,,,,4677686.65,65.0303,0.9073,100.0,11.0,9.0,23.59755836,3.57979827,,,,21.6169,8.0844,-4.587,75.0,57.1303,58.4544,48.154,neutral,0.25,0.35,0.25,0.15,,,
688805.SH,健信超导,医疗器械,科创板,54.14,4.5174,51.76,54.5,50.56,3720044.0,198463737.0,4.5673,52.972,53.452,53.549,48.6742,,,1.6428,1.3936,56.83,49.95,56.92,42.41,-4.7334,-4.884,91.3043,60.9504,,,,,,50.3015,-0.6306,100.0,1.0,29.0,94.12582043,6.25680058,,,,1.7094,24.7863,-1.7949,74.5,50.94,61.6845,47.614,neutral,0.25,0.35,0.25,0.15,,,
300228.SZ,富瑞特装,通用设备,创业板,10.27,-1.0597,10.28,10.38,10.11,39868497.0,408029854.0,2.6746,10.13,9.773,9.493,9.9215,9.7718,8.7289,1.9273,-0.4015,10.38,9.02,12.81,8.89,-1.0597,-19.8283,85.3175,39.5816,,,,,0.0,71.9424,0.2779,100.0,12.0,2.0,18.60857017,1.816047,,,,21.6381,17.5207,-6.9535,74.2,52.6367,67.9534,47.5838,neutral,0.25,0.35,0.25,0.15,,,
301246.SZ,宏源药业,化学制药,深交所,32.13,-4.2039,33.33,33.53,31.9,18900513.0,614218336.0,10.4561,32.45,31.799,28.188,23.9102,22.2125,18.7564,7.8905,3.9768,33.54,23.65,33.54,19.56,-4.2039,-4.2039,98.0159,72.8255,,,,,-360794.8,75.6348,0.7008,100.0,34.0,34.0,46.83498799,2.58659209,,,,18.3777,79.4677,-21.2991,75.3,61.6701,70.8994,47.0827,neutral,0.25,0.35,0.25,0.15,,,
603520.SH,司太立,化学制药,上交所,12.95,-4.4985,13.86,13.86,12.88,75317775.0,988304746.0,8.1026,12.496,12.297,11.7585,10.7518,10.4391,10.5548,3.5398,1.5697,13.56,10.58,13.56,9.14,-4.4985,-4.4985,99.2063,59.5841,,,,,3867858.98,72.4858,0.2037,100.0,14.0,34.0,258.29010108,1.68888046,,,,81.8942,23.3058,-29.4894,77.1,66.0738,70.8994,46.766,neutral,0.25,0.35,0.25,0.15,,,
300733.SZ,西菱动力,汽车零部件,创业板,20.53,0.5387,20.39,20.68,19.97,11347480.0,231066519.0,4.6311,20.106,20.036,19.0475,18.2112,18.2085,18.5398,2.9233,1.0123,20.53,17.08,20.53,16.64,0.0,0.0,88.8889,55.9033,,,,,,74.9141,0.2518,100.0,11.0,11.0,64.16787373,2.95514404,,,,11.6788,59.2562,-13.9016,79.2,51.04,59.9945,46.0038,neutral,0.25,0.35,0.25,0.15,,,
301487.SZ,盟固利,电池,深交所,25.24,0.0793,25.22,25.77,24.98,13056887.0,330975319.0,5.0164,25.22,25.215,24.1515,23.0193,23.0024,22.8718,3.9266,0.6544,25.74,22.32,25.74,19.55,-1.9425,-1.9425,81.3492,45.1583,,,,,-5774493.51,65.3743,0.1192,100.0,23.0,18.0,143.01258061,5.19207773,,,,2.4123,23.088,-1.6163,80.0,46.9011,44.1187,45.939,neutral,0.25,0.35,0.25,0.15,,,
300159.SZ,新研股份,专用设备,创业板,4.31,-0.4619,4.34,4.44,4.25,55652316.0,240640920.0,4.5223,4.194,3.92,3.663,3.2835,3.2579,3.0755,7.6878,2.8021,4.33,3.31,4.33,2.88,-0.4619,-0.4619,99.2063,50.223,,,,,0.0,82.8947,0.1541,100.0,26.0,23.0,85.42740057,4.33442183,,,,61.5942,13.648,-19.97,80.0,56.8767,56.7538,45.7397,neutral,0.25,0.35,0.25,0.15,,,
