industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
服装家纺,1.81,-2.23,-3.23,-3.53,64.58,47,13.19,5.8957,0.9315,
生物制品,10.29,-12.08,0.67,-4.42,64.48,48,10.17,-3.4653,0.963,
养殖业,10.32,1.92,-5.07,-2.61,64.48,48,10.99,-22.2222,1.0,
贸易,-0.95,0.43,-1.47,-0.01,64.34,50,10.03,-13.7056,0.7857,0.8326
包装印刷,2.27,-10.34,1.18,-4.54,63.92,51,10.04,-19.3423,0.9333,
其他社会服务,4.64,0.44,1.35,-1.36,63.88,52,11.13,,0.9024,
石油加工贸易,2.73,-3.82,-2.29,-4.63,63.8,53,9.99,-7.3042,0.963,
能源金属,5.7,-33.56,33.25,-11.14,63.77,54,5.32,17.2019,0.75,0.9402
燃气,0.47,-0.65,-2.87,-1.53,63.66,55,10.0,37.4861,0.9615,
中药,12.34,-11.21,-5.81,-5.5,63.57,56,10.05,-30.246,0.9853,
教育,3.39,-0.51,-1.08,-0.01,63.45,57,10.19,-11.4827,0.9286,
汽车零部件,9.93,-29.09,-11.43,-28.38,63.43,58,13.28,0.9899,0.8022,0.9148
医药商业,3.1,-3.19,-1.69,-2.24,63.39,59,7.45,-3.1194,1.0,
其他电子,-19.74,-18.88,-0.9,-7.12,63.35,60,13.2,47.8899,0.2727,0.98
文化传媒,3.52,-22.75,-14.21,-11.67,63.26,61,11.08,-7.6099,0.9176,0.8976
食品加工制造,-1.91,-6.43,-3.24,-7.46,63.14,62,10.01,-6.8525,0.9394,
综合,-3.86,-8.83,2.07,-5.33,62.92,63,10.01,3.7058,0.875,
种植业与林业,2.54,-2.3,-1.97,-3.39,62.89,64,7.95,-10.9836,0.9655,
房地产,1.99,-0.29,-3.73,-15.69,62.87,65,10.06,-16.4671,0.9294,
小金属,-35.63,-56.34,-18.97,-8.78,62.55,66,10.01,81.3294,0.5172,0.9392
小家电,0.34,-1.44,-0.3,-0.94,62.53,67,9.98,-6.0345,0.88,
化学纤维,-0.18,-12.54,0.18,-4.55,62.12,68,8.29,14.4701,0.75,0.9556
汽车服务及其他,0.54,-0.2,0.83,-0.72,61.95,69,9.97,-6.7164,0.84,
多元金融,5.04,-8.16,-8.02,-2.41,61.85,70,9.99,2.3832,0.9231,
金属新材料,1.01,-7.88,-12.81,6.65,61.69,71,10.06,6.3687,0.6471,0.9383
保险,31.49,-31.92,-16.65,-14.88,61.52,72,9.7,16.6667,1.0,
影视院线,5.08,-6.7,-6.72,-3.26,61.52,72,9.73,-15.5689,0.9,
零售,10.49,-10.55,-10.58,-2.32,61.51,74,10.02,-0.4608,0.9306,
白酒,4.52,-19.76,-17.54,-18.68,61.48,75,9.98,-17.8484,1.0,
汽车整车,0.04,-17.55,-9.09,-9.67,61.45,76,7.53,-10.9318,0.8182,0.8588
电机,-0.2,-4.83,-2.52,-0.77,60.76,77,6.54,-4.3085,0.92,0.8947
电池,-26.34,-124.89,6.13,64.87,60.7,78,11.47,0.2354,0.6408,0.9361
煤炭开采加工,8.88,-4.19,-10.2,-8.99,60.66,79,6.57,-8.3032,0.9706,
油气开采及服务,0.35,-2.89,-5.23,-6.01,59.67,80,13.77,0.4016,0.7368,0.8453
港口航运,-3.03,-12.31,-10.59,-12.01,58.66,81,10.0,10.2506,0.8889,0.9214
电力,12.0,-30.38,-45.4,-31.01,57.97,82,10.09,-28.3648,0.9159,0.8139
电网设备,-20.38,-35.46,-10.82,-1.43,54.24,83,10.0,8.0604,0.6449,0.8823
其他电源设备,-28.89,-20.62,-9.93,-6.82,52.63,84,10.04,-10.8446,0.5143,0.933
证券,135.42,-72.79,-62.53,10.2,52.54,85,10.09,11.0778,1.0,
工业金属,-3.71,-55.47,-14.38,-50.93,49.49,86,10.0,-20.0189,0.6296,0.8911
银行,4.0,-30.31,-66.54,-25.82,47.8,87,3.15,-6.5954,0.8293,0.9063
通信设备,-219.82,-281.03,-50.56,48.31,45.97,88,10.02,-7.0106,0.5506,0.9394
贵金属,-7.35,-16.43,-7.42,-9.13,41.9,89,8.98,35.8737,0.4286,0.844
非金属材料,-3.14,-0.51,0.48,-0.73,41.25,90,5.51,6.3253,0.3333,0.891
