industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
元件,27.98,13.04,-7.39,65.09,99.32,1,19.99,11.7042,0.7903,1.0
半导体,124.05,119.66,-2.69,123.65,94.82,2,860.01,,0.7079,0.9815
电子化学品,4.74,-13.66,4.72,48.8,89.27,3,9.98,,0.5366,0.9809
光学光电子,25.88,-72.11,17.82,41.43,85.55,4,15.73,-3.9904,0.3458,1.0
非金属材料,-1.37,-8.65,-0.73,3.72,85.19,5,10.0,,0.2667,1.0
其他电子,1.91,1.37,-7.12,10.24,83.75,6,7.4,,0.3235,1.0
金属新材料,-4.71,9.11,6.65,3.46,82.49,7,5.8,37.6675,0.1765,0.9934
通信设备,40.65,50.77,48.31,102.78,81.67,8,10.01,42.8329,0.2444,0.9612
电池,-15.56,-81.73,64.87,32.17,74.29,9,7.59,-4.1339,0.2596,0.9276
消费电子,3.8,52.59,-1.45,23.28,74.19,10,9.98,-23.1136,0.3085,0.9844
其他电源设备,-1.65,2.38,-6.82,18.08,73.57,11,13.7,,0.2571,0.9567
电力,-23.94,-117.63,-31.01,0.67,72.48,12,10.03,60.0309,0.037,0.9844
小金属,-4.05,-8.75,-8.78,29.21,71.77,13,10.0,,0.1724,0.9394
塑料制品,-1.79,-12.65,-2.7,-5.09,71.62,14,12.76,,0.2078,0.9807
自动化设备,0.18,17.6,21.73,5.24,70.67,15,10.57,34.2407,0.3053,0.9723
建筑材料,17.0,-9.36,-3.1,14.2,66.27,16,16.18,77.4119,0.1972,0.9466
能源金属,0.16,-17.3,-11.14,15.46,65.41,17,6.42,17.0843,0.75,0.8156
煤炭开采加工,-4.81,-12.07,-8.99,-9.61,65.11,18,-0.58,,0.0,0.952
光伏设备,-6.32,-38.39,7.64,1.96,62.08,19,20.0,-22.2517,0.0972,0.9306
电网设备,-2.94,-25.97,-1.43,-2.93,60.28,20,9.26,-9.8937,0.0791,0.9273
化学纤维,0.61,-7.59,-4.55,4.28,59.83,21,10.02,7.2026,0.5517,0.8703
军工电子,0.12,-3.22,-19.94,0.12,59.58,22,10.01,,0.3443,0.9201
机场航运,3.28,-10.57,-7.5,0.79,59.43,23,2.45,,0.4615,0.9298
其他社会服务,-1.04,-1.03,-1.36,0.17,57.29,24,4.43,,0.1463,0.9247
工业金属,,-35.25,-50.93,-4.82,56.98,25,3.46,9.2354,0.2,0.9299
专用设备,-1.87,2.87,0.36,17.02,56.96,26,10.01,-9.9204,0.1616,0.9381
贸易,-0.57,-1.22,-0.01,-1.08,56.86,27,1.69,,0.1538,0.9227
化学制品,-11.26,-33.71,-24.39,-11.73,56.75,28,10.01,,0.25,0.9536
通用设备,-4.47,3.57,-2.81,8.5,56.41,29,10.01,-41.686,0.166,0.9497
电机,-1.13,0.53,-0.77,-5.45,56.36,30,3.57,,0.2308,0.9487
橡胶制品,0.78,-0.07,0.93,2.17,55.89,31,10.0,,0.2273,0.9254
造纸,-1.08,-3.63,-2.1,-0.53,55.26,32,3.9,22.1333,0.0417,0.9238
医疗服务,15.89,15.02,-4.29,0.29,54.87,33,10.0,3.8489,0.5,0.8953
零售,-5.12,-7.83,-2.32,-9.6,54.71,34,4.89,,0.0986,0.9133
影视院线,-4.23,-0.99,-3.26,-1.89,54.6,35,-1.89,-5.2065,0.0,0.9471
汽车服务及其他,0.29,-1.84,-0.72,-0.75,54.15,36,5.44,,0.24,0.9371
环境治理,-4.95,-3.87,-3.34,-0.44,54.06,37,9.16,15.0332,0.1081,0.925
钢铁,-4.78,-3.19,-1.75,0.07,53.25,38,7.42,-22.6691,0.0455,0.8859
证券,-30.82,-50.23,10.2,6.71,53.21,39,9.94,,0.06,0.93
教育,-0.56,-0.51,-0.01,-0.09,52.72,40,0.21,,0.0667,0.9133
互联网电商,-1.09,-1.33,-2.67,-0.09,52.39,41,8.76,6.545,0.1667,0.9092
环保设备,-0.44,-1.28,-1.76,-2.37,51.78,42,6.05,,0.1333,0.9299
化学原料,-2.64,-12.22,-5.1,-1.06,51.61,43,4.99,36.4341,0.1864,0.9096
食品加工制造,-0.56,-3.7,-7.46,0.8,51.6,44,9.99,,0.1667,0.9189
服装家纺,-0.13,0.01,-3.53,-1.73,51.4,45,13.03,25.8824,0.1216,0.9124
风电设备,-1.1,-5.17,-0.32,1.93,51.24,46,2.19,-0.6159,0.125,0.9029
农化制品,0.32,-16.88,-12.95,0.77,51.21,47,8.52,20.0,0.3729,0.8633
医疗器械,1.41,-0.9,0.7,-2.05,50.72,48,5.11,-4.0168,0.2555,0.8997
家居用品,-0.13,-0.87,-0.37,-1.91,49.66,49,9.66,17.1145,0.1134,0.9159
港口航运,1.26,-13.07,-12.01,-4.58,49.48,50,10.02,,0.3143,0.9213
包装印刷,1.55,0.04,-4.54,4.34,49.18,51,10.01,-2.3623,0.1522,0.9179
综合,-1.34,-1.45,-5.33,1.55,48.94,52,2.85,-11.8168,0.1875,0.8802
建筑装饰,-6.08,-25.65,-23.19,-14.23,48.57,53,10.01,5.7167,0.1678,0.9135
军工装备,-0.65,-17.01,-23.4,-8.3,48.41,54,11.67,,0.1829,0.8889
中药,-0.9,-1.19,-5.5,-2.08,48.41,54,1.99,,0.1176,0.9137
房地产,-5.66,-4.01,-15.69,-7.3,48.19,56,5.2,,0.0575,0.8989
纺织制造,-3.75,0.09,-1.24,0.59,48.02,57,10.02,35.6293,0.1212,0.8969
公路铁路运输,-1.53,-6.13,-6.92,2.55,47.97,58,2.73,,0.0625,0.962
石油加工贸易,-0.57,-4.15,-4.63,-8.95,47.49,59,4.83,,0.1923,0.8974
黑色家电,-0.44,-2.22,1.16,0.38,47.48,60,0.62,-7.2712,0.1111,0.9403
白酒,-1.34,-16.7,-18.68,-11.79,47.38,61,0.87,,0.0526,0.9447
物流,-0.38,-1.29,-3.05,-3.19,47.36,62,4.51,11.2456,0.12,0.904
软件开发,-14.14,-3.24,-17.7,12.47,46.84,63,8.15,,0.0576,0.9202
化学制药,14.68,13.12,-19.37,0.44,46.79,64,10.78,,0.3397,0.885
生物制品,3.06,5.36,-4.42,-1.16,46.74,65,5.46,5.6948,0.3774,0.8886
贵金属,-5.08,-21.53,-9.13,-2.01,46.52,66,3.02,,0.0714,0.8022
饮料制造,-0.36,-3.65,-13.23,-4.64,46.16,67,1.02,,0.0435,0.9506
轨交设备,-1.05,-4.23,-0.8,2.08,45.53,68,5.25,,0.0667,0.8987
燃气,-1.09,-0.24,-1.53,-0.92,45.25,69,1.84,,0.0385,0.9373
文化传媒,-6.87,3.08,-11.67,-6.81,45.23,70,9.99,,0.0357,0.9004
汽车零部件,-5.05,-11.64,-28.38,-13.61,45.14,71,14.57,-14.1143,0.1716,0.9258
农产品加工,-0.63,-1.12,-2.44,-1.9,44.88,72,1.73,-14.9046,0.0244,0.8989
工程机械,-3.45,-5.29,-6.29,0.81,44.12,73,4.44,-14.2729,0.0278,0.9044
计算机设备,3.84,3.51,-9.2,-1.58,43.98,74,6.18,1.0271,0.1084,0.9069
白色家电,-1.53,-6.61,-25.46,-8.07,43.96,75,3.26,,0.1778,0.9475
游戏,7.11,7.02,-11.06,-4.13,43.9,76,4.76,,0.375,0.8744
旅游及酒店,-1.68,-1.69,-3.91,-2.49,43.81,77,-1.52,,0.0,0.8894
美容护理,-0.61,-1.26,-1.2,-1.19,43.52,78,0.95,-8.8388,0.0909,0.8819
IT服务,-14.07,14.65,-19.7,0.76,43.34,79,10.88,,0.0698,0.9024
医药商业,-0.33,-0.7,-2.24,-0.9,42.58,80,3.95,-9.6226,0.0645,0.8796
银行,-12.99,-64.54,-25.82,20.28,42.36,81,-0.8,-7.1256,0.0,0.9449
养殖业,-2.14,-7.79,-2.61,-0.26,42.0,82,2.19,,0.1111,0.8915
汽车整车,-4.97,-6.1,-9.67,-4.3,41.95,83,2.56,,0.087,0.8899
多元金融,-4.03,-2.97,-2.41,-0.23,41.59,84,0.48,-23.3841,0.0385,0.8995
保险,-4.48,-45.21,-14.88,1.45,40.1,85,-2.14,,0.0,0.8822
通信服务,-5.08,-3.2,-11.03,-4.03,39.99,86,4.99,,0.1556,0.8843
小家电,-0.2,-0.19,-0.94,-1.97,39.45,87,13.19,-23.6636,0.04,0.908
种植业与林业,-0.49,-1.95,-3.39,-2.33,38.46,88,0.33,,0.0333,0.8565
厨卫电器,-0.11,-0.04,-0.27,-0.26,36.54,89,5.01,-11.7682,0.1111,0.8608
油气开采及服务,-2.14,-5.39,-6.01,-10.97,32.01,90,2.22,,0.1053,0.8332
