ts_code,name,industry,market,close,pct_chg,open,high,low,volume,amount,turnover_rate,ma5,ma10,ma20,ma60,ma120,ma250,ma20_slope,ma60_slope,high_20d,low_20d,high_60d,low_60d,close_vs_20d_high,close_vs_60d_high,price_percentile_1y,volatility_20d,main_net_inflow_1d,main_net_inflow_3d,main_net_inflow_5d,main_net_inflow_10d,northbound_flow,rsi_14,macd_hist,trend_strength_score,price_above_ma20_days,price_above_ma60_days,pe_ttm,pb,roe,net_profit_yoy,debt_ratio,pe_percentile_5y,pb_percentile_5y,value_score,growth_score,capital_score,sector_score,final_score,score_market_regime,score_weight_value,score_weight_growth,score_weight_capital,score_weight_sector,future_return_10,future_return_30,future_return_60
300566.SZ,激智科技,光学光电子,创业板,24.68,7.3043,22.82,25.5,22.57,35163569.0,847298982.0,11.6653,23.73,23.161,21.696,19.7925,19.517,19.157,6.0514,1.5755,25.09,19.89,25.09,17.3,-1.6341,-1.6341,99.2063,67.2307,23416000.0,-49280200.00000001,-231999999.99999997,-3783300.0,0.0,68.559,0.4855,100.0,33.0,20.0,40.52437568,3.67216428,,,,61.4876,78.7603,-36.2107,80.0,80.1831,75.4672,50.3132,neutral,0.25,0.35,0.25,0.15,,,
300319.SZ,麦捷科技,元件,创业板,16.31,5.4981,15.8,16.73,15.57,149548490.0,2418050870.0,21.1371,15.232,14.72,14.023,12.972,12.6765,12.201,5.2738,0.8905,16.31,12.8,16.31,10.9,0.0,0.0,99.6032,52.4628,-304000000.0,-288000000.0,23997000.0,47555000.0,3325151.79,69.0442,0.3842,100.0,34.0,20.0,91.7274819,5.60298135,,,,96.0331,99.7521,-53.5496,80.0,78.9014,88.433,47.6029,neutral,0.25,0.35,0.25,0.15,,,
002975.SZ,博杰股份,自动化设备,深交所,148.58,10.0022,136.38,148.58,136.38,6095050.0,882897643.0,12.1681,136.86,129.609,123.124,97.0672,87.9495,68.2611,4.9592,5.0132,148.58,105.44,148.58,65.95,0.0,0.0,99.6032,110.2362,-16745000.0,175000000.0,59679000.0,126000000.0,6738516.96,68.9341,3.2491,100.0,8.0,37.0,135.23985164,13.38233979,,,,87.4292,99.9174,-50.5796,78.6,90.9012,66.7137,47.5975,neutral,0.25,0.35,0.25,0.15,,,
300602.SZ,飞荣达,消费电子,创业板,45.0,0.8516,44.01,45.6,43.08,37126816.0,1654525929.0,6.7373,45.766,44.176,40.9755,36.0665,34.4711,30.5702,6.4686,1.6297,49.08,36.42,49.08,29.05,-8.313,-8.313,98.0159,86.0131,175000000.0,35156600.0,89088600.0,498000000.00000006,13853123.91,61.9316,0.73,100.0,37.0,33.0,74.52147271,6.89842384,,,,63.2008,99.8347,-42.079,75.3,85.5567,68.2797,47.4664,neutral,0.25,0.35,0.25,0.15,,,
605020.SH,永和股份,化学制品,上交所,35.6,1.3956,34.9,35.87,34.12,26262904.0,922679809.0,8.7478,34.436,33.884,31.6195,28.0318,27.718,26.753,6.377,1.3877,35.6,26.93,35.6,23.37,0.0,0.0,99.6032,46.0152,148000000.0,204000000.0,-77600400.0,64959600.0,-1615189.8,77.2277,0.4406,100.0,33.0,18.0,31.05234154,3.37329174,,,,26.0833,47.6667,-16.0458,80.0,64.3753,48.7085,47.3886,neutral,0.25,0.35,0.25,0.15,,,
605011.SH,杭州热电,电力,上交所,22.68,-1.6479,22.61,23.18,22.22,11744030.0,266110446.0,2.1133,22.528,22.228,22.29,21.0773,20.8141,21.5776,2.4333,0.5478,23.39,21.21,23.39,19.06,-3.0355,-3.0355,85.7143,40.0343,-22828200.0,-11494300.0,-39291700.0,-115999999.99999999,4128831.84,49.5283,-0.0068,100.0,8.0,23.0,35.2445476,2.71153572,,,,35.2941,0.4143,-7.4565,75.9,45.7851,73.8584,47.2259,neutral,0.25,0.35,0.25,0.15,,,
605186.SH,健麾信息,自动化设备,上交所,27.23,-0.1101,26.88,27.68,25.9,7115600.0,190738768.0,7.5699,27.002,25.95,24.678,21.5512,21.3021,21.2292,7.6584,2.2578,27.26,20.14,27.26,18.25,-0.1101,-0.1101,98.8095,53.5717,-25936600.0,-73483300.0,-57802400.0,-44289200.0,-962289.51,67.2727,0.2794,100.0,32.0,17.0,155.00879995,4.31105155,,,,80.2479,50.0,-35.5868,80.0,71.8789,66.7137,47.0801,neutral,0.25,0.35,0.25,0.15,,,
002475.SZ,立讯精密,消费电子,深交所,74.0,4.6528,70.01,74.83,68.15,232560683.0,16748451139.0,5.567,72.478,71.988,72.7935,60.8815,58.1399,51.6707,1.3153,3.3449,80.15,67.08,80.15,46.3,-7.6731,-7.6731,97.2222,56.3174,4745000000.0,3208000000.0,4029000000.0,1939999999.9999998,130323750.71,39.6777,-1.3529,100.0,1.0,37.0,31.90290423,6.21725484,,,,81.2397,79.0909,-43.2066,74.5,86.1357,68.2797,47.0492,neutral,0.25,0.35,0.25,0.15,,,
300964.SZ,本川智能,元件,创业板,111.66,4.8451,105.13,112.88,102.19,10153098.0,1081684367.0,12.2178,101.77,96.908,88.5725,75.5055,67.0637,56.1824,9.9023,4.5927,111.66,72.9,111.66,58.97,0.0,0.0,99.6032,102.4177,43429600.0,63629000.0,34652500.0,159000000.0,,67.2992,4.1584,100.0,17.0,61.0,264.35776091,8.63860592,,,,84.166,97.3751,-48.8019,80.0,70.4082,88.433,46.6665,neutral,0.25,0.35,0.25,0.15,,,
000531.SZ,穗恒运Ａ,电力,深交所,7.79,-5.2311,7.9,8.0,7.67,51552826.0,404011416.0,1.5645,7.842,7.48,7.39,7.183,6.911,6.6894,2.4539,1.2142,8.22,6.97,8.42,6.47,-5.2311,-7.4822,96.8254,51.6397,-15684900.0,2461400.0,-80092400.0,-104000000.0,307077.9,53.8922,0.1513,100.0,6.0,7.0,17.32329082,0.993581,,,,16.2358,34.7107,-9.3602,73.5,42.7558,73.8584,45.1527,neutral,0.25,0.35,0.25,0.15,,,
