industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
其他电源设备,-2.24,-23.3,,,45.52,48,4.19,,0.1714,
能源金属,,-39.53,,,45.34,49,7.34,,0.0833,
证券,-14.1,-29.02,,,45.26,50,5.51,,0.125,
养殖业,-0.33,-3.35,,,45.23,51,3.8,-9.3074,0.1667,
农产品加工,0.01,-1.0,,,45.11,52,7.29,,0.0732,
工业金属,,-118.35,,,45.03,53,5.69,27.9626,0.1091,
白酒,-3.13,-19.52,,,45.02,54,1.61,,0.2105,
金属新材料,-0.12,-14.61,,,44.87,55,3.86,,0.1471,
煤炭开采加工,-1.02,-6.09,,,44.52,56,2.97,,0.1515,
银行,-10.23,29.09,,,44.51,57,1.21,-1.0256,0.1951,
造纸,0.19,-1.75,,,44.41,58,2.15,65.1126,0.1667,
计算机设备,-12.36,-25.6,,,44.41,58,4.96,38.788,0.0964,
贵金属,-2.65,-65.34,,,44.34,60,2.97,,0.1429,
服装家纺,-0.63,0.69,,,44.23,61,4.57,49.9013,0.0972,
港口航运,-3.9,0.72,,,44.13,62,2.71,,0.1389,
轨交设备,0.25,-4.23,,,44.12,63,4.24,,0.1,
通信设备,-88.46,-123.89,,,43.92,64,4.76,10.7562,0.0769,
石油加工贸易,-0.37,-3.17,,,43.84,65,1.76,,0.1481,
中药,-3.34,1.8,,,43.52,66,4.1,,0.0735,
多元金融,-2.15,-2.74,,,43.5,67,5.46,-22.4159,0.0385,
种植业与林业,-0.97,-2.14,,,43.49,68,2.84,,0.1034,
公路铁路运输,-0.56,0.94,,,43.43,69,2.98,,0.0968,
生物制品,-2.12,0.43,,,43.32,70,4.41,-6.6907,0.0556,
钢铁,-1.43,-19.92,,,43.29,71,4.72,-10.9244,0.0465,
物流,-0.79,-0.5,,,43.11,72,4.63,-15.625,0.04,
黑色家电,-0.06,-0.83,,,42.86,73,1.27,-4.3511,0.1111,
农化制品,-2.88,-22.51,,,42.83,74,2.32,43.9224,0.0833,
食品加工制造,-1.12,-3.04,,,42.04,75,1.66,,0.0606,
电机,-0.37,-4.7,,,42.03,76,0.99,,0.0769,
燃气,0.15,-2.45,,,41.81,77,0.42,,0.08,
化学制药,-10.08,3.46,,,41.34,78,1.42,,0.0314,
旅游及酒店,-1.0,-0.2,,,41.23,79,1.29,,0.0294,
美容护理,-0.39,-1.18,,,41.09,80,0.97,-15.5132,0.0303,
通信服务,-4.6,-26.78,,,41.01,81,1.13,-22.8654,0.0222,
汽车整车,-4.08,-16.94,,,40.95,82,0.15,,0.0435,
油气开采及服务,-0.84,-5.63,,,40.56,83,1.13,,0.0,
机场航运,-2.42,-4.77,,,39.84,84,-0.33,,0.0,
影视院线,-2.14,-1.79,,,39.77,85,-0.47,,0.0,
医药商业,-0.8,-0.05,,,39.63,86,-0.73,-18.1001,0.0,
小家电,-0.4,-1.62,,,39.63,86,-0.73,-11.5849,0.0,
游戏,-7.3,-15.15,,,39.59,88,-0.81,,0.0,
保险,-6.25,-7.6,,,39.38,89,-1.25,,0.0,
厨卫电器,-0.22,-0.03,,,39.29,90,-1.42,-14.9022,0.0,
