industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
造纸,-0.46,-2.19,-1.05,-0.67,56.99,34,10.06,2.5862,0.6087,
黑色家电,-0.04,-2.41,-1.18,-2.05,56.75,35,7.3,-5.618,0.6667,
食品加工制造,-0.49,-3.24,-2.06,-3.52,56.67,36,5.24,-8.3864,0.7231,
电网设备,-7.34,-10.82,19.01,-3.36,56.66,37,13.25,30.7513,0.3116,
油气开采及服务,0.17,-5.23,-0.2,-2.11,56.06,38,9.97,12.6596,0.5556,
家居用品,0.73,0.19,-0.09,-2.79,56.04,39,8.11,-13.0501,0.6,
服装家纺,0.02,-3.23,0.48,1.9,55.73,40,10.1,2.7726,0.5294,
公路铁路运输,1.55,-3.76,0.62,-2.05,55.02,41,2.21,-9.4694,0.6897,
汽车整车,7.36,-9.09,-2.93,4.81,54.74,42,6.3,-6.5147,0.6087,
燃气,-0.85,-2.87,0.31,-0.81,54.62,43,9.99,8.8764,0.4783,
银行,4.61,-66.54,2.22,57.55,54.53,44,1.89,-2.4671,0.6571,
多元金融,-0.28,-8.02,7.06,3.2,54.0,45,9.18,-2.921,0.4,
物流,0.04,-2.26,-0.48,1.68,53.73,46,7.24,30.6407,0.5102,
建筑装饰,-9.33,-21.64,-2.4,-5.75,53.63,47,10.01,-7.7307,0.4552,
白色家电,3.0,-2.59,-15.39,1.11,53.49,48,10.02,-1.4363,0.5778,
环境治理,-4.29,-7.25,0.38,-2.31,53.25,49,11.11,-93.8367,0.381,
农化制品,-3.52,11.87,15.61,4.54,53.25,49,7.58,-7.3913,0.3167,
纺织制造,-1.5,-2.73,0.31,-0.03,53.17,51,9.96,109.6561,0.4062,
包装印刷,1.75,1.18,-3.94,1.55,53.15,52,11.52,84.2105,0.4091,
其他电源设备,2.49,-9.93,2.38,4.39,53.14,53,10.48,3.6232,0.3714,
其他电子,-26.63,-0.9,-5.57,-1.27,53.08,54,18.69,26.6321,0.2424,
影视院线,-0.3,-6.72,-0.62,-0.99,53.03,55,6.31,2.3887,0.5,
汽车服务及其他,0.02,0.83,-0.77,0.13,52.89,56,5.28,-6.0451,0.52,
电力,7.88,-45.4,-1.53,11.07,52.79,57,5.4,-19.1213,0.5196,
互联网电商,0.32,2.18,1.67,-2.34,52.45,58,7.38,-8.7529,0.4211,
化学原料,-1.56,1.7,2.93,-1.34,52.02,59,8.13,37.5766,0.3684,
轨交设备,-0.06,-4.12,0.11,-1.01,51.87,60,4.44,-8.5603,0.4815,
工程机械,1.43,-7.59,-1.45,-0.21,51.08,61,9.41,21.7547,0.3333,
计算机设备,4.04,29.3,6.06,-0.21,51.05,62,10.03,0.8186,0.241,
港口航运,-0.7,-10.59,6.42,8.92,50.99,63,2.44,-4.5558,0.4242,
橡胶制品,-5.22,0.84,2.46,-3.46,50.95,64,10.0,-11.4452,0.2727,
房地产,-7.51,-3.73,-10.43,2.45,50.62,65,9.99,7.7374,0.3855,
文化传媒,-5.04,-14.21,6.57,-4.33,50.6,66,3.27,-15.0716,0.3827,
专用设备,-11.81,12.81,-24.87,-14.3,49.97,67,17.31,62.5986,0.3147,
建筑材料,-9.53,-4.53,-3.32,-3.36,49.88,68,9.97,46.7862,0.2778,
风电设备,-9.26,2.05,0.03,2.34,49.49,69,3.97,-26.1987,0.375,
IT服务,-3.35,-0.18,2.23,4.71,49.29,70,10.12,12.9832,0.189,
化学纤维,-2.02,0.18,-0.84,1.39,48.83,71,7.99,13.8229,0.25,
贸易,-1.62,-1.47,-1.24,-0.78,48.59,72,6.25,-92.2018,0.2857,
军工电子,-2.15,5.29,-29.92,-9.3,48.54,73,18.08,20.4734,0.2742,
塑料制品,-3.93,-3.56,-10.0,-13.68,48.39,74,10.02,22.179,0.2692,
金属新材料,-7.28,-12.81,-6.77,-5.13,47.96,75,8.04,4.1172,0.2647,
机场航运,-1.78,2.64,-1.24,13.58,47.71,76,0.54,2.772,0.3846,
综合,-4.38,2.07,6.36,-4.46,47.56,77,1.9,-6.9444,0.2667,
石油加工贸易,-0.55,-2.29,1.87,5.83,47.16,78,4.34,26.2361,0.2308,
军工装备,-13.27,7.2,-22.74,6.18,47.07,79,12.99,-11.1901,0.2561,
通用设备,-11.21,14.08,-43.46,-20.7,46.93,80,20.0,9.3153,0.2811,
其他社会服务,-3.75,1.35,-4.87,0.62,45.26,81,2.71,-12.166,0.2439,
电机,-0.13,-2.52,-6.6,-2.25,44.48,82,2.36,-16.5974,0.2308,
通信服务,-4.97,-0.08,1.08,-7.87,43.33,83,2.6,-0.7538,0.0909,
通信设备,-40.88,-50.56,-52.1,-64.74,42.02,84,20.0,19.2176,0.1222,
非金属材料,-5.87,0.48,-1.19,-4.66,41.95,85,1.53,63.0372,0.0714,
汽车零部件,-9.94,-11.43,-45.39,-14.89,41.39,86,10.0,5.1514,0.2734,
自动化设备,4.68,-0.19,-83.07,-14.12,41.13,87,18.92,22.38,0.3333,
光学光电子,-69.01,19.5,-56.04,-51.23,39.91,88,11.77,-95.7303,0.2617,
消费电子,-47.21,115.21,-112.49,-21.24,33.52,89,10.23,4.5331,0.1702,
元件,-47.91,13.31,-133.83,10.44,33.27,90,10.08,16.4008,0.1613,
