industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
医药商业,-0.05,-1.82,-0.61,-1.66,80.54,1,9.99,-14.8827,0.9062,
化学制药,3.46,-9.33,-8.43,-19.01,74.71,2,27.9,,0.9172,
生物制品,0.43,-2.92,-2.84,-5.9,72.49,3,18.44,-10.0988,0.8704,
医疗服务,2.05,1.55,-6.31,-8.28,71.52,4,19.95,-15.3333,0.8,
自动化设备,-27.07,8.45,68.98,0.59,69.58,5,13.73,,0.4632,
通信设备,-123.89,12.55,193.39,-37.91,69.48,6,10.0,23.3766,0.3297,
半导体,-63.27,267.76,336.38,-52.16,67.35,7,15.71,-12.2007,0.5311,
通用设备,-54.73,-6.51,47.77,-10.0,64.66,8,30.0,,0.5592,
中药,1.8,-7.66,-3.93,-7.88,63.32,9,9.97,-11.0865,0.8507,
医疗器械,-4.02,-1.57,-5.64,-7.79,61.69,10,11.49,-5.315,0.8561,
化学制品,-32.18,-3.28,10.04,-28.26,60.53,11,20.0,-1.0101,0.5486,
消费电子,-76.13,14.81,88.53,-42.32,60.31,12,5.7,-11.7318,0.3226,
元件,-117.75,-33.24,139.53,16.85,59.88,13,10.0,25.6983,0.1452,
专用设备,-49.16,3.83,32.64,-14.03,59.6,14,11.94,-33.4302,0.5515,
光学光电子,-36.05,26.0,45.5,-49.62,59.04,15,11.2,18.5819,0.4953,
汽车零部件,-18.28,-18.06,28.59,-8.94,58.96,16,13.93,,0.5833,
美容护理,-1.18,-1.21,-0.33,-2.43,58.48,17,10.04,-11.1187,0.7576,
石油加工贸易,-3.17,-1.7,-1.31,0.76,58.42,18,9.99,-18.4699,0.44,
养殖业,-3.35,-5.71,-3.1,-3.71,58.41,19,10.05,-12.4823,0.7143,
电子化学品,-14.34,33.51,33.81,-7.7,57.99,20,13.71,33.671,0.2927,
塑料制品,-22.56,-12.96,12.92,-15.6,57.15,21,18.0,-16.1386,0.4342,
港口航运,0.72,1.92,-8.99,-10.16,56.52,22,5.68,4.2588,0.6571,
食品加工制造,-3.04,-13.38,-1.28,-2.72,56.14,23,9.22,,0.75,
旅游及酒店,-0.2,-6.14,-2.57,-3.86,54.81,24,7.73,-9.0625,0.8571,
纺织制造,0.87,0.35,0.39,-1.41,54.52,25,10.01,35.6061,0.7812,
计算机设备,-25.6,28.47,28.33,-22.21,54.34,26,14.74,-26.9977,0.4578,
汽车服务及其他,0.74,-1.42,-0.88,0.35,53.86,27,5.38,,0.8,
非金属材料,-9.43,-8.16,3.87,-1.33,53.68,28,16.19,,0.4,
综合,-15.61,-1.6,0.81,-12.18,53.56,29,9.93,1.3423,0.875,
证券,-29.02,-23.24,13.7,-14.2,53.25,30,10.0,4.4957,0.6042,
环保设备,-0.31,-1.2,2.22,-2.18,52.61,31,12.03,-4.385,0.6667,
服装家纺,0.69,-3.94,5.43,-1.96,52.01,32,10.82,5.3333,0.6849,
造纸,-1.75,-3.89,-2.54,-3.27,51.74,33,10.03,-21.3001,0.5833,
油气开采及服务,-5.63,-1.37,-3.52,0.81,51.53,34,9.98,-13.2509,0.3684,
家居用品,-2.79,-3.11,-0.92,-1.51,51.43,35,10.04,7.2178,0.6598,
银行,29.09,-31.76,-31.52,20.49,51.2,36,4.09,-3.9326,0.95,
白色家电,-20.9,-12.11,-4.81,-3.91,51.08,37,7.18,-33.321,0.625,
环境治理,-8.83,-6.29,-0.44,-5.79,50.61,38,19.98,-18.3688,0.6273,
包装印刷,-6.71,0.76,-2.77,1.6,49.89,39,10.02,-19.6285,0.5778,
