industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
旅游及酒店,-4.16,-1.69,-3.91,-2.49,52.28,41,-1.17,-2.9885,0.0,0.9314
化学原料,1.7,-12.22,-5.1,-1.06,51.89,42,10.0,63.3151,0.2712,0.9006
物流,-2.26,-1.29,-3.05,-3.19,51.64,43,10.0,27.2576,0.102,0.8998
农化制品,11.87,-16.88,-12.95,0.77,51.21,44,9.99,27.2406,0.4576,0.8645
其他社会服务,1.35,-1.03,-1.36,0.17,51.1,45,8.63,-12.9894,0.2439,0.9029
工业金属,-14.38,-35.25,-50.93,-4.82,51.09,46,10.0,19.4472,0.4615,0.9405
通用设备,14.08,3.57,-2.81,8.5,51.09,46,18.12,15.192,0.2846,0.9123
包装印刷,1.18,0.04,-4.54,4.34,50.94,48,10.01,16.251,0.1957,0.9015
公路铁路运输,-3.76,-6.13,-6.92,2.55,50.67,49,3.02,-10.4907,0.0645,0.9705
塑料制品,-3.56,-12.65,-2.7,-5.09,50.67,49,11.19,-2.7597,0.3026,0.947
养殖业,-5.07,-7.79,-2.61,-0.26,50.61,51,4.08,11.2761,0.0833,0.8972
橡胶制品,0.84,-0.07,0.93,2.17,50.18,52,10.0,29.5638,0.2273,0.9077
钢铁,-5.05,-3.19,-1.75,0.07,50.04,53,8.4,-17.5399,0.1395,0.8857
金属新材料,-12.81,9.11,6.65,3.46,49.97,54,5.98,52.0791,0.2353,0.9402
厨卫电器,-0.31,-0.04,-0.27,-0.26,49.92,55,5.01,-4.6712,0.3333,0.8652
医疗服务,12.79,15.02,-4.29,0.29,49.86,56,10.0,14.6409,0.4643,0.8646
影视院线,-6.72,-0.99,-3.26,-1.89,49.83,57,0.24,-11.2903,0.0526,0.931
化学制药,4.53,13.12,-19.37,0.44,49.81,58,11.0,1.0554,0.3052,0.8734
环保设备,2.39,-1.28,-1.76,-2.37,49.15,59,10.01,52.0134,0.2667,0.9106
IT服务,-0.18,14.65,-19.7,0.76,49.08,60,20.0,9.6941,0.2031,0.8889
医疗器械,-7.67,-0.9,0.7,-2.05,48.87,61,7.44,-4.1601,0.2302,0.8847
种植业与林业,-1.97,-1.95,-3.39,-2.33,48.76,62,0.21,,0.0667,0.8628
家居用品,0.19,-0.87,-0.37,-1.91,47.7,63,10.01,30.303,0.1979,0.8962
化学制品,2.9,-33.71,-24.39,-11.73,47.61,64,10.02,-6.5717,0.339,0.9275
农产品加工,-2.78,-1.12,-2.44,-1.9,47.24,65,0.44,-11.5984,0.0476,0.9026
计算机设备,29.3,3.51,-9.2,-1.58,47.03,66,10.99,31.8515,0.2892,0.8849
军工电子,5.29,-3.22,-19.94,0.12,46.54,67,16.1,5.9787,0.5484,0.8622
游戏,1.3,7.02,-11.06,-4.13,46.17,68,3.67,-12.9143,0.4167,0.8559
纺织制造,-2.73,0.09,-1.24,0.59,46.01,69,10.02,50.7274,0.1212,0.8756
白酒,-17.54,-16.7,-18.68,-11.79,45.92,70,0.38,-14.6195,0.0526,0.9333
轨交设备,-4.12,-4.23,-0.8,2.08,45.6,71,10.05,12.7792,0.1333,0.8791
软件开发,-11.09,-3.24,-17.7,12.47,45.51,72,16.18,44.0625,0.1295,0.9051
生物制品,0.67,5.36,-4.42,-1.16,45.26,73,7.63,7.1394,0.283,0.8681
通信服务,-0.08,-3.2,-11.03,-4.03,45.25,74,11.42,-4.4251,0.3488,0.864
小家电,-0.3,-0.19,-0.94,-1.97,44.7,75,11.75,,0.08,0.8949
汽车零部件,-11.43,-11.64,-28.38,-13.61,44.41,76,20.01,90.1836,0.1828,0.8993
石油加工贸易,-2.29,-4.15,-4.63,-8.95,44.39,77,4.76,6.8826,0.2308,0.8841
光伏设备,-13.71,-38.39,7.64,1.96,44.3,78,13.05,18.2692,0.2361,0.8717
工程机械,-7.59,-5.29,-6.29,0.81,42.58,79,5.55,-14.8502,0.0833,0.8884
白色家电,-2.59,-6.61,-25.46,-8.07,42.23,80,4.47,,0.3111,0.9268
汽车整车,-9.09,-6.1,-9.67,-4.3,42.19,81,0.26,-18.6508,0.087,0.8935
多元金融,-8.02,-2.97,-2.41,-0.23,40.97,82,0.6,-22.3349,0.0385,0.8918
贵金属,-7.42,-21.53,-9.13,-2.01,40.19,83,7.88,26.4071,0.4286,0.8169
教育,-1.08,-0.51,-0.01,-0.09,39.73,84,5.54,-4.5682,0.1333,0.8768
军工装备,7.2,-17.01,-23.4,-8.3,39.39,85,15.47,-0.4598,0.3049,0.8413
黑色家电,-2.41,-2.22,1.16,0.38,39.22,86,3.9,-15.1533,0.125,0.9113
保险,-16.65,-45.21,-14.88,1.45,38.87,87,-0.75,2.8092,0.0,0.8832
造纸,-2.19,-3.63,-2.1,-0.53,38.69,88,2.13,,0.087,0.8961
电机,-2.52,0.53,-0.77,-5.45,38.44,89,4.95,30.7544,0.1923,0.9091
风电设备,2.05,-5.17,-0.32,1.93,37.55,90,2.96,-17.6654,0.2188,0.8591
