industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
半导体,-18.11,-63.27,119.66,14.41,69.27,1,12.46,8.8301,0.4022,
消费电子,-39.99,-76.13,52.59,-14.02,65.34,2,19.98,-30.6195,0.2418,
教育,0.06,-0.73,-0.51,-1.01,59.23,3,20.16,-17.3203,0.4667,
风电设备,7.35,-12.34,-5.17,-2.8,57.39,4,12.85,-37.5996,0.6,
电子化学品,12.84,-14.34,-13.66,27.4,56.14,5,11.07,,0.6667,
通用设备,-0.09,-54.73,3.57,-6.81,56.02,6,26.64,-24.5639,0.2653,
专用设备,2.2,-49.16,2.87,-9.62,55.19,7,16.52,,0.3179,
通信设备,-151.04,-123.89,50.77,-65.98,55.13,8,5.55,-10.4604,0.1099,
元件,-44.57,-117.75,13.04,-29.29,54.22,9,12.26,26.8361,0.2742,
包装印刷,-5.26,-6.71,0.04,1.47,52.67,10,20.0,,0.1333,
军工电子,4.17,-16.86,-3.22,4.37,52.33,11,11.11,,0.371,
光伏设备,30.7,-60.05,-38.39,9.08,52.14,12,12.79,4.7953,0.6714,
医疗服务,1.82,2.05,15.02,-1.18,51.81,13,6.89,-7.9113,0.2679,
金属新材料,-2.75,-14.61,9.11,-5.15,51.56,14,9.78,,0.2424,
互联网电商,-0.71,-1.49,-1.33,2.17,51.39,15,9.98,-19.9262,0.3333,
IT服务,-11.51,-43.66,14.65,-23.71,51.37,16,12.15,,0.1181,
家居用品,0.97,-2.79,-0.87,0.1,50.89,17,13.96,7.216,0.2041,
自动化设备,-42.98,-27.07,17.6,-30.37,50.88,18,5.96,9.2619,0.2188,
房地产,5.56,-4.32,-4.01,-4.19,50.28,19,10.01,-15.3261,0.3038,
建筑材料,-6.64,-11.12,-9.36,7.34,49.46,20,10.06,19.4564,0.3151,
环保设备,-0.05,-0.31,-1.28,-0.64,49.38,21,9.94,,0.2333,
工程机械,1.02,-8.01,-5.29,-5.05,49.15,22,3.28,-1.0219,0.4286,
橡胶制品,0.15,1.17,-0.07,6.94,48.8,23,10.0,,0.1905,
其他社会服务,0.19,-3.19,-1.03,-3.06,48.62,24,6.92,,0.2683,
农产品加工,-0.13,-1.0,-1.12,-0.73,48.48,25,10.05,,0.1842,
文化传媒,-7.55,-36.14,3.08,-14.73,48.43,26,9.99,,0.1412,
光学光电子,80.73,-36.05,-72.11,-32.21,48.34,27,378.75,,0.6381,
纺织制造,-1.85,0.87,0.09,-0.47,48.01,28,12.35,-10.0316,0.0909,
贸易,0.57,-1.36,-1.22,-0.81,47.88,29,4.83,,0.2857,
白色家电,-2.3,-20.9,-6.61,4.81,47.66,30,8.43,,0.2381,
塑料制品,-9.16,-22.56,-12.65,-7.33,47.59,31,9.98,,0.2564,
