industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
汽车服务及其他,0.75,0.74,-1.84,-1.44,47.38,32,5.9,,0.24,
其他电子,-1.82,-5.79,1.37,-1.51,47.32,33,4.67,,0.2353,
医疗器械,-1.34,-4.02,-0.9,0.14,47.19,34,11.55,51.0032,0.0797,
饮料制造,-1.79,-3.89,-3.65,-2.84,46.89,35,10.02,,0.1304,
环境治理,-1.39,-8.83,-3.87,-1.97,46.83,36,10.03,2.4583,0.1296,
软件开发,-14.46,-35.98,-3.24,-28.6,46.83,36,10.02,-17.1141,0.1232,
军工装备,-1.64,-57.85,-17.01,2.74,46.72,38,10.0,,0.2561,
物流,-0.48,-0.5,-1.29,-2.23,46.56,39,5.48,-15.0776,0.2041,
计算机设备,-20.45,-25.6,3.51,-16.89,46.51,40,4.2,38.788,0.1852,
化学原料,-1.33,-9.15,-12.22,0.18,46.4,41,10.79,17.8991,0.1724,
游戏,-9.73,-15.15,7.02,-7.28,46.36,42,1.59,,0.2083,
汽车零部件,-7.64,-18.28,-11.64,-24.77,45.98,43,10.01,38.3803,0.1654,
综合,-2.58,-15.61,-1.45,-1.1,45.78,44,4.64,1.8898,0.1875,
小金属,-26.04,-88.31,-8.75,31.83,45.69,45,5.22,,0.2414,
其他电源设备,-7.56,-23.3,2.38,-17.18,45.57,46,3.34,-29.8522,0.1714,
零售,-3.36,-3.51,-7.83,-8.77,45.45,47,8.81,,0.1304,
生物制品,-4.35,0.43,5.36,-3.26,45.45,47,3.58,-6.6907,0.1296,
建筑装饰,-14.15,-31.61,-25.65,-6.22,45.33,49,10.03,-16.812,0.2721,
种植业与林业,-1.26,-2.14,-1.95,-1.27,45.22,50,2.33,,0.2222,
造纸,-0.09,-1.75,-3.63,-2.2,45.19,51,1.84,-14.3151,0.25,
轨交设备,-0.15,-4.23,-4.23,1.51,45.07,52,4.68,17.9718,0.1786,
服装家纺,-0.74,0.69,0.01,0.42,44.96,53,4.43,-18.643,0.137,
黑色家电,-0.38,-0.83,-2.22,-2.32,44.89,54,1.78,-4.3511,0.2222,
影视院线,-3.46,-1.79,-0.99,-10.86,44.78,55,5.96,-14.6893,0.1,
旅游及酒店,-0.9,-0.2,-1.69,-5.14,44.47,56,1.37,,0.2059,
化学纤维,-8.32,-5.19,-7.59,-4.87,44.41,57,3.28,10.5598,0.2143,
能源金属,-11.56,-39.53,,8.95,44.4,58,5.46,,0.0833,
养殖业,-0.57,-3.35,-7.79,-3.01,43.89,59,2.65,,0.2059,
食品加工制造,-2.42,-3.04,-3.7,3.63,43.72,60,4.61,-14.8697,0.1077,
化学制药,-17.67,3.46,13.12,-7.55,43.64,61,0.77,,0.0314,
电网设备,-18.04,-44.63,-25.97,-11.68,43.45,62,10.04,-14.8026,0.1812,
中药,-4.63,1.8,-1.19,-2.85,43.28,63,4.68,,0.0588,
多元金融,-3.64,-2.74,-2.97,-3.08,43.23,64,4.58,-22.4159,0.0769,
化学制品,-9.8,-32.18,-33.71,-23.22,42.78,65,9.98,1.4461,0.2267,
美容护理,-0.56,-1.18,-1.26,-0.83,42.74,66,2.35,-15.5132,0.0909,
公路铁路运输,-0.45,0.94,-6.13,-5.04,42.7,67,2.52,,0.1333,
港口航运,-8.15,0.72,-13.07,-6.3,42.67,68,3.9,,0.1667,
燃气,-0.32,-2.45,-0.24,0.07,42.59,69,3.37,,0.0476,
非金属材料,-0.83,-9.43,-8.65,-2.51,42.45,70,3.02,28.4305,0.1333,
电机,-1.36,-4.7,0.53,-2.18,42.18,71,1.08,,0.0769,
医药商业,-1.31,-0.05,-0.7,-1.3,41.94,72,2.92,-9.8684,0.0312,
油气开采及服务,-1.97,-5.63,-5.39,-1.27,41.91,73,1.77,-25.0302,0.1053,
银行,-13.27,29.09,,-9.26,41.71,74,0.49,-3.3453,0.0732,
石油加工贸易,-2.5,-3.17,-4.15,0.29,41.36,75,1.42,,0.0741,
通信服务,-7.97,-26.78,-3.2,-17.19,41.36,75,1.27,-22.8654,0.0682,
钢铁,-7.46,-19.92,-3.19,-0.15,41.23,77,2.83,-10.9244,0.0227,
汽车整车,-7.06,-16.94,-6.1,-6.62,40.14,78,0.98,-25.0923,0.0435,
小家电,-0.64,-1.62,-0.19,-1.13,39.85,79,-0.22,-14.2035,0.0,
厨卫电器,-0.21,-0.03,-0.04,0.24,39.76,80,-0.46,17.3077,0.0,
煤炭开采加工,-2.85,-6.09,-12.07,-1.03,39.47,81,1.42,,0.0588,
白酒,-3.32,-19.52,-16.7,0.6,39.16,82,0.79,0.2104,0.1053,
农化制品,-9.46,-22.51,-16.88,-1.14,38.89,83,1.82,-0.6024,0.0678,
电力,-3.7,-31.52,-117.63,-0.88,38.11,84,10.06,-27.2358,0.4038,
机场航运,-2.33,-4.77,-10.57,-3.31,37.8,85,-0.17,,0.0,
电池,-46.26,-103.44,-81.73,-2.18,37.42,86,19.89,6.2395,0.1238,
工业金属,-21.91,-118.35,-35.25,6.71,36.02,87,3.23,-14.4828,0.0727,
贵金属,-8.27,-65.34,-21.53,0.99,35.24,88,-0.91,,0.0,
证券,-23.73,-29.02,-50.23,-23.04,34.53,89,4.36,,0.12,
保险,-15.94,-7.6,-45.21,-8.93,29.52,90,-2.87,,0.0,
