industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
燃气,-1.84,-1.49,-1.23,-1.49,60.89,30,9.97,,0.8077,
环保设备,0.86,-1.2,2.22,-2.18,60.87,31,11.52,-4.385,0.7333,
家居用品,-0.34,-3.11,-0.92,-1.51,60.09,32,10.04,7.2178,0.7629,
零售,-0.46,-22.71,-4.63,-11.01,59.83,33,9.96,-10.1626,0.7887,
房地产,0.15,-2.81,-4.68,-15.54,59.8,34,10.15,7.6923,0.7831,
电子化学品,-5.95,33.51,33.81,-7.7,59.7,35,12.22,33.671,0.3415,
旅游及酒店,0.27,-6.14,-2.57,-3.86,59.39,36,4.66,-15.625,0.8788,
农产品加工,0.18,-4.48,-2.22,-3.3,59.39,36,3.66,-16.293,0.9,
橡胶制品,2.44,-0.39,-0.87,-2.34,59.37,38,10.0,11.8677,0.7273,
其他电子,-0.44,2.37,28.68,-15.61,59.1,39,7.9,,0.4706,
物流,0.47,-3.07,-3.92,-3.44,58.97,40,5.35,-13.081,0.8542,
包装印刷,-4.79,0.76,-2.77,1.6,58.67,41,10.0,-13.0435,0.7111,
厨卫电器,0.12,0.06,-0.58,-0.48,58.58,42,6.28,-30.6843,0.7778,
港口航运,4.51,1.92,-8.99,-10.16,58.45,43,6.37,4.2588,0.8529,
化学原料,-4.06,-12.38,-4.27,-11.75,58.34,44,12.68,-4.4499,0.6429,
软件开发,-21.21,-10.81,-1.92,-16.45,58.23,45,20.0,-19.125,0.4307,
建筑材料,-8.69,-20.48,9.58,-13.76,58.16,46,8.15,-8.7527,0.6087,
白色家电,-11.57,-12.11,-4.81,-3.91,57.93,47,7.79,-33.321,0.75,
轨交设备,-1.53,-1.08,0.06,-6.27,57.81,48,4.17,,0.7857,
非金属材料,-6.05,-8.16,3.87,-1.33,57.71,49,17.87,,0.4,
电机,-1.47,-6.68,1.21,-2.21,57.56,50,10.02,-24.2533,0.6154,
石油加工贸易,0.58,-1.7,-1.31,0.76,57.53,51,9.99,-18.4699,0.64,
造纸,-0.26,-3.89,-2.54,-3.27,56.68,52,10.03,-21.3001,0.6087,
影视院线,-0.34,-8.71,-2.05,-3.51,56.4,53,6.96,-3.9189,0.6667,
金属新材料,-7.22,-12.27,1.48,-4.33,56.18,54,20.0,37.6719,0.2941,
贸易,-0.57,-2.08,-0.92,-3.1,55.93,55,4.54,10.4581,0.6923,
银行,32.64,-31.76,-31.52,20.49,55.74,56,4.09,-3.9326,1.0,
种植业与林业,-1.02,-5.25,-2.87,-1.98,55.4,57,5.74,-10.0662,0.6552,
建筑装饰,-17.55,7.29,-8.43,-31.38,55.08,58,10.03,-7.8467,0.5874,
化学纤维,-2.71,-3.21,-2.2,-7.75,54.86,59,6.31,-17.974,0.6071,
工程机械,-4.44,-1.79,-0.27,4.46,54.55,60,5.87,-15.4104,0.5833,
农化制品,-13.77,-16.85,-3.89,-10.05,54.21,61,9.98,1.0256,0.5,
文化传媒,-26.62,-17.96,-5.16,-20.67,53.96,62,9.98,-13.059,0.5,
煤炭开采加工,-1.33,-11.31,-23.03,-0.59,53.94,63,10.04,-4.6099,0.6765,
其他电源设备,-13.69,-4.65,10.2,-5.79,53.85,64,9.9,-15.4812,0.3429,
电力,-11.18,-35.89,-0.96,-61.36,53.6,65,10.01,1.3529,0.4393,
饮料制造,-2.12,-5.65,-7.6,-4.24,53.43,66,4.45,-10.4364,0.6364,
油气开采及服务,-3.01,-1.37,-3.52,0.81,53.17,67,9.98,-13.2509,0.4444,
教育,-0.36,-1.33,0.97,-0.61,52.81,68,2.38,-14.4796,0.5714,
电网设备,-23.61,-37.83,1.62,-32.43,52.8,69,10.02,-7.8287,0.3731,
其他社会服务,-1.63,1.82,-0.36,-3.09,52.61,70,3.91,,0.5366,
互联网电商,-0.53,3.75,2.33,-2.49,52.51,71,6.32,7.7217,0.4444,
黑色家电,-0.01,-0.73,3.4,-2.57,51.82,72,4.5,-39.6189,0.4444,
多元金融,-0.15,-3.03,0.68,-4.5,51.74,73,3.2,-8.2915,0.5,
小家电,-1.15,-1.98,-0.78,0.81,50.87,74,2.85,-18.2216,0.48,
通信服务,-17.2,-10.17,10.61,-6.88,50.39,75,4.99,6.1955,0.2889,
工业金属,-97.24,-17.31,16.3,-38.19,49.74,76,10.05,2.9038,0.0727,
军工装备,-37.33,-5.97,-4.71,-29.97,49.56,77,10.0,32.3038,0.275,
机场航运,-2.61,-1.08,1.83,-10.14,49.23,78,1.05,-11.4907,0.4167,
军工电子,-10.15,11.44,3.53,-30.89,49.18,79,4.49,-16.0822,0.3115,
小金属,-72.32,-56.52,5.45,-27.54,48.84,80,9.99,18.3615,0.1379,
电池,-62.03,-41.74,-12.68,-8.81,48.8,81,10.01,-19.1718,0.3168,
钢铁,-10.99,-12.56,-5.87,-12.8,48.38,82,3.5,32.6586,0.3902,
贵金属,-54.96,1.17,15.13,-14.04,47.54,83,6.18,16.8448,0.0714,
汽车整车,-9.5,-22.9,-12.01,-10.74,47.5,84,2.41,-10.7623,0.4348,
风电设备,-6.65,-3.87,-6.12,-8.72,45.92,85,2.67,-20.6456,0.2903,
游戏,-10.65,-9.37,-5.86,,45.81,86,3.97,-21.4258,0.25,
光伏设备,-37.45,-28.54,-12.02,-23.8,44.3,87,5.73,-27.9052,0.1918,
白酒,-8.5,-19.21,-10.28,-10.74,43.46,88,2.61,-20.5679,0.2105,
保险,-3.57,-6.72,-0.87,-1.04,39.57,89,-0.52,7.7469,0.0,
能源金属,-29.83,-11.28,-16.47,-7.0,39.27,90,1.8,-27.9419,0.0833,
