industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
通用设备,-33.67,-6.51,47.77,-10.0,72.53,1,30.0,-19.1145,0.649,
半导体,29.94,267.76,336.38,-52.16,72.45,2,13.55,-12.2007,0.5337,
自动化设备,-7.61,8.45,68.98,0.59,71.04,3,11.58,7.135,0.5729,
通信设备,-45.46,12.55,193.39,-37.91,67.69,4,10.0,23.3766,0.3846,
化学制药,10.62,-9.33,-8.43,-19.01,67.17,5,28.76,-12.2674,0.943,
消费电子,-39.1,14.81,88.53,-42.32,66.84,6,5.57,-14.8,0.4526,
光学光电子,-13.42,26.0,45.5,-49.62,66.65,7,13.38,18.5819,0.5429,
医疗服务,4.46,1.55,-6.31,-8.28,65.44,8,19.95,-15.3333,0.8364,
生物制品,2.41,-2.92,-2.84,-5.9,65.2,9,15.38,-10.0988,0.9038,
专用设备,-36.62,3.83,32.64,-14.03,64.64,10,10.79,-33.4302,0.6359,
证券,5.41,-23.24,13.7,-14.2,64.47,11,10.0,4.4957,0.8367,
环境治理,-5.85,-6.29,-0.44,-5.79,64.27,12,19.98,-18.3688,0.7182,
化学制品,-16.49,-3.28,10.04,-28.26,64.26,13,20.02,-4.2052,0.6127,
汽车零部件,-5.82,-18.06,28.59,-8.94,63.99,14,10.03,-10.3048,0.6629,
元件,-89.16,-33.24,139.53,16.85,63.87,15,10.0,25.6983,0.1935,
医药商业,0.34,-1.82,-0.61,-1.66,63.58,16,9.99,-14.8827,0.9355,
计算机设备,-11.27,28.47,28.33,-22.21,63.43,17,13.58,-26.9977,0.5488,
服装家纺,1.41,-3.94,5.43,-1.96,62.9,18,13.35,5.3333,0.7568,
综合,-8.53,-1.6,0.81,-12.18,62.63,19,9.93,1.3423,0.875,
美容护理,-0.35,-1.21,-0.33,-2.43,62.53,20,10.04,-11.1187,0.8788,
汽车服务及其他,0.57,-1.42,-0.88,0.35,62.32,21,11.4,,0.84,
IT服务,-29.82,-19.56,16.47,-16.49,62.21,22,19.91,-21.2613,0.448,
中药,3.75,-7.66,-3.93,-7.88,62.14,23,9.97,-11.0865,0.8971,
纺织制造,1.16,0.35,0.39,-1.41,62.05,24,10.01,35.6061,0.8485,
医疗器械,-1.03,-1.57,-5.64,-7.79,61.82,25,10.82,19.3701,0.8768,
食品加工制造,-0.05,-13.38,-1.28,-2.72,61.42,26,8.81,,0.8636,
公路铁路运输,2.21,-2.76,-5.42,-6.05,61.23,27,5.92,-10.5882,0.9677,
塑料制品,-23.02,-12.96,12.92,-15.6,61.22,28,17.27,-16.1386,0.5,
养殖业,-0.13,-5.71,-3.1,-3.71,60.98,29,10.05,-12.4823,0.8286,
