ts_code,name,industry,market,close,pct_chg,open,high,low,volume,amount,turnover_rate,ma5,ma10,ma20,ma60,ma120,ma250,ma20_slope,ma60_slope,high_20d,low_20d,high_60d,low_60d,close_vs_20d_high,close_vs_60d_high,price_percentile_1y,volatility_20d,main_net_inflow_1d,main_net_inflow_3d,main_net_inflow_5d,main_net_inflow_10d,northbound_flow,rsi_14,macd_hist,trend_strength_score,price_above_ma20_days,price_above_ma60_days,pe_ttm,pb,roe,net_profit_yoy,debt_ratio,pe_percentile_5y,pb_percentile_5y,value_score,growth_score,capital_score,sector_score,final_score,score_market_regime,score_weight_value,score_weight_growth,score_weight_capital,score_weight_sector,future_return_10,future_return_30,future_return_60
600573.SH,惠泉啤酒,非白酒,上交所,14.05,2.2562,13.68,14.5,13.54,20711300.0,291947713.0,4.5454,13.612,13.149,12.708,12.2578,12.2382,12.1084,2.9822,1.1025,14.05,11.68,14.05,10.9,0.0,0.0,98.8095,34.7734,,,,,,81.2903,0.3221,100.0,12.0,12.0,31.28893868,1.87617653,,,,0.0,15.6198,1.0951,79.4,51.7,50.0,48.4888,neutral,0.25,0.35,0.25,0.15,,,
301479.SZ,弘景光电,光学光电子,深交所,117.9,4.06,119.99,123.88,116.5,3608908.0,428625706.0,4.8118,110.568,109.743,103.454,95.0217,91.2082,95.7966,5.2945,1.8884,117.9,83.89,117.9,83.89,0.0,0.0,90.4762,64.9721,,,,,,77.3017,1.8437,100.0,18.0,18.0,41.79629231,5.8695528,,,,12.0521,5.5375,-0.6026,80.0,52.14,50.0,48.3844,neutral,0.25,0.35,0.25,0.15,,,
301408.SZ,华人健康,医药商业,深交所,22.57,5.6153,21.25,23.05,20.97,42974559.0,946667352.0,10.0526,21.076,20.717,20.027,19.325,18.8662,15.9618,4.689,-1.0269,22.57,17.32,22.57,16.16,0.0,0.0,96.0317,89.0688,,,,,1991446.26,75.673,0.4652,100.0,13.0,13.0,30.34343995,2.920598,,,,13.4663,54.4888,-13.3354,76.6,66.2962,50.0,47.5502,neutral,0.25,0.35,0.25,0.15,,,
600338.SH,西藏珠峰,工业金属,上交所,26.48,-3.9884,27.17,27.58,26.17,155809867.0,4171930409.0,8.3443,26.32,24.013,21.258,18.8897,17.3003,14.3298,11.9137,2.5618,27.61,16.51,27.61,14.71,-4.0927,-4.0927,98.8095,84.4734,,,,,-309580.04,75.3741,1.3991,100.0,18.0,15.0,28.0951605,3.51963753,,,,10.6257,44.2975,-9.7934,77.3,61.1701,50.0,47.3992,neutral,0.25,0.35,0.25,0.15,,,
300657.SZ,弘信电子,元件,创业板,36.8,2.9083,36.39,37.5,36.12,45665906.0,1683052608.0,12.5911,35.702,35.805,33.526,31.948,30.4493,30.0362,5.1714,1.1877,37.14,27.83,37.14,27.83,-0.9155,-0.9155,98.4127,53.5994,,,,,15866848.86,72.9647,0.3933,100.0,15.0,14.0,116.43183874,14.61597849,,,,15.7895,96.8595,-24.7412,80.0,70.4227,50.0,46.9204,neutral,0.25,0.35,0.25,0.15,,,
002297.SZ,博云新材,航空装备Ⅱ,深交所,24.01,-2.0,24.5,26.0,24.0,211196665.0,5238040283.0,38.3956,22.966,21.811,17.3315,13.8235,12.2156,10.1708,21.0343,6.682,24.5,10.66,24.5,10.17,-2.0,-2.0,99.2063,91.8109,,,,,0.0,84.3013,1.3845,100.0,15.0,15.0,97.36779341,8.32400244,,,,10.943,99.9174,-23.8094,80.0,66.1991,50.0,46.0974,neutral,0.25,0.35,0.25,0.15,,,
600267.SH,海正药业,化学制药,上交所,11.59,2.3852,11.25,11.82,11.16,40620948.0,470306645.0,1.7048,11.51,11.376,11.0285,10.579,10.5647,10.4539,2.2862,0.5704,11.65,10.23,11.65,9.5,-0.515,-0.515,93.254,44.0366,,,,,-1966668.06,71.118,0.0636,100.0,14.0,13.0,16.64079788,1.30585518,,,,6.4712,27.1074,-4.0418,79.8,46.1236,50.0,45.9504,neutral,0.25,0.35,0.25,0.15,,,
300511.SZ,雪榕生物,种植业,创业板,8.04,0.1245,8.0,8.12,7.95,40289605.0,323328816.0,4.6473,7.956,7.67,7.386,7.089,6.87,6.6166,3.1204,2.1298,8.24,6.91,8.24,5.98,-2.4272,-2.4272,99.2063,52.9692,,,,,0.0,65.4839,0.1707,100.0,7.0,53.0,17.97575574,1.97214377,,,,2.4793,57.6033,-10.2686,75.7,58.0591,50.0,45.9426,neutral,0.25,0.35,0.25,0.15,,,
301246.SZ,宏源药业,化学制药,深交所,32.37,8.008,30.92,32.8,30.92,45516458.0,1450746965.0,10.4561,27.792,25.941,24.792,22.4942,21.4578,18.1512,4.6694,2.0823,32.37,21.91,32.37,19.56,0.0,0.0,99.6032,79.1689,,,,,-360794.8,86.1261,1.3419,100.0,26.0,26.0,46.83498799,2.58659209,,,,18.3777,79.4677,-21.2991,80.0,62.3483,50.0,45.7623,neutral,0.25,0.35,0.25,0.15,,,
002299.SZ,圣农发展,养殖业,深交所,19.04,2.3656,18.9,19.18,18.67,15657312.0,296136882.0,0.5924,18.532,18.697,18.5635,18.3148,17.3953,16.8058,0.7517,0.8202,19.12,17.79,19.8,16.47,-0.4184,-3.8384,95.2381,24.8769,,,,,-1079321.19,55.3114,-0.0008,100.0,3.0,4.0,13.27281821,1.71841559,,,,0.6612,12.2314,1.7107,76.4,43.8959,50.0,45.6416,neutral,0.25,0.35,0.25,0.15,,,
300444.SZ,双杰电气,电网设备,创业板,16.77,6.3412,15.96,16.78,15.86,94657583.0,1559688552.0,9.1194,16.532,16.143,15.1045,15.2437,13.0215,10.1191,5.2982,1.2509,16.93,12.8,18.16,12.8,-0.9451,-7.6542,96.4286,62.0603,,,,,-723190.6,73.2746,0.3635,100.0,13.0,13.0,24.00084048,5.31626057,,,,1.2926,93.0579,-18.7169,78.4,61.1751,50.0,45.5546,neutral,0.25,0.35,0.25,0.15,,,
688155.SH,先惠技术,电池,科创板,104.0,0.4152,107.74,107.74,98.75,11746823.0,1206454816.0,2.5451,92.312,90.592,85.0525,84.992,75.3623,65.0002,5.5884,0.3394,104.0,73.6,104.0,71.35,0.0,0.0,99.6032,84.3782,,,,,0.0,77.8858,3.8565,100.0,18.0,3.0,23.21924256,4.21767738,,,,6.2134,63.6364,-13.0838,80.0,53.1791,50.0,45.5238,neutral,0.25,0.35,0.25,0.15,,,
603317.SH,天味食品,调味发酵品Ⅱ,上交所,17.11,-0.1168,17.13,17.3,16.51,35963565.0,613575920.0,0.9153,16.302,14.99,14.0365,13.3348,13.0836,12.3254,7.2348,2.1644,17.28,12.6,17.28,11.89,-0.9838,-0.9838,98.8095,53.5249,,,,,-3973348.78,84.5283,0.8635,100.0,22.0,17.0,19.15901082,3.00114498,,,,0.7438,20.5785,-0.405,80.0,40.0036,50.0,45.3996,neutral,0.25,0.35,0.25,0.15,,,
002582.SZ,好想你,休闲食品,深交所,12.75,1.5936,12.7,12.84,12.58,40413632.0,513754774.0,3.5508,12.602,12.677,12.2385,11.822,11.5543,10.8448,2.8013,-1.4149,12.96,11.04,13.44,10.07,-1.6204,-5.1339,91.6667,35.875,,,,,0.0,66.8852,0.0288,100.0,19.0,14.0,2.11903171,0.80286978,,,,19.598,33.719,-10.289,75.8,55.6791,50.0,45.3775,neutral,0.25,0.35,0.25,0.15,,,
603271.SH,永杰新材,工业金属,上交所,53.2,2.3077,51.85,53.8,51.6,5982824.0,316808149.0,7.6121,51.292,50.959,49.6365,47.1375,44.0585,41.0547,2.6046,1.071,53.2,46.52,53.2,39.4,0.0,0.0,99.6032,31.7589,,,,,,71.6693,0.3165,100.0,25.0,24.0,20.02660379,3.01977794,,,,10.2564,71.1538,-16.3782,80.0,55.84,50.0,45.3654,neutral,0.25,0.35,0.25,0.15,,,
