industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
半导体,,,,,100.0,1,1212.84,,0.8324,1.0
元件,,,,,99.19,2,19.99,,0.7097,1.0
电子化学品,,,,,97.94,3,15.64,,0.7561,1.0
光学光电子,,,,,92.8,4,25.16,,0.4095,0.987
军工电子,,,,,92.05,5,16.1,,0.5484,0.946
自动化设备,,,,,90.94,6,16.05,,0.3958,1.0
电池,,,,,90.02,7,17.5,,0.3883,0.95
其他电源设备,,,,,89.98,8,19.99,,0.3143,0.9565
消费电子,,,,,88.98,9,10.03,,0.4632,0.9902
非金属材料,,,,,88.0,10,10.0,,0.4,1.0
工业金属,,,,,87.78,11,10.0,,0.4615,0.9515
通信设备,,,,,87.26,12,10.01,,0.3626,1.0
其他电子,,,,,87.22,13,9.14,,0.3824,1.0
通用设备,,,,,86.88,14,18.12,,0.2846,0.956
小金属,,,,,86.87,15,10.0,,0.3448,0.9992
塑料制品,,,,,85.45,16,11.19,,0.3026,0.9956
贵金属,,,,,84.28,17,7.88,,0.4286,0.8922
能源金属,,,,,83.31,18,10.02,,0.8333,0.9715
金属新材料,,,,,82.7,19,5.98,,0.2353,1.0
其他社会服务,,,,,81.24,20,8.63,,0.2439,0.9722
军工装备,,,,,80.98,21,15.47,,0.3049,0.9111
计算机设备,,,,,79.65,22,10.99,,0.2892,0.9088
IT服务,,,,,76.98,23,20.0,,0.2031,0.8904
通信服务,,,,,76.9,24,11.42,,0.3488,0.8742
专用设备,,,,,75.62,25,16.21,,0.2222,0.9319
建筑材料,,,,,75.48,26,17.59,,0.2603,0.9597
医疗服务,,,,,75.31,27,10.0,,0.4643,0.8917
化学纤维,,,,,74.36,28,13.13,,0.5172,0.9338
证券,,,,,73.57,29,10.04,,0.08,0.967
化学制品,,,,,72.87,30,10.02,,0.339,0.9502
汽车零部件,,,,,72.72,31,20.01,,0.1828,0.8892
软件开发,,,,,72.56,32,16.18,,0.1295,0.8901
电网设备,,,,,71.31,33,10.01,,0.1679,0.8848
互联网电商,,,,,70.28,34,10.02,,0.3684,0.8996
港口航运,,,,,69.68,35,10.02,,0.2647,0.9318
生物制品,,,,,69.32,36,7.63,,0.283,0.8968
环保设备,,,,,68.51,37,10.01,,0.2667,0.9209
橡胶制品,,,,,68.34,38,10.0,,0.2273,0.9124
建筑装饰,,,,,67.79,39,20.09,,0.1875,0.9022
光伏设备,,,,,67.73,40,13.05,,0.2361,0.8786
黑色家电,,,,,67.69,41,3.9,,0.125,0.893
电机,,,,,67.47,42,4.95,,0.1923,0.8865
包装印刷,,,,,67.11,43,10.01,,0.1957,0.9212
轨交设备,,,,,66.25,44,10.05,,0.1333,0.9071
化学制药,,,,,65.51,45,11.0,,0.3052,0.8931
机场航运,,,,,65.33,46,3.31,,0.3846,0.9313
游戏,,,,,65.14,47,3.67,,0.4167,0.8827
医疗器械,,,,,65.11,48,7.44,,0.2302,0.8973
汽车服务及其他,,,,,64.45,49,11.84,,0.32,0.9089
服装家纺,,,,,64.04,50,13.97,,0.1644,0.9116
钢铁,,,,,63.49,51,8.4,,0.1395,0.9282
纺织制造,,,,,62.99,52,10.02,,0.1212,0.8868
环境治理,,,,,62.84,53,11.68,,0.1518,0.9135
白色家电,,,,,61.81,54,4.47,,0.3111,0.9013
工程机械,,,,,61.73,55,5.55,,0.0833,0.9328
多元金融,,,,,61.35,56,0.6,,0.0385,0.8991
风电设备,,,,,60.1,57,2.96,,0.2188,0.8483
文化传媒,,,,,58.57,58,9.99,,0.0976,0.8977
综合,,,,,58.31,59,7.51,,0.1875,0.9143
农化制品,,,,,58.21,60,9.99,,0.4576,0.8871
物流,,,,,57.23,61,10.0,,0.102,0.8916
小家电,,,,,56.61,62,11.75,,0.08,0.858
化学原料,,,,,56.23,63,10.0,,0.2712,0.9112
贸易,,,,,56.15,64,2.15,,0.1333,0.8691
零售,,,,,55.6,65,7.36,,0.1127,0.9008
教育,,,,,55.56,66,5.54,,0.1333,0.852
家居用品,,,,,55.36,67,10.01,,0.1979,0.8662
医药商业,,,,,55.01,68,7.25,,0.0938,0.906
石油加工贸易,,,,,54.94,69,4.76,,0.2308,0.8791
中药,,,,,54.77,70,2.83,,0.1324,0.9243
美容护理,,,,,54.48,71,4.42,,0.0909,0.9006
食品加工制造,,,,,54.33,72,9.99,,0.1667,0.9107
房地产,,,,,51.04,73,10.01,,0.1047,0.8935
公路铁路运输,,,,,49.98,74,3.02,,0.0645,0.9039
厨卫电器,,,,,49.44,75,5.01,,0.3333,0.8834
白酒,,,,,48.99,76,0.38,,0.0526,0.8566
汽车整车,,,,,48.52,77,0.26,,0.087,0.8742
电力,,,,,48.22,78,10.03,,0.0734,0.8495
养殖业,,,,,47.58,79,4.08,,0.0833,0.8969
造纸,,,,,46.31,80,2.13,,0.087,0.8773
饮料制造,,,,,45.76,81,1.91,,0.0217,0.8853
种植业与林业,,,,,45.54,82,0.21,,0.0667,0.8869
影视院线,,,,,45.43,83,0.24,,0.0526,0.8279
旅游及酒店,,,,,44.8,84,-1.17,,0.0,0.9117
油气开采及服务,,,,,44.67,85,1.11,,0.1579,0.8688
燃气,,,,,44.64,86,1.03,,0.04,0.8954
农产品加工,,,,,43.57,87,0.44,,0.0476,0.8746
保险,,,,,40.91,88,-0.75,,0.0,0.9148
银行,,,,,39.13,89,-1.12,,0.0,0.9417
煤炭开采加工,,,,,31.71,90,2.18,,0.0588,0.8148
